@relation house
@attribute P1 real[2,7322564]
@attribute P5p1 real[0.125,0.9230769]
@attribute P6p2 real[0,1]
@attribute P11p4 real[0,0.9172546]
@attribute P14p9 real[0,0.5118719]
@attribute P15p1 real[0.0541562,1]
@attribute P15p3 real[0,0.9433249]
@attribute P16p2 real[0.2337023,1]
@attribute P18p2 real[0,0.125]
@attribute P27p4 real[0,0.7057357]
@attribute H2p2 real[0,0.9751773]
@attribute H8p2 real[0,1]
@attribute H10p1 real[0.0032573,1]
@attribute H13p1 real[0,1]
@attribute H18pA real[0,1]
@attribute H40p4 real[0,1]
@attribute Price real[0,500001]
@inputs P1, P5p1, P6p2, P11p4, P14p9, P15p1, P15p3, P16p2, P18p2, P27p4, H2p2, H8p2, H10p1, H13p1, H18pA, H40p4
@outputs Price
@data
2592,0.4625772,0.279321,0.1697531,0.1629576,0.8240741,0.0497685,0.6928721,0.0052411,0.0251572,0.1033835,0.2148847,0.9968553,0.3486842,0.1446541,0.8076923,30300
614,0.470684,0.0032573,0.2605863,0.2307692,0.7980456,0.0798046,0.6893617,0,0.0085106,0.048583,0.0042553,1,0.2186235,0.0847458,1,20200
818,0.4694377,0.002445,0.2444988,0.1797235,0.8117359,0.0929095,0.7525084,0,0.0133779,0.0993976,0.0033445,1,0.1686747,0.0357143,1,21400
120,0.5416667,0,0.3166667,0.2,0.8416667,0,0.6538462,0,0.0192308,0.1746032,0,1,0.3015873,0.125,0.5,14999
488,0.522541,0.0020492,0.1106557,0.0643777,0.875,0.0512295,0.775641,0,0.0064103,0.2427184,0,0.9935897,0.2524272,0.0322581,1,27900
344,0.497093,0,0.2267442,0.1271676,0.8430233,0,0.6575342,0,0.0273973,0.1257485,0,0.9931507,0.3173653,0.2,0,16500
201,0.4427861,0,0.2736318,0.1785714,0.8706468,0,0.7142857,0,0,0.1333333,0,1,0.2857143,0,0.1666667,14999
4288,0.4785448,0.0132929,0.1760728,0.1113596,0.8684701,0.0522388,0.8015821,0.0006592,0.0164799,0.0778116,0.0112063,0.9841793,0.0382979,0.0769231,0.6969697,325000
325,0.4984615,0.0153846,0.0984615,0.0797546,0.7230769,0.1784615,0.71875,0,0.0416667,0.0204082,0,0.9895833,0.2346939,0.0909091,0,23400
708,0.4689266,0.0070621,0.1440678,0.125,0.8545198,0,0.6759582,0.0034843,0.0278746,0.0528053,0.0034843,1,0.330033,0.1136364,1,18400
1415,0.4925795,0.0014134,0.1144876,0.0793872,0.8763251,0.0155477,0.761523,0.008016,0.0541082,0.0976492,0.002004,0.9799599,0.3779385,0.1468531,0.5,44200
940,0.4712766,0.0021277,0.1265957,0.0885312,0.9234043,0,0.8022599,0,0.0056497,0.0406504,0.0028249,1,0.1734417,0.031746,0.6,32300
2271,0.4782034,0.0422721,0.1070013,0.0945148,0.9167768,0,0.7955665,0.0073892,0.020936,0.076223,0.0455665,0.9950739,0.2309443,0.0883978,0.4444444,39800
207,0.47343,0,0.178744,0.1192661,0.8647343,0,0.6923077,0.0128205,0.0384615,0.1034483,0,1,0.3908046,0.0909091,0,14999
12711,0.4805287,0.0788294,0.1608056,0.1275178,0.7431359,0.1084887,0.6536503,0.0061545,0.0392615,0.0871755,0.0617572,0.9944822,0.3060829,0.0902349,0.5057471,30000
99616,0.4966471,0.0973137,0.063554,0.0579754,0.8847474,0.0069166,0.7494136,0.0046341,0.0446536,0.0971824,0.0937411,0.8493335,0.3774954,0.1309245,0.6226204,51400
2060,0.4694175,0.0072816,0.2165049,0.1225984,0.7393204,0.0063107,0.5727749,0.0062827,0.0942408,0.4236572,0.0062827,0.9832461,0.3572722,0.0424528,0.8235294,151900
3638,0.4923035,0.0074217,0.1179219,0.0617217,0.8969214,0,0.7865762,0.005279,0.0550528,0.0810811,0.0075415,0.9977376,0.2889813,0.0636704,0.4117647,109600
7335,0.463531,0.0137696,0.2027267,0.1171537,0.8687117,0.0023177,0.7205641,0.000656,0.027878,0.0348211,0.0114792,0.9957363,0.1253561,0.0226876,0.3461538,51800
12542,0.4944985,0.0272684,0.1000638,0.0602524,0.9134109,0.0086908,0.8254625,0.0041383,0.0489289,0.0359071,0.0289679,0.8339825,0.1635766,0.1302378,0.2622951,209400
8485,0.4583382,0.0683559,0.2313494,0.1462141,0.8339423,0.0220389,0.6839437,0.0014085,0.0253521,0.0677521,0.0492958,0.9921127,0.2610294,0.0717172,0.2115385,52500
2366,0.4746407,0,0.4226543,0.1914722,0.7202029,0,0.5631741,0.0030817,0.0677966,0.4202769,0,0.98151,0.5667709,0.008427,0.2972973,82300
1449,0.4547964,0,0.3036577,0.2139241,0.7964113,0.0407177,0.6452145,0.0066007,0.0214521,0.0633694,0,1,0.2642968,0.0785714,0.6,20600
24330,0.482573,0.1270448,0.1147554,0.0821352,0.8750514,0.0062474,0.732977,0.0045317,0.0527539,0.0445209,0.1172438,0.8964676,0.3670479,0.1816808,0.1515152,83300
63,0.4920635,0,0.1904762,0.21875,0.8888889,0,0.7083333,0,0,0.2258065,0,1,0.2258065,0.5,0,21700
838,0.4821002,0,0.202864,0.1198157,0.8603819,0,0.6790831,0.0028653,0.0114613,0.2445887,0,0.9971347,0.2099567,0.0597015,0.2222222,17000
29337,0.5030848,0.0427787,0.0284964,0.0295651,0.8656304,0.0006476,0.7525377,0.0043363,0.0960875,0.0779646,0.0406031,0.9728984,0.193821,0.0803228,0.1533742,164000
691,0.5079595,0.0014472,0.1432706,0.1147059,0.8842258,0,0.7218045,0.0037594,0.0150376,0.0666667,0.0037594,1,0.2035088,0.140625,0,26000
308,0.4383117,0.2142857,0.2142857,0.1907514,0.8668831,0,0.7045455,0.0075758,0.0075758,0.1081081,0.1666667,1,0.1283784,0.1153846,0.75,42700
1083,0.4459834,0.0046168,0.2640813,0.155,0.677747,0.1846722,0.6426667,0.0053333,0.0266667,0.1028708,0,1,0.291866,0.0795455,0.8888889,15000
34544,0.4766964,0.0110005,0.1394743,0.106323,0.7929308,0.0338119,0.6394558,0.0025779,0.0527748,0.0714761,0.0121733,0.9936985,0.4137633,0.0473107,0.5793991,43100
506,0.4288538,0.0158103,0.3794466,0.1384083,0.6857708,0,0.5286195,0.003367,0.0505051,0.1315789,0.010101,0.996633,0.4298246,0,0.75,104200
212,0.4622642,0,0.1367925,0.1315789,0.9481132,0,0.8493151,0,0,0.0987654,0,0.9863014,0.2716049,0.3181818,0,33300
24944,0.4911001,0.0199246,0.1045943,0.0759414,0.8727951,0.0020847,0.7261234,0.0013811,0.0419632,0.034267,0.0176352,0.9802401,0.2491023,0.0525496,0.3448276,126800
843,0.4685647,0.0035587,0.1340451,0.09375,0.8742586,0,0.7246835,0,0.0506329,0.0306748,0.0031646,0.9905063,0.1748466,0.0434783,0.3333333,106000
3671,0.477799,0.011441,0.0708254,0.0631195,0.8888586,0.0196132,0.7921779,0.0023006,0.0483129,0.0136157,0.0107362,0.9846626,0.2571861,0.0166667,0.125,60500
4247,0.459854,0.0633388,0.1403344,0.1451613,0.8669649,0.003061,0.6982911,0.0005893,0.0176783,0.0802168,0.0512669,0.993518,0.3560976,0.0889894,0.5925926,35000
1250,0.4832,0,0.088,0.0603715,0.94,0,0.8387097,0.0023041,0.0092166,0.0290828,0,1,0.1521253,0.1315789,0,36800
81,0.4567901,0,0.3950617,0.25,0.8271605,0,0.6585366,0,0,0.3278689,0,0.9756098,0.2786885,0.125,0,37500
28,0.5357143,0,0.25,0.1538462,0.5714286,0,0.4,0.0666667,0.0666667,0.1176471,0,1,0.1764706,0,0,14999
19,0.3157895,0,0.2631579,0.2307692,1,0,1,0,0,0.7307692,0,1,0.5384615,0,1,38800
587,0.5144804,0,0.0851789,0.0421053,0.9608177,0,0.852349,0,0.0067114,0.1813187,0,0.9798658,0.1648352,0.4,0.4444444,34200
6928,0.4411085,0.0080831,0.1924076,0.1670971,0.8493072,0.0171767,0.7016212,0.0020697,0.0175923,0.0504422,0.0034495,0.9982753,0.2885686,0.0539346,0.2857143,33800
1714,0.4655776,0,0.1919487,0.2019651,0.8273046,0.0221704,0.6558989,0,0.0168539,0.1759259,0,0.9985955,0.5162037,0.0714286,0.4166667,14999
5937,0.4613441,0.0006737,0.5405087,0.1785491,0.7936668,0,0.6655364,0.0006165,0.040074,0.540965,0.0003083,0.9950678,0.5229942,0.0094563,0.3870968,138900
12871,0.4948333,0.0065263,0.1103255,0.0828976,0.8991531,0.0131303,0.7820255,0.0046948,0.0230271,0.0852761,0.0062598,0.8016991,0.3163599,0.153092,0.53125,33600
1757,0.4826409,0,0.1678998,0.1265127,0.8514513,0,0.675,0.0027778,0.0333333,0.0425532,0,0.9986111,0.3045213,0.047619,0.2,35500
13701,0.4627399,0.0148894,0.2726808,0.1639723,0.8005255,0.0238669,0.6525263,0.0075875,0.0510433,0.0970103,0.0125884,0.9501638,0.4042354,0.1088957,0.262069,62200
1828,0.5027352,0.0071116,0.1061269,0.0528053,0.940919,0,0.8617886,0,0.0260163,0.0390625,0.003252,0.9804878,0.084375,0.0675676,0.4545455,305600
3269,0.5261548,0.0076476,0.0535332,0.0271143,0.8409299,0,0.6860294,0.0014706,0.0625,0.0640055,0.0066176,0.9772059,0.3234687,0.0229645,0.4545455,86300
1174,0.5127768,0.0008518,0.0834753,0.0559441,0.9659284,0,0.9018088,0,0.005168,0.0325,0,0.9896641,0.0475,0.25,0.3636364,71900
639,0.4413146,0.3176839,0.2456964,0.1820728,0.8388106,0,0.655914,0.0035842,0.0179211,0.1889535,0.2724014,1,0.4186047,0.1176471,0,14999
461,0.4750542,0.0867679,0.1301518,0.0950413,0.9240781,0,0.7926829,0,0.0060976,0.0888889,0.054878,0.9939024,0.2722222,0.2941176,0.5,14999
258,0.5077519,0,0.127907,0.0708661,0.8023256,0,0.6,0.0086957,0.026087,0.6383648,0,0.973913,0.3301887,0.137931,0.9090909,22400
446,0.4843049,0,0.1524664,0.1086957,0.8789238,0,0.7374302,0.0055866,0.027933,0.1005025,0,1,0.3467337,0.0740741,0.5,14999
1482,0.4662618,0.0182186,0.1396761,0.11378,0.8852901,0,0.7240076,0.0037807,0.0396975,0.1227197,0.0113422,0.8960302,0.3515755,0.1798246,0.6,51300
2814,0.4552239,0.0003554,0.6115849,0.1806915,0.8457711,0,0.7219917,0.0006916,0.0207469,0.1578334,0.0006916,0.9896266,0.314502,0.147541,0.5869565,40900
34378,0.4681482,0.2181628,0.1697306,0.1421461,0.8060097,0.0267904,0.6494699,0.0051946,0.0458265,0.1177172,0.1885718,0.9902512,0.3801482,0.0798635,0.4566929,35000
177,0.4915254,0,0.1355932,0.1333333,0.9152542,0,0.7826087,0,0,0.0547945,0,1,0.4109589,0.0833333,0,25000
257,0.4863813,0,0.1595331,0.0833333,0.9299611,0,0.8265306,0,0.0102041,0.0392157,0,1,0.2254902,0.0952381,1,22800
7197,0.456996,0.0016674,0.2074475,0.1489253,0.8038071,0.0301515,0.6447851,0.0019993,0.0319893,0.0645262,0.0006664,0.9933356,0.2821072,0.0434363,0.5675676,40400
626,0.4632588,0,0.0495208,0.077381,0.9632588,0,0.869281,0.0065359,0.0065359,0.172973,0,1,0.8378378,0.4166667,0,14999
710,0.4901408,0.0014085,0.2239437,0.1325967,0.8704225,0,0.7090301,0.0033445,0.0167224,0.0884146,0,0.993311,0.2378049,0.0655738,0.7142857,16600
4557,0.4689489,0.0513496,0.0697828,0.0495868,0.9027869,0,0.7681071,0.0030432,0.0286062,0.0524798,0.0413877,0.9908704,0.2508651,0.1301059,0,62200
7848,0.4885321,0.0331295,0.1130224,0.0936721,0.8346075,0.040265,0.7255587,0.0045391,0.0555168,0.1005025,0.0296788,0.9601955,0.4965452,0.053316,0.3283582,106800
15607,0.4949702,0.026911,0.0635612,0.0515098,0.930544,0.0072403,0.8475634,0.0037037,0.0243665,0.0701468,0.0272904,0.939961,0.2184158,0.153913,0.5151515,57900
1007,0.509434,0.0287984,0.1519364,0.1234818,0.7328699,0.1380338,0.6685879,0.0028818,0.037464,0.0844327,0.0028818,0.9971182,0.2770449,0.0769231,0.8571429,30600
1493,0.470864,0.319491,0.1205626,0.1,0.8245144,0,0.64494,0,0.0789022,0.1337296,0.3327616,0.9605489,0.46211,0.1153846,0.7272727,37100
121,0.5206612,0,0.1157025,0.1034483,0.9008264,0,0.7659574,0,0.0212766,0.1296296,0,1,0.2777778,0.4,1,14999
2144,0.4911381,0,0.2360075,0.1063245,0.8698694,0,0.725058,0.0034803,0.0417633,0.1354062,0,0.9060325,0.3891675,0.1271676,0.5714286,47400
221,0.4479638,0,0.2850679,0.1557377,0.8371041,0,0.6989247,0,0.0645161,0.1982759,0,1,0.2155172,0.1333333,1,67800
222,0.4324324,0.7252252,0.2027027,0.1428571,0.8603604,0,0.6547619,0,0.0238095,0.1683168,0.6904762,1,0.2970297,0.2142857,1,14999
379,0.4643799,0,0.2453826,0.1724138,0.8627968,0,0.6790123,0,0,0.0898876,0,1,0.1797753,0.1470588,1,14999
22605,0.477505,0.003716,0.1576642,0.1225976,0.8297722,0.0199071,0.6650829,0.0030939,0.0325967,0.0790679,0.0029834,0.9562431,0.3366236,0.0762608,0.4367816,28300
3873,0.4990963,0.0007746,0.1394268,0.0953608,0.8900077,0,0.7475593,0.0055788,0.0355649,0.02977,0.0006974,0.9909344,0.2469553,0.0886076,0.5,44300
1001,0.4465534,0,0.3526474,0.2472924,0.7572428,0.0529471,0.589011,0.0021978,0.0043956,0.1366224,0,0.9978022,0.2941176,0.0560748,0.8333333,14999
24967,0.4930508,0.1695037,0.0751792,0.0669195,0.8470381,0.0161013,0.7083378,0.0087369,0.0580304,0.1012118,0.1463704,0.9878115,0.299176,0.0680389,0.5,49600
2890,0.5595156,0.1532872,0.0027682,0.0039277,0.8359862,0.1484429,0.9442379,0,0,0.0358423,0.1412639,0.960347,0.2365591,0.1134663,0,57500
10354,0.4681283,0.0303264,0.1381109,0.1216633,0.8178482,0.0546649,0.6964193,0.004411,0.0306175,0.0886734,0.0184224,0.9948106,0.3371956,0.0740741,0.4237288,37800
845,0.4532544,0.0047337,0.1846154,0.1601732,0.8071006,0.0142012,0.6465517,0.0172414,0.0574713,0.1278195,0.0028736,1,0.2581454,0.0808081,0.5,29200
21080,0.4411765,0.5254269,0.1679317,0.142275,0.727277,0.0132353,0.5203988,0.0020348,0.0653169,0.1343139,0.4498932,0.9946078,0.4082262,0.0399016,0.5235294,30200
4846,0.4853487,0.1919109,0.1605448,0.1375301,0.8528683,0.0293025,0.7101273,0.0066707,0.0369921,0.1366492,0.1995149,0.7028502,0.4167539,0.1932203,0.4848485,30100
311,0.4758842,0,0.221865,0.196319,0.8263666,0,0.6214286,0,0.0071429,0.2592593,0,0.9857143,0.4550265,0.0816327,1,32400
24437,0.4933093,0.053198,0.0803699,0.0590373,0.8665548,0.0021279,0.7269765,0.0039096,0.0601651,0.0395327,0.0463727,0.9427672,0.2987379,0.0603636,0.1022727,156300
272,0.4705882,0,0.0955882,0.0694444,0.8272059,0,0.6330275,0,0.0550459,0.3550296,0,0.9449541,0.4733728,0.1111111,0.5,23800
306,0.4542484,0,0.2156863,0.2095808,0.8169935,0,0.5984848,0,0.0227273,0.0294118,0,1,0.1764706,0.0555556,0,14999
1748,0.4576659,0.1287185,0.173913,0.1708861,0.8340961,0.055492,0.7358185,0.0081037,0.0356564,0.1430556,0.10859,0.9951378,0.4069444,0.1213873,0.3333333,23900
6841,0.5138138,0.029674,0.0643181,0.0493085,0.9350972,0.0054086,0.8479502,0.0067462,0.0404774,0.0553922,0.0326933,0.6964193,0.3156863,0.3325301,0.1794872,89400
6652,0.4645219,0.0037583,0.2061034,0.1650758,0.8137402,0.0350271,0.6722222,0.0037037,0.0351852,0.0559441,0.0040741,0.9940741,0.315035,0.0682303,0.5217391,24100
932,0.4506438,0,0.2253219,0.1777344,0.7961373,0.0536481,0.6595745,0.0026596,0.0239362,0.1569507,0,0.8909574,0.5067265,0.068323,0.6666667,36500
640,0.5109375,0,0.184375,0.1086262,0.825,0,0.6377358,0,0.0566038,0.0924658,0,0.9811321,0.4828767,0.1666667,0,54200
10043,0.4938763,0.0025889,0.0653191,0.0509542,0.9249228,0.0040824,0.8260348,0.0020996,0.0320936,0.057926,0.0020996,0.9859028,0.1085052,0.0760095,0.2525253,96300
370,0.5324324,0.0108108,0.1918919,0.1676301,0.7891892,0.0486486,0.6486486,0.0067568,0.0337838,0.0864198,0.0067568,1,0.3703704,0.2045455,0,23500
1298,0.5169492,0.0007704,0.0978428,0.0590112,0.9237288,0.0038521,0.8129676,0.0049875,0.0274314,0.0696056,0,0.9775561,0.1740139,0.147541,0.6666667,54300
326,0.4723926,0,0.3159509,0.2267442,0.797546,0,0.5769231,0,0,0.1333333,0,1,0.3277778,0.0277778,0.9,14999
228537,0.4861445,0.2969497,0.1106473,0.1058202,0.8262732,0.0176908,0.6502227,0.0024642,0.0630849,0.0919502,0.2622692,0.7979146,0.5707924,0.1277832,0.3957368,91800
25001,0.475941,0.0327587,0.1377545,0.1133415,0.7040918,0.0869565,0.5868084,0.0041288,0.0922791,0.0988745,0.0321016,0.9889554,0.3683378,0.0470143,0.6358025,85600
430,0.5162791,0,0.1534884,0.0673077,0.9046512,0,0.7793103,0.0137931,0.0413793,0.198895,0,0.9586207,0.1823204,0.1578947,0,39300
450,0.4933333,0,0.1844444,0.1666667,0.5377778,0,0.3422053,0,0.1064639,0.1677215,0,0.9847909,0.6487342,0.0199005,0,99200
144,0.5347222,0,0.0972222,0.0895522,0.8888889,0,0.7222222,0.0185185,0.0185185,0.1147541,0,1,0.5409836,0.0357143,0,39400
743,0.4629879,0.4158816,0.166891,0.1729323,0.8869448,0,0.7202797,0.0034965,0.0104895,0.1226994,0.3496503,0.9895105,0.3312883,0.16,0.25,14999
166,0.5120482,0,0.1024096,0.1234568,0.9156627,0,0.779661,0,0.0169492,0.1060606,0,0.9830508,0.3939394,0.3636364,1,14999
2696,0.4918398,0.0155786,0.1005193,0.0875912,0.888724,0.0037092,0.7516484,0.0043956,0.0472527,0.0421053,0.0164835,0.9703297,0.2505263,0.060241,0.3,103700
228,0.504386,0,0.1184211,0.0530973,0.9692982,0,0.8793103,0,0,0.1470588,0,1,0.1029412,0,1,33800
6156,0.4969136,0.0060104,0.0930799,0.087504,0.9272255,0,0.8185035,0.0030334,0.0358948,0.0490385,0.0055612,0.9620829,0.2221154,0.1582734,0.6944444,100700
969,0.4912281,0,0.1351909,0.1054767,0.8926729,0,0.7411444,0.0054496,0.013624,0.1156627,0,0.9972752,0.3036145,0.1363636,0.75,26200
13817,0.4791199,0.003474,0.1275241,0.1022648,0.8731997,0.0159224,0.7373884,0.0018684,0.044426,0.0278507,0.0035292,0.9952252,0.3073663,0.0490838,0.3888889,131600
201,0.4825871,0,0.1442786,0.125,0.8756219,0,0.7195122,0,0.0243902,0.0681818,0,1,0.1818182,0.1428571,1,14999
49,0.5510204,0.0816327,0.0204082,0,0.9183673,0,0.7647059,0,0,0.4137931,0.0588235,0.8823529,0.6551724,0.5,1,14999
2609,0.4702951,0.0187811,0.3875048,0.1743849,0.8378689,0.0045995,0.7033058,0.0057851,0.0347107,0.2493797,0.0198347,0.9942149,0.4646402,0.079096,0.5925926,40300
467,0.4603854,0.006424,0.3511777,0.2460317,0.751606,0,0.5413223,0,0.0165289,0.1740614,0,0.9958678,0.3003413,0.0545455,1,14999
6049,0.4742933,0.0008266,0.1269631,0.1103774,0.8773351,0.0190114,0.7533572,0.0040286,0.0286482,0.0257305,0,0.9959714,0.2110772,0.0782473,0.2,40700
833,0.6770708,0.057623,0.0168067,0.0260223,0.5438175,0.3637455,0.6842105,0.0105263,0.0736842,0.3356643,0.0052632,1,0.7727273,0.1232877,0,31800
3177,0.4907145,0.0025181,0.3887315,0.1396786,0.8199559,0.0434372,0.7414871,0.0020848,0.0375261,0.5657815,0.0006949,0.9770674,0.6940253,0.0849673,0.3219512,63300
3439,0.48328,0.0078511,0.1491713,0.10861,0.7949985,0.0119221,0.6415094,0.0069881,0.0852551,0.0931559,0.0069881,0.9699511,0.4036755,0.0520446,0.5625,148700
7284,0.4708951,0.0004119,0.144838,0.1203944,0.8550247,0.0179846,0.6981132,0.0025399,0.027939,0.1228517,0,0.9063861,0.4150223,0.1348315,0.6973684,41500
129,0.4418605,0,0.3255814,0.2222222,0.7596899,0,0.5606061,0,0.030303,0.2142857,0,1,0.3333333,0.1428571,0,14999
6294,0.4993645,0,0.1053384,0.0920343,0.8684461,0,0.7135741,0.0033209,0.0448319,0.0677245,0,0.9759236,0.3111455,0.0630324,0.3695652,82600
11594,0.4939624,0.0573573,0.0660687,0.0495995,0.9513541,0.0158703,0.9084737,0.0002716,0.0100489,0.0335958,0.0516024,0.992667,0.0585302,0.1328671,0.2647059,75600
888,0.4943694,0,0.152027,0.1113586,0.8310811,0,0.6850829,0.0138122,0.0552486,0.0242588,0,0.9944751,0.212938,0.039604,0,57600
304,0.5032895,0,0.1348684,0.0993377,0.8717105,0,0.7096774,0,0.0241935,0.0387597,0,1,0.2170543,0.0512821,0,53800
407,0.4791155,0,0.2235872,0.1650943,0.8230958,0,0.6457143,0.0114286,0.04,0.1116751,0,1,0.3299492,0.0816327,0.2,20700
54,0.4814815,0,0.2777778,0.1071429,0.9259259,0,0.8181818,0,0,0.2413793,0,1,0.0689655,0,0,14999
1407,0.4335466,0.5223881,0.2153518,0.1894605,0.8187633,0.0447761,0.6513944,0,0.0258964,0.1161972,0.4422311,0.9940239,0.2887324,0.2210526,1,14999
76210,0.4782443,0.05599,0.1233959,0.1037397,0.6727726,0.0290644,0.5286784,0.001913,0.1701903,0.0461524,0.0451202,0.9550447,0.4353804,0.0717939,0.5254237,135500
84021,0.4756906,0.0034277,0.1043192,0.0779516,0.9221266,0.0100808,0.8022084,0.0023288,0.0240112,0.1291045,0.0040554,0.3331058,0.4598035,0.2243907,0.3370166,38300
224,0.4866071,0,0.1875,0.1304348,0.8482143,0.0535714,0.721519,0,0,0.1505376,0,0.9367089,0.3870968,0.3571429,0.6666667,15000
1693,0.5138807,0.0064973,0.0826934,0.0680437,0.4772593,0.3189604,0.5266393,0.0081967,0.1557377,0.0633397,0.0040984,0.9979508,0.4299424,0.0327869,0.6,104200
11038,0.4594129,0.3979888,0.1500272,0.1245182,0.8475267,0.0104186,0.6765571,0.0046591,0.0421775,0.0712822,0.3484551,0.9634625,0.2928718,0.1144848,0.7272727,49700
2101,0.4883389,0.0061875,0.1613517,0.132093,0.8272251,0,0.638273,0.0035006,0.0536756,0.0519912,0.0035006,0.9941657,0.3539823,0.0539773,0.6666667,88900
65,0.5846154,0,0.2461538,0.0740741,0.8923077,0,0.7307692,0,0,0.1612903,0,1,0.2580645,0.2,0,14999
1034,0.459381,0,0.254352,0.1914132,0.8239845,0.0599613,0.7150127,0.0025445,0.0178117,0.053012,0,0.9974555,0.2578313,0.0882353,0.75,32400
641,0.4524181,0.5631825,0.1326053,0.1481481,0.8767551,0,0.6932773,0,0.0252101,0.1560284,0.4747899,1,0.248227,0.0769231,0.5,22800
1144,0.4632867,0,0.1346154,0.0912052,0.8898601,0,0.7408257,0.0022936,0.0229358,0.1383399,0,0.9770642,0.2865613,0.0733945,0.7857143,28500
268,0.4029851,0.7947761,0.130597,0.075,0.8731343,0,0.7314815,0.0185185,0.037037,0.136,0.7962963,1,0.512,0.0519481,0,20000
1732,0.4844111,0.0011547,0.1628176,0.1108623,0.8960739,0,0.754858,0,0.019432,0.0603933,0,0.9760837,0.1994382,0.1038961,0.9166667,32200
30771,0.4850996,0.0117643,0.1345098,0.1122191,0.8512236,0.0085795,0.6912929,0.0028034,0.0393305,0.0300704,0.0148417,0.9771603,0.3261356,0.0290939,0.3333333,47000
275,0.5127273,0.0036364,0.1745455,0.1641791,0.7709091,0.0654545,0.625,0,0.0267857,0.1703704,0,0.9821429,0.4962963,0.0227273,0.75,50000
5385,0.4692665,0.5598886,0.0529248,0.0524843,0.7662024,0,0.6010009,0.0090992,0.1364877,0.1068671,0.5086442,0.9818016,0.4546932,0.0876258,0.2,60300
1119,0.4879357,0.0446828,0.1626452,0.1343805,0.8900804,0,0.738806,0.0049751,0.0323383,0.1762295,0.0472637,0.6467662,0.3258197,0.2149533,0.6666667,21000
2954,0.4688558,0.133717,0.2322275,0.1841938,0.77522,0.0876777,0.6724771,0.0018349,0.0357798,0.0683761,0.1357798,0.9963303,0.3102564,0.1092233,0.6666667,21400
