@relation house
@attribute P1 real[2,7322564]
@attribute P5p1 real[0.125,0.9230769]
@attribute P6p2 real[0,1]
@attribute P11p4 real[0,0.9172546]
@attribute P14p9 real[0,0.5118719]
@attribute P15p1 real[0.0541562,1]
@attribute P15p3 real[0,0.9433249]
@attribute P16p2 real[0.2337023,1]
@attribute P18p2 real[0,0.125]
@attribute P27p4 real[0,0.7057357]
@attribute H2p2 real[0,0.9751773]
@attribute H8p2 real[0,1]
@attribute H10p1 real[0.0032573,1]
@attribute H13p1 real[0,1]
@attribute H18pA real[0,1]
@attribute H40p4 real[0,1]
@attribute Price real[0,500001]
@inputs P1, P5p1, P6p2, P11p4, P14p9, P15p1, P15p3, P16p2, P18p2, P27p4, H2p2, H8p2, H10p1, H13p1, H18pA, H40p4
@outputs Price
@data
1291,0.4632068,0,0.1680868,0.1370851,0.8396592,0,0.6549815,0.001845,0.0313653,0.0622837,0,0.9723247,0.366782,0.0640394,0.5,25300
1099,0.44495,0.0618744,0.2584167,0.2262295,0.766151,0.0737034,0.6320542,0.006772,0.0180587,0.1210317,0.0474041,0.993228,0.3234127,0.0901639,0.9,25000
614,0.47557,0,0.1319218,0.121118,0.8859935,0,0.7254098,0,0.0122951,0.0278884,0,1,0.2270916,0.0344828,0.5,30800
36830,0.4785501,0.4236764,0.1915015,0.1271544,0.80429,0.0233777,0.6522475,0.0052925,0.0694376,0.1784928,0.3430245,0.958154,0.5649855,0.1589977,0.3256705,42400
2399,0.456857,0.0516882,0.1929971,0.1696086,0.7699041,0.0917049,0.6976242,0.0053996,0.0431965,0.0730731,0.049676,0.9967603,0.2852853,0.0445344,0.2857143,41200
576,0.515625,0.0052083,0.1180556,0.0967742,0.9236111,0,0.7962963,0,0,0.0567686,0.0046296,1,0.2882096,0.1111111,0,22500
817,0.4589963,0,0.2166463,0.1742081,0.8102815,0,0.6128134,0.0111421,0.0306407,0.0911392,0,1,0.4075949,0.056,0.8,30500
42,0.3809524,0,0.0952381,0.0384615,0.8333333,0,0.6470588,0,0.0588235,0.5277778,0,1,0.6388889,0,0,16300
779,0.4762516,0,0.2490372,0.1813725,0.8151476,0.0474968,0.6566667,0.0033333,0.01,0.0740741,0,1,0.25,0.140625,1,20800
279,0.5089606,0,0.1111111,0.0729927,0.9103943,0,0.7777778,0,0.0333333,0.0425532,0,0.8555556,0.393617,0.24,0,28800
1119,0.5022341,0.0053619,0.1224307,0.0736086,0.849866,0,0.7122302,0.0143885,0.0743405,0.444,0,0.9976019,0.3666667,0.1206897,0.6666667,34500
96,0.5,0,0.1458333,0.1041667,0.8854167,0,0.725,0,0,0.1666667,0,1,0.3958333,0.125,1,14999
600,0.505,0,0.0766667,0.0841751,0.8983333,0,0.7437186,0,0.0201005,0.0386473,0,0.9899497,0.2801932,0.2790698,1,34000
9028,0.5148427,0.0025476,0.0444174,0.0278539,0.9570226,0.0143996,0.9017735,0.0009095,0.0154616,0.0196166,0.0013643,0.9877217,0.1038787,0.2341772,0.3333333,76800
1502,0.4647137,0.6191744,0.1478029,0.1641791,0.8981358,0,0.7470817,0.0058366,0.0194553,0.0463822,0.5272374,0.9941634,0.2820037,0.1772152,0.25,30200
1709,0.4792276,0,0.2264482,0.147191,0.8355764,0.0117028,0.6911765,0.0102941,0.0485294,0.0659341,0,0.9205882,0.4821429,0.220339,0.4285714,45600
2006,0.4591226,0.0443669,0.2063809,0.1723502,0.8678963,0,0.6966161,0,0.0058343,0.1937912,0.0373396,0.9988331,0.2841016,0.0683761,0.952381,23800
639,0.4929577,0,0.1893584,0.1049383,0.85759,0,0.6961538,0,0.0461538,0.1333333,0,0.9615385,0.4866667,0.1294118,0.8333333,51300
3225,0.4862016,0.0046512,0.095814,0.0609535,0.9227907,0,0.8150134,0.002681,0.0303843,0.0158311,0.0044683,0.9937444,0.1521548,0.0422535,0.6666667,97000
1100,0.4663636,0.0009091,0.2263636,0.1396934,0.77,0,0.6038462,0,0.0730769,0.3324775,0,1,0.2169448,0.03125,0.7222222,145600
751,0.4620506,0,0.1877497,0.1757426,0.8442077,0,0.6602564,0,0.0352564,0.1008646,0,0.9935897,0.4380403,0.0636364,0.6,25400
1186,0.4772344,0,0.0548061,0.0548387,0.9747049,0,0.9014085,0,0.0070423,0.1522388,0,0.0422535,0.4686567,0.4489796,1,14999
4536,0.4817019,0.0013228,0.1097884,0.0995321,0.8701499,0.0063933,0.729714,0.007589,0.0461179,0.0488617,0.0011675,0.9970811,0.3786785,0.0685358,0.625,29100
2922,0.4702259,0.0041068,0.1177276,0.0781654,0.8151951,0,0.6270627,0.0049505,0.060231,0.044164,0.0016502,0.9851485,0.3840694,0.0525253,0.3333333,48500
828,0.4915459,0,0.0978261,0.0783848,0.9130435,0,0.7762712,0.0101695,0.0135593,0.0664557,0,0.9728814,0.193038,0.18,0.8,28900
702,0.4373219,0.2806268,0.2193732,0.1772152,0.8433048,0,0.6572438,0.0070671,0.024735,0.2028169,0.2190813,1,0.4732394,0.0795455,0.5,14999
148,0.4594595,0,0.2297297,0.15,0.9189189,0,0.7857143,0,0,0.2,0,1,0.2571429,0.1,0.6666667,16900
365,0.4575342,0,0.1890411,0.1565657,0.8712329,0,0.6933333,0,0.0066667,0.1017964,0,1,0.1976048,0.0277778,1,25600
1625,0.8553846,0.6707692,0.0504615,0.1617021,0.232,0.7390769,0.7142857,0,0.0062112,0.1153846,0.4720497,1,0.1373626,0.0952381,0.6666667,37600
3989,0.496365,0.0007521,0.1536726,0.111996,0.8666332,0.0183003,0.7359781,0.004788,0.0348837,0.3632404,0,0.9890561,0.2839721,0.0973684,0.862069,59700
929,0.474704,0.0043057,0.1227126,0.1004098,0.8439182,0,0.662234,0.0026596,0.0398936,0.1255814,0.0026596,0.9973404,0.2604651,0.0534351,0.6666667,38800
14629,0.4767243,0.0010254,0.1925627,0.1205748,0.9056668,0.0012988,0.7823647,0.0010864,0.0235379,0.0203973,0.0012674,0.9773674,0.1945725,0.0193237,0.5294118,164500
565,0.5079646,0.3769912,0.1752212,0.1438849,0.8619469,0,0.7027027,0.0045045,0.036036,0.0938776,0.3378378,1,0.2408163,0.24,1,27000
2714,0.5055269,0.008843,0.2170228,0.2086438,0.6694915,0.2417097,0.7435567,0.0064433,0.0399485,0.0336239,0.0025773,0.9768041,0.2216687,0.0792683,0.25,43100
11931,0.4782499,0.031766,0.1750901,0.1323695,0.7500629,0.1100495,0.6609066,0.002693,0.0285009,0.0783868,0.0219928,0.9735189,0.3003102,0.0747354,0.5625,26800
252,0.4642857,0.0119048,0.2222222,0.1777778,0.8333333,0,0.6363636,0,0.0181818,0.1129032,0,0.9909091,0.3225806,0.0384615,0.8,23000
1908,0.4690776,0.0026205,0.1504193,0.1164857,0.8333333,0.0387841,0.7067989,0.0042493,0.0453258,0.0341997,0.0028329,0.9943343,0.2982216,0.060241,0.6666667,48200
2987,0.4911282,0.066622,0.0672916,0.0572368,0.9424171,0,0.8577036,0.0039254,0.0225711,0.087735,0.0529931,0.9852797,0.1835273,0.245614,0.245283,56700
278,0.471223,0,0.2913669,0.170068,0.823741,0,0.641791,0,0.0074627,0.2298851,0,1,0.1896552,0,1,14999
4910,0.4767821,0.0008147,0.1382892,0.1136629,0.8851324,0.0101833,0.7424822,0.002187,0.0191361,0.083208,0.0005467,0.9912521,0.3037594,0.1038697,0.5454545,32000
518,0.4710425,0,0.1216216,0.0912409,0.9420849,0,0.8314607,0,0,0.0326087,0,1,0.1304348,0.1,0,32700
161,0.515528,0,0.1304348,0.1410256,0.8819876,0,0.7540984,0.0163934,0.0163934,0.0615385,0,1,0.2923077,0.2142857,0,20500
8739,0.4600069,0.0041195,0.1774803,0.1173978,0.8055842,0.0110997,0.6157582,0.0008095,0.0418241,0.0569975,0.0024285,0.9848894,0.1923664,0.039819,0.3108108,311100
13882,0.4824233,0.0041781,0.1140326,0.0945024,0.8400807,0.0110935,0.6922403,0.0035032,0.0469434,0.0261003,0.0052549,0.9954458,0.2811327,0.0289374,0.1515152,59700
164,0.445122,0,0.2621951,0.1208791,0.8658537,0,0.6865672,0,0.0149254,0.3020833,0,0.238806,0.5729167,0.1,0,14999
5798,0.4789583,0.0018972,0.1917903,0.1393578,0.8289065,0.0227665,0.6956332,0.00131,0.0524017,0.0341628,0.00131,0.9720524,0.3175875,0.0520487,0.5,144800
257,0.459144,0,0.2217899,0.1726619,0.8560311,0,0.6698113,0,0.0188679,0.045045,0,1,0.1711712,0.2857143,0,26800
5833,0.5026573,0.0365164,0.0265729,0.0186143,0.9511401,0,0.8803419,0.0026709,0.0272436,0.0760118,0.0331197,0.9401709,0.0730503,0.1693548,0.369863,66800
292,0.4417808,0,0.1575342,0.1104294,0.8390411,0,0.6612903,0.0080645,0.0322581,0.1895425,0,0.9919355,0.3398693,0,1,14999
3086,0.455606,0.0505509,0.1231367,0.1089286,0.5090732,0.3839922,0.6499356,0.001287,0.0566281,0.1269663,0.0514801,0.971686,0.4033708,0.0923077,0.3333333,52400
244,0.4713115,0.295082,0.2213115,0.2093023,0.8688525,0,0.6960784,0,0.0098039,0.1774194,0.2058824,0.9901961,0.2580645,0,0.75,20300
18819,0.4908337,0.1893831,0.0863489,0.0559382,0.951804,0.0026569,0.8967984,0.0020436,0.0253747,0.0205171,0.180688,0.9768392,0.0448707,0.2774566,0.25,185600
155,0.4967742,0.0064516,0.2,0.1282051,0.8903226,0,0.7288136,0,0.0169492,0.119403,0,1,0.1492537,0.3333333,1,14999
242,0.4586777,0,0.0495868,0.0687023,0.946281,0,0.8064516,0,0.016129,0.2439024,0,0.983871,0.6829268,0.4375,0,14999
314,0.4649682,0,0.2133758,0.1071429,0.8630573,0,0.7,0,0.0230769,0.0647482,0,0.9769231,0.3597122,0.04,0,17600
486,0.4465021,0,0.2366255,0.2379182,0.808642,0,0.6188341,0.0044843,0.0269058,0.2363014,0,0.9955157,0.4041096,0.0571429,0.75,29500
953,0.475341,0,0.2570829,0.236,0.8258132,0,0.6148325,0,0.0119617,0.1291667,0,1,0.0854167,0.0535714,0,14999
14550,0.4512715,0.0140206,0.1940893,0.1524299,0.7643986,0.067354,0.6406934,0.0042073,0.0402221,0.0542734,0.0143049,0.997139,0.3000159,0.0670369,0.4642857,32600
564,0.4414894,0.8421986,0.1046099,0.0984127,0.9042553,0,0.7309942,0.0116959,0.0233918,0.1230769,0.8187135,0.994152,0.4358974,0.2372881,0,14999
1810,0.481768,0.0016575,0.1618785,0.1353945,0.8508287,0.0546961,0.7630332,0.0015798,0.0315956,0.0261538,0,0.9984202,0.2769231,0.083871,1,48600
339,0.4955752,0.0176991,0.2713864,0.1169591,0.920354,0,0.7969925,0,0,0.2810811,0.0225564,0.7218045,0.2756757,0.25,1,22400
472,0.4427966,0,0.1610169,0.0912548,0.8898305,0,0.754386,0.0116959,0.0409357,0.0228571,0,1,0.2228571,0.0930233,0,22600
1942,0.4917611,0.0267765,0.0782698,0.0587639,0.9212152,0,0.8209169,0.004298,0.0329513,0.0264993,0.02149,0.9928367,0.1422594,0.1238938,0.5,62100
2987,0.4871108,0.0184131,0.0776699,0.0809399,0.9327084,0,0.8312318,0.0048497,0.0203686,0.0811052,0.0155189,0.9961203,0.1729055,0.0622222,0.2909091,53100
2323,0.4687904,0.0004305,0.2191132,0.1531605,0.835127,0.0284115,0.6935146,0.0031381,0.0209205,0.086915,0,0.9979079,0.2674308,0.0585586,0.9230769,24500
252,0.4801587,0,0.1666667,0.1145038,0.8730159,0,0.6804124,0,0.0103093,0.204918,0,1,0.4836066,0.1428571,0.5,14999
1444,0.4930748,0.0020776,0.1149584,0.0915301,0.8954294,0,0.7468124,0.0018215,0.0163934,0.0955519,0.0018215,0.9908925,0.3179572,0.0924855,0.8695652,35200
8429,0.4918733,0.0010677,0.0978764,0.0693439,0.9196821,0.0002373,0.8049268,0.0039947,0.0219707,0.0597809,0.0009987,0.9320905,0.2917058,0.1409091,0.4545455,45600
16,0.4375,0,0.4375,0.1111111,0.875,0,0.75,0,0,0.1111111,0,1,0.1111111,0,0,116700
61921,0.4933706,0.3071656,0.2137885,0.1674158,0.6448055,0.0654059,0.5030494,0.0063167,0.1205257,0.1436565,0.2265302,0.9773107,0.5547611,0.0506796,0.3617694,45100
26,0.5384615,0,0.2307692,0.0833333,0.7307692,0,0.5833333,0,0.1666667,0.3333333,0,0.9166667,0.4444444,0,0,14999
119,0.487395,0,0.1764706,0.147541,0.8823529,0,0.7142857,0,0,0.0925926,0,1,0.3703704,0.1333333,0.5,15600
1488,0.469086,0.000672,0.2372312,0.1848101,0.7909946,0.0362903,0.6255924,0.0031596,0.0300158,0.1134454,0,0.985782,0.3683473,0.0382775,0.625,25900
279,0.4587814,0,0.1971326,0.1655629,0.8673835,0,0.6814159,0,0.0088496,0.1811594,0,0.9823009,0.3405797,0.1851852,0,18100
6597,0.4902228,0.2388965,0.152342,0.1257806,0.7488252,0.0665454,0.5998431,0.0051,0.0619851,0.1623398,0.2036093,0.8713221,0.5524154,0.1008353,0.547619,66500
219,0.5022831,0,0.0684932,0.0733945,0.9223744,0,0.8227848,0,0.0379747,0.1022727,0,0.9873418,0.1477273,0.25,1,27800
21910,0.4935646,0.1218622,0.1130534,0.0969719,0.8528069,0.0442264,0.7453604,0.0026512,0.0233556,0.1327056,0.1105921,0.9152885,0.3607796,0.1114214,0.5797101,31800
145,0.4965517,0,0.1310345,0.0684932,0.9241379,0,0.7962963,0,0,0.0526316,0,0.9814815,0.1578947,0.1111111,0,31300
291,0.4879725,0,0.1408935,0.0805369,0.9037801,0,0.7619048,0,0.0190476,0.0277778,0,0.9904762,0.1666667,0.1578947,0.6666667,33500
1228,0.4796417,0.0016287,0.1188925,0.1064163,0.8819218,0,0.7293065,0.0089485,0.0357942,0.0303688,0.0022371,0.9932886,0.3817787,0.0437956,0,47300
468,0.4764957,0,0.1346154,0.0571429,0.9337607,0,0.863354,0.0124224,0.0310559,0.0584795,0,0.9875776,0.1345029,0.1904762,0.6666667,47800
41967,0.4842138,0.1175924,0.1379417,0.1164649,0.8688493,0.0147497,0.7155628,0.0029563,0.0427254,0.0539389,0.1060745,0.5551489,0.4657388,0.1743565,0.632,99400
94,0.5,0,0.1808511,0.212766,0.8617021,0,0.6923077,0,0.025641,0.3157895,0,0.974359,0.2807018,0.2,0.75,14999
40641,0.4613814,0.1217982,0.1312468,0.1169941,0.6942989,0.0996777,0.5961936,0.0040694,0.0857071,0.0873093,0.1089338,0.9941777,0.4223759,0.06056,0.2857143,40600
417,0.4604317,0.0503597,0.206235,0.1955556,0.8561151,0,0.6777778,0,0.0111111,0.0673575,0.0388889,1,0.3005181,0.1081081,1,24900
1149,0.5073977,0.0034813,0.1888599,0.04947,0.9086162,0,0.7932584,0.0044944,0.0247191,0.1938406,0.0044944,0.9505618,0.298913,0.1355932,0.4761905,44600
1661,0.4708007,0.0270921,0.2354004,0.1672355,0.8874172,0,0.7418879,0.0029499,0.0117994,0.0923695,0.020649,0.9955752,0.3333333,0.1474359,0.4615385,21000
106,0.4433962,0,0.2169811,0.2033898,0.7830189,0,0.6470588,0.0196078,0.0588235,0.1052632,0,1,0.3157895,0,1,14999
726,0.4628099,0.0027548,0.3168044,0.1538462,0.8553719,0,0.693038,0,0.0126582,0.0705882,0.0031646,0.9841772,0.2264706,0.1076923,1,21200
3726,0.4771873,0.0056361,0.2176597,0.137577,0.8494364,0.0024155,0.7063935,0.0062073,0.0397269,0.0194766,0.0043451,0.9919305,0.1807669,0.027907,0.25,56000
4912,0.4849349,0.1162459,0.0702362,0.0687747,0.8900651,0.0038681,0.7600923,0.0063437,0.0455594,0.091671,0.0968858,0.9855825,0.3729701,0.1252796,0.5625,37300
1812,0.4740618,0.0016556,0.1738411,0.1332634,0.8371965,0,0.6484375,0.0065104,0.0260417,0.0622711,0.0013021,0.9947917,0.3589744,0.0652174,0.6666667,44000
69,0.4927536,0,0.2318841,0.1714286,0.884058,0,0.68,0,0,0.3902439,0,1,0.3170732,0.25,0,14999
2918,0.523989,0.0017135,0.1172036,0.0856731,0.7714188,0.0041124,0.5644628,0.0024793,0.0900826,0.3591102,0.0024793,0.7429752,0.71875,0.1235955,0.7272727,274100
160,0.45625,0,0.20625,0.2183908,0.825,0,0.6285714,0,0.0285714,0.125,0,1,0.35,0,1,16300
1279,0.4855356,0.0007819,0.1336982,0.112462,0.8897576,0,0.7432712,0.0020704,0.0269151,0.0242424,0,0.9937888,0.2484848,0.0887097,0.25,33400
3005,0.4778702,0.4136439,0.0935108,0.0943276,0.8459235,0.0003328,0.683605,0.0095877,0.0977948,0.0351526,0.4151486,0.9050815,0.3404255,0.1390593,0.3,73600
1951,0.4869298,0,0.062532,0.03996,0.9743721,0.0015377,0.9006772,0.0022573,0.006772,0.1068548,0,0.0293454,0.6189516,0.5,1,14999
1356,0.4911504,0,0.1386431,0.0884058,0.869469,0,0.7377358,0.009434,0.0433962,0.0185185,0,0.9981132,0.2814815,0.0447761,0,46400
583,0.4682676,0.0034305,0.1234991,0.1,0.8713551,0,0.7311321,0.004717,0.0613208,0.1485944,0.009434,0.9858491,0.313253,0.1612903,0.6,23600
3260,0.4736196,0.0230061,0.1539877,0.1293706,0.847546,0.004908,0.6780562,0.0015186,0.040243,0.0619658,0.0235383,0.9916477,0.3247863,0.0654664,0.2,31900
520,0.4557692,0.1423077,0.1346154,0.1024735,0.9269231,0,0.8157895,0,0.0526316,0.012987,0.1315789,0.9934211,0.0909091,0.3243243,0,72300
584,0.5017123,0.0017123,0.1746575,0.1202749,0.8715753,0,0.7198276,0,0.0387931,0.0569106,0,1,0.1585366,0.0465116,0.6666667,24500
29885,0.4790363,0.0046512,0.0902794,0.0703963,0.8911829,0.0380458,0.8058768,0.0022422,0.0374085,0.0795134,0.0050743,0.1954213,0.477406,0.2334071,0.4747475,30100
1104,0.5099638,0.0018116,0.0471014,0.0462107,0.9456522,0,0.8701657,0.0027624,0.0303867,0.013624,0,0.9917127,0.0217984,0.2,1,76100
6578,0.4635147,0.0047127,0.590453,0.1442335,0.8856795,0,0.7993178,0,0.0130756,0.1923783,0.0042638,0.9937464,0.1540404,0.024,0.392,87900
21633,0.460269,0.0877363,0.1554107,0.1270983,0.8413535,0.0115564,0.6707403,0.0039953,0.0371328,0.075904,0.079436,0.979906,0.3092627,0.1017662,0.5824176,27400
12251,0.4774304,0.0109379,0.1935352,0.1282412,0.8916007,0.0083259,0.7656545,0.001466,0.0180105,0.0286819,0.0115183,0.9956021,0.1975183,0.0424107,0.4583333,48300
160,0.5625,0.01875,0.15,0.0857143,0.88125,0,0.7258065,0,0.0322581,0.1621622,0,1,0.3648649,0.1875,0,14999
1746,0.5005727,0.0366552,0.128866,0.0997706,0.9043528,0,0.7824675,0.0064935,0.0324675,0.0609756,0.0275974,0.9902597,0.4085366,0.1821862,0.4,23800
541,0.4768946,0,0.1700555,0.0777385,0.8373383,0,0.6651584,0,0.0633484,0.0867769,0,0.9909502,0.2975207,0.0769231,0.5,79100
2713,0.4729082,0.0003686,0.2307409,0.1524476,0.7747881,0.0611869,0.6309205,0.0017873,0.0241287,0.0983078,0,0.9928508,0.3521354,0.0584112,0.3333333,35700
241,0.4896266,0,0.1452282,0.1463415,0.8838174,0,0.7045455,0,0.0227273,0.0222222,0,1,0.2444444,0.2272727,0,22800
1625,0.5027692,0.0123077,0.1033846,0.0816832,0.8381538,0.0744615,0.7669173,0.0093985,0.0206767,0.0779896,0.0037594,0.9981203,0.3674177,0.0986547,0.6,37300
659,0.4415781,0,0.1820941,0.1494565,0.8770865,0,0.7121771,0,0.0110701,0.1314103,0,1,0.3141026,0.1111111,1,26200
670,0.4716418,0.0029851,0.1522388,0.1525424,0.8671642,0,0.6939502,0,0.0106762,0.1050955,0.0071174,0.9964413,0.2961783,0.03125,0.5,38400
59,0.5254237,0,0.2542373,0.0714286,0.9322034,0,0.875,0,0.0416667,0.1111111,0,0.9583333,0.4074074,0,0,29400
429,0.4778555,0,0.0745921,0.0669643,0.9114219,0,0.7933333,0.0066667,0.0333333,0.025974,0,1,0.2142857,0.0833333,0,33500
63,0.5714286,0,0.2698413,0.2592593,0.7619048,0,0.5666667,0,0.0666667,0.2857143,0,1,0.3095238,0,0.75,14999
2231,0.470641,0.0013447,0.1331242,0.1083827,0.8915285,0,0.7493917,0.0048662,0.0352798,0.0352113,0,0.986618,0.1960094,0.0734694,0.2,48300
181,0.4972376,0,0.1104972,0.1208791,0.9005525,0,0.75,0,0,0.2,0,1,0.2555556,0.0666667,1,14999
243,0.563786,0,0.1728395,0.0566038,0.8436214,0,0.6930693,0.009901,0.0594059,0.6405694,0,1,0.6370107,0.0869565,0.5,75900
200,0.48,0.615,0.215,0.1442308,0.925,0,0.8,0.0153846,0.0153846,0.1447368,0.4923077,1,0.2105263,0.3333333,0.75,25600
