@relation house
@attribute P1 real[2,7322564]
@attribute P5p1 real[0.125,0.9230769]
@attribute P6p2 real[0,1]
@attribute P11p4 real[0,0.9172546]
@attribute P14p9 real[0,0.5118719]
@attribute P15p1 real[0.0541562,1]
@attribute P15p3 real[0,0.9433249]
@attribute P16p2 real[0.2337023,1]
@attribute P18p2 real[0,0.125]
@attribute P27p4 real[0,0.7057357]
@attribute H2p2 real[0,0.9751773]
@attribute H8p2 real[0,1]
@attribute H10p1 real[0.0032573,1]
@attribute H13p1 real[0,1]
@attribute H18pA real[0,1]
@attribute H40p4 real[0,1]
@attribute Price real[0,500001]
@inputs P1, P5p1, P6p2, P11p4, P14p9, P15p1, P15p3, P16p2, P18p2, P27p4, H2p2, H8p2, H10p1, H13p1, H18pA, H40p4
@outputs Price
@data
4601,0.4792436,0.0002173,0.2064769,0.1377295,0.8274288,0.0212997,0.6632096,0.0049127,0.0300218,0.0638733,0,0.94869,0.406234,0.1165217,0.2222222,29600
71,0.4647887,0,0.0704225,0.0526316,0.9295775,0,0.8636364,0,0.0454545,0.2413793,0,0.9090909,0.2758621,0.25,0.3333333,20800
8972,0.4616585,0.0322113,0.1584931,0.1188406,0.8495319,0.0086937,0.6945982,0.0023715,0.026087,0.052671,0.0252964,0.9955204,0.3512232,0.0561941,0.44,39800
19365,0.4915053,0.0017041,0.1310096,0.0886564,0.9545572,0,0.8877686,0.0019835,0.0213223,0.0104678,0.0013223,0.982314,0.0628067,0.0959184,0.4,169400
26183,0.4955887,0.0036283,0.1288622,0.0856364,0.8760264,0.0059581,0.7466445,0.004548,0.0626733,0.0621099,0.0038824,0.8728785,0.244382,0.2284768,0.2363636,187000
7169,0.4430186,0.4985354,0.1756172,0.1615327,0.8634398,0.0235737,0.7117117,0.0011261,0.0127628,0.0583245,0.4215465,0.9962462,0.2559208,0.1513437,0.7586207,31200
247,0.5101215,0,0.1417004,0.0826446,0.9149798,0,0.8210526,0,0.0315789,0.05,0,1,0.18,0.1111111,0,22900
21624,0.4678598,0.2715501,0.0877728,0.0781264,0.7986959,0.0983629,0.7489129,0.0047693,0.0465703,0.0904567,0.2554355,0.9844298,0.2994386,0.1581838,0.5483871,35400
10486,0.4895098,0.0372878,0.0972726,0.0861199,0.876502,0.0214572,0.7641921,0.0030825,0.0310814,0.1071101,0.0305677,0.9696892,0.2493119,0.0827922,0.5165563,79600
2493,0.4685118,0.0108303,0.1083032,0.0966038,0.9013237,0.0124348,0.7743056,0.0046296,0.0127315,0.0990615,0.0104167,0.9791667,0.3274244,0.1478261,0.65,32400
919,0.4831338,0,0.1926007,0.0884211,0.9031556,0,0.7692308,0,0.022792,0.0859375,0,1,0.3932292,0.1568627,0.1111111,26100
353,0.5127479,0,0.184136,0.1395349,0.8810198,0,0.7183099,0,0.0070423,0.0469799,0,1,0.3288591,0,0.5,38100
1377,0.5025418,0.0014524,0.0827887,0.0423358,0.8867102,0,0.7470588,0,0.0392157,0.0693431,0.0039216,0.9960784,0.3850365,0.0853659,0.5,41100
2166,0.4792244,0.0009234,0.2183749,0.179078,0.7751616,0.0323176,0.6052632,0.0032895,0.0471491,0.0597938,0.0010965,0.9989035,0.371134,0.05,0.3333333,32900
298,0.5100671,0.9865772,0.0805369,0.109589,0.9328859,0,0.7916667,0,0,0.0943396,0.9895833,1,0.3113208,0.3333333,0.5,26600
17152,0.451959,0.0121269,0.1324044,0.1080851,0.5518307,0.1917561,0.5104995,0.0015908,0.1344257,0.0925365,0.0116131,0.9920458,0.4711997,0.0411392,0.6441718,28200
1395,0.4860215,0.0064516,0.1075269,0.0627615,0.8458781,0,0.6666667,0.0056497,0.0546139,0.1843318,0.0037665,0.9887006,0.4546851,0.1607143,0.6,54200
72,0.5416667,0.0138889,0.1944444,0.0909091,0.8194444,0,0.75,0,0.09375,0.0588235,0.03125,1,0.0882353,0,0,159400
696,0.4712644,0.0028736,0.3146552,0.1902174,0.7988506,0.0344828,0.6021127,0,0.0105634,0.1069182,0,1,0.2201258,0.0943396,0.875,14999
925,0.492973,0,0.1178378,0.119403,0.9037838,0,0.7741047,0.0055096,0.0110193,0.0620155,0,1,0.2170543,0.0588235,0.6,30700
1880,0.4723404,0,0.168617,0.1512097,0.85,0,0.680104,0.0039012,0.0338101,0.0856124,0,0.9960988,0.2865636,0.0857143,0.8461538,17800
179,0.4022346,0,0.2234637,0.1962617,0.8100559,0,0.5853659,0,0,0.2190476,0,0.9146341,0.5047619,0.137931,0.5,15500
3443,0.4821377,0.0005809,0.1260529,0.1172182,0.8600058,0.0203311,0.7197092,0.003231,0.042811,0.0930403,0,0.9426494,0.3347985,0.1105651,0.4444444,31700
154,0.4805195,0,0.2207792,0.1125,0.9155844,0,0.8275862,0.0172414,0.0172414,0.09375,0,1,0.1875,0,0,28300
98,0.4183673,0,0.2142857,0.1403509,0.8979592,0,0.7567568,0,0.027027,0.212766,0,1,0.4255319,0.1666667,0,14999
1289,0.4833204,0,0.0938712,0.0750751,0.9340574,0,0.8236607,0.0066964,0.0111607,0.0548523,0,0.9977679,0.2489451,0.1734694,0.625,29700
1966,0.4883011,0.0035605,0.0925738,0.0884692,0.8987792,0,0.7481698,0.0073206,0.0292826,0.0270655,0,0.9926794,0.1937322,0.1111111,0,41600
7205,0.4778626,0.003331,0.1500347,0.1177565,0.8796669,0.0185982,0.7412837,0.0027734,0.0237718,0.0232198,0.001981,0.7733756,0.3452012,0.1310782,0.4166667,65900
4390,0.4610478,0.376082,0.1637813,0.1563821,0.7813212,0.0968109,0.6879747,0.0044304,0.0177215,0.1128579,0.3373418,0.9981013,0.3498035,0.0998152,0.4117647,22800
494,0.4736842,0.0182186,0.1133603,0.0884615,0.8947368,0,0.7445652,0.0054348,0.0163043,0.0366492,0.0163043,0.9836957,0.2198953,0.0980392,1,26600
103,0.5631068,0,0.0776699,0.0222222,0.8058252,0,0.6190476,0.0238095,0.0714286,0.3,0,0.9761905,0.7,0.1428571,1,20000
1942,0.4510814,0.0046344,0.2368692,0.1407129,0.80793,0.0576725,0.6786667,0.0026667,0.0226667,0.0297542,0.004,0.996,0.305304,0.045977,0.6666667,43500
2939,0.4692072,0.0210956,0.2218442,0.1608974,0.7829194,0.0394692,0.6403509,0.0015949,0.0478469,0.0627803,0.0199362,0.9896332,0.3318386,0.0545455,0.3333333,110400
5530,0.4851718,0.0007233,0.1437613,0.0916754,0.8943942,0.0027125,0.7726441,0.0009149,0.0288198,0.0756871,0,0.9922232,0.1763214,0.0701403,0.1111111,67900
28695,0.4869838,0.0196201,0.0970901,0.0773045,0.7992682,0.0127897,0.6403671,0.005913,0.0935487,0.045489,0.0190627,0.9773189,0.465083,0.07058,0.1578947,97600
1248,0.4391026,0,0.2788462,0.2057143,0.8036859,0.0400641,0.6549708,0.005848,0.0292398,0.0621572,0,0.9980507,0.202925,0.0310078,0.8333333,27700
749,0.4966622,0.4579439,0.1375167,0.137931,0.9158879,0,0.7835821,0.0037313,0.0149254,0.0945946,0.380597,1,0.375,0.171875,1,20700
1160,0.4724138,0.0017241,0.1431034,0.1078431,0.8163793,0.0715517,0.7028302,0,0.009434,0.0822511,0.0023585,0.9976415,0.1580087,0.0606061,0.4,41800
1249,0.4891914,0.4675741,0.1040833,0.0909091,0.9079263,0,0.7544304,0.0025316,0.0379747,0.0683962,0.4101266,0.9291139,0.1745283,0.25,0.7647059,74800
2057,0.6898396,0.1463296,0.1565386,0.2225705,0.4453087,0.4569762,0.6229167,0.0041667,0.0229167,0.1078067,0.00625,0.9854167,0.3011152,0.0795455,1,23100
2954,0.4820582,0.0050779,0.0836154,0.0647059,0.908937,0.000677,0.7872928,0.0027624,0.0276243,0.0662081,0.0027624,0.9917127,0.2811694,0.0798722,0.5714286,45800
2482,0.4576954,0.0064464,0.22361,0.1255572,0.8593876,0,0.7162409,0.0009124,0.0301095,0.3200993,0.004562,0.9972628,0.2959057,0.047619,0.3636364,58200
1091,0.4399633,0.0009166,0.3363886,0.2880524,0.7387718,0.1714024,0.7344633,0.0028249,0.0084746,0.0829016,0,0.9971751,0.2409326,0.0714286,0.4,25900
87535,0.4938253,0.0870052,0.0550294,0.0512323,0.9142629,0.0055064,0.8059504,0.0088308,0.0483608,0.1020318,0.091643,0.7168467,0.3625906,0.2023495,0.1459293,108700
57,0.4736842,0,0.1578947,0.1666667,0.8947368,0,0.75,0,0,0.2727273,0,1,0.4545455,0,1,14999
12255,0.4911465,0.0073439,0.0623419,0.049551,0.9521012,0,0.877556,0.0014606,0.0170399,0.0439842,0.0060857,0.996592,0.1063533,0.1130435,0.25,56300
67265,0.4680592,0.1808667,0.1726752,0.1307677,0.8211403,0.0323943,0.6711301,0.0016195,0.0411976,0.0409501,0.1724928,0.9212387,0.4860974,0.0845921,0.4005682,241400
107,0.5046729,0,0.0747664,0.0566038,0.9065421,0.0373832,0.8611111,0,0.0277778,0.027027,0,0.6944444,0.3513514,0.2857143,0,14999
326,0.5153374,0,0.0460123,0.0316456,0.8404908,0,0.6296296,0,0.0148148,0.3181818,0,0.9777778,0.530303,0.037037,0,36500
6046,0.4533576,0.1763149,0.2075753,0.1921331,0.7437976,0.0496196,0.5880374,0.0037383,0.0463551,0.1656269,0.1506542,0.9936449,0.4619464,0.0568562,0.5111111,42800
3349,0.4905942,0.0143326,0.1400418,0.1060961,0.8292027,0,0.6571856,0.0082335,0.0568862,0.0905378,0.010479,0.988024,0.4669843,0.0872162,0.173913,85200
4283,0.4573897,0.0079384,0.1786131,0.1407057,0.7996731,0.0014009,0.6093096,0.001569,0.0491632,0.0454319,0.0052301,0.9916318,0.2905642,0.0268741,0.4444444,45200
372,0.4811828,0,0.25,0.1658031,0.8467742,0,0.6582278,0,0.0189873,0.0538922,0,1,0.2694611,0,0.3333333,14999
22408,0.4810336,0.0025884,0.188281,0.1233124,0.9090057,0.0111121,0.8012063,0.0004924,0.0185869,0.0143169,0.0024618,0.9795667,0.1345547,0.0683761,0.2093023,126200
669,0.4424514,0.3423019,0.1539611,0.1394102,0.8938714,0,0.7389558,0.0040161,0.0160643,0.1472603,0.3092369,1,0.2705479,0.1627907,0.6666667,14999
393,0.4631043,0,0.2264631,0.1990521,0.8244275,0,0.6432749,0.005848,0.0409357,0.1492537,0,0.994152,0.3084577,0.0588235,0.6666667,21300
16,0.4375,0,0.1875,0.2222222,0.6875,0,0.5,0,0.125,0.6363636,0,1,0.5909091,0,0,14999
311,0.5209003,0,0.1832797,0.0671141,0.9324759,0,0.7934783,0,0.0217391,0.1559633,0,1,0.2018349,0.1538462,1,26500
955,0.5036649,0,0.0115183,0.0316456,0.9832461,0,0.9533679,0.0051813,0.015544,0.0539216,0,0.9896373,0.2696078,0.5895954,0,52200
156,0.4358974,0,0.2820513,0.1590909,0.8461538,0,0.6805556,0,0.0138889,0.0526316,0,1,0.3157895,0.0555556,0,30500
252,0.4126984,0.4166667,0.1904762,0.1891892,0.6944444,0.1468254,0.59375,0,0.0104167,0.1578947,0.25,1,0.3421053,0.0526316,1,14999
1450,0.5165517,0.0096552,0.1034483,0.0756063,0.8710345,0,0.7200704,0.0017606,0.0440141,0.0897436,0.0088028,0.9753521,0.3477564,0.0296296,0.5909091,113200
1344,0.4761905,0.0014881,0.1986607,0.1505682,0.8861607,0,0.7322097,0.0037453,0.0131086,0.1231527,0.0018727,0.9906367,0.2298851,0.0994764,0.6666667,22300
1574,0.4974587,0.0012706,0.113723,0.0859671,0.8189327,0,0.6506747,0.011994,0.0584708,0.2106509,0.0014993,0.9670165,0.4769231,0.0571429,0.8888889,23300
346,0.4739884,0,0.1300578,0.1153846,0.933526,0,0.8145161,0,0,0.1079137,0,1,0.3381295,0.2083333,0.6,17300
328,0.5091463,0.0121951,0.1341463,0.0248447,0.9390244,0,0.8606557,0,0.0245902,0.115942,0.0081967,1,0.0362319,0,0.5,287500
3179,0.4784523,0.0053476,0.1742686,0.1296743,0.8609626,0.0179302,0.7070789,0.0032547,0.0138324,0.0963235,0.007323,0.9153784,0.3139706,0.1301587,0.6666667,32300
159,0.4402516,0,0.245283,0.1573034,0.8050314,0.0377358,0.6617647,0,0.0294118,0.1168831,0,1,0.2207792,0.125,1,14999
395,0.4379747,0.3772152,0.2075949,0.2162162,0.8177215,0,0.6023392,0,0.0233918,0.1319797,0.3333333,1,0.2893401,0.1052632,1,17900
48,0.6041667,0,0.125,0.2105263,0.8541667,0,0.65,0,0,0.0909091,0,1,0.2727273,0.5,0,14999
12839,0.4540852,0.0724355,0.2014176,0.1655015,0.795389,0.0365293,0.6397623,0.0051764,0.0406442,0.1059308,0.0588574,0.9936733,0.3345903,0.0867375,0.6324786,19700
5501,0.491547,0.0030903,0.0447191,0.0421881,0.9481912,0,0.8652993,0.001663,0.018847,0.0120482,0.0038803,0.9944568,0.0668127,0.1111111,0.6666667,52200
403,0.4640199,0.0099256,0.2630273,0.1851852,0.866005,0,0.704918,0,0,0.0518135,0.0054645,0.9945355,0.0673575,0.037037,0.6666667,60700
340,0.4794118,0.0117647,0.1882353,0.1694915,0.85,0,0.6616541,0,0.0451128,0.0633803,0.0225564,1,0.1478873,0.2666667,0,23300
1212,0.4579208,0.0453795,0.1262376,0.1065449,0.9265677,0,0.799511,0.00489,0.007335,0.1601643,0.0537897,0.6943765,0.3696099,0.2325581,0.8888889,14999
676,0.4866864,0.0014793,0.1420118,0.1210375,0.8831361,0,0.7343173,0,0.0258303,0.0996678,0,0.99631,0.2225914,0.0943396,0,14999
3823,0.4823437,0.001831,0.1749935,0.1354219,0.8239602,0.0172639,0.6630435,0.0057545,0.0377238,0.0933333,0,0.9622762,0.3495652,0.0938697,0.5238095,24300
21385,0.4651859,0.0901099,0.1527239,0.1442686,0.8194996,0.0339023,0.6802065,0.0029834,0.0305221,0.0576341,0.0774527,0.9969019,0.381596,0.0627206,0.4672897,32400
2197,0.4715521,0.0013655,0.1706873,0.1559001,0.8538917,0,0.6825569,0.0065005,0.0216685,0.0335079,0.0021668,0.9978332,0.2136126,0.033195,1,27400
1152,0.4869792,0,0.1380208,0.0964467,0.8993056,0,0.7694118,0.0094118,0.0258824,0.0184758,0,0.9952941,0.2517321,0.0594059,0,42300
5557,0.4680583,0.3080799,0.1947094,0.1566306,0.8321037,0.0403095,0.6931546,0.0038296,0.0263284,0.2600071,0.2690282,0.9856391,0.3181013,0.1243942,0.675,38800
495,0.5131313,0,0.0787879,0.0705394,0.8828283,0,0.7348066,0.0110497,0.038674,0.281746,0,0.9944751,0.5436508,0.1269841,0.9,14999
434,0.4884793,0,0.1658986,0.1576577,0.8686636,0,0.6787879,0,0.0242424,0.175,0,0.9939394,0.215,0.0588235,0.75,14999
88,0.4886364,0,0.2045455,0.1555556,0.8636364,0,0.6923077,0,0,0.1702128,0,1,0.3617021,0,1,14999
10270,0.4785784,0.0009737,0.175852,0.14155,0.8096397,0.0326193,0.6456405,0.0019484,0.0365319,0.0466682,0.0007306,0.9732099,0.3668447,0.0601181,0.5135135,56200
1467,0.4519427,0.002045,0.1608725,0.1343284,0.7137014,0,0.5226064,0.0039894,0.0718085,0.0540881,0.0013298,0.9893617,0.6867925,0.0019493,0,93200
953,0.4910808,0.0020986,0.0839454,0.0762887,0.9590766,0,0.8687259,0.003861,0.015444,0.1535948,0,0.015444,0.5065359,0.3103448,1,14999
4737,0.4781507,0.0002111,0.2212371,0.1642395,0.7981845,0.0227992,0.6271105,0.0014472,0.0289436,0.1178723,0.0004824,0.8822962,0.3791489,0.0619835,0.45,40600
495,0.4989899,0,0.1151515,0.0806452,0.9373737,0,0.8370787,0,0.011236,0.0481283,0,0.988764,0.2620321,0.1363636,1,25600
323,0.5077399,0.0650155,0.0743034,0.0377358,0.9473684,0,0.8636364,0,0.0181818,0.009009,0.0545455,1,0,0,1,93500
1076,0.472119,0.0009294,0.3475836,0.2552817,0.7286245,0.0845725,0.5846501,0.0022573,0.03386,0.1245059,0.0022573,1,0.4367589,0.091954,0.6875,19100
595,0.4571429,0,0.1411765,0.1145511,0.8756303,0,0.6912442,0,0.0276498,0.1214575,0,1,0.2712551,0.147541,0.8,24700
201,0.4626866,0,0.0995025,0.1111111,0.880597,0,0.6973684,0,0.0131579,0.1162791,0,1,0.255814,0.1333333,0,15000
10941,0.4537062,0.1063888,0.1703683,0.1540907,0.8433416,0.0183713,0.6857985,0.0045372,0.0201906,0.0579184,0.0809891,0.9961434,0.3669588,0.1088235,0.6136364,23000
3645,0.4359396,0.4658436,0.1934156,0.1853113,0.8271605,0.036214,0.6702203,0.0007107,0.0206112,0.0934278,0.3795309,0.9971571,0.3228093,0.1416526,0.6315789,29400
187,0.5080214,0,0.2139037,0.1304348,0.8181818,0,0.6410256,0,0.0769231,0.1428571,0,1,0.1868132,0.0625,0.75,14999
513,0.4444444,0.1052632,0.288499,0.2596491,0.7992203,0,0.6108787,0,0.0251046,0.2112211,0.1129707,0.9958159,0.2442244,0.0126582,1,14999
2591,0.4797376,0.0007719,0.2018526,0.1327893,0.8471633,0.01621,0.6916996,0.006917,0.0266798,0.0488722,0,0.9960474,0.1804511,0.0869565,0.4545455,33500
9102,0.4901121,0.0062624,0.0908592,0.0685197,0.8962865,0.0043946,0.7768088,0.004199,0.0516796,0.133986,0.005491,0.9670543,0.2441958,0.097166,0.6222222,115400
294,0.4761905,0,0.1666667,0.1168831,0.8639456,0,0.7,0.0083333,0.0166667,0.2258065,0,1,0.2709677,0,1,23000
137,0.4963504,0,0.2043796,0.115942,0.8832117,0,0.7037037,0,0,0.260274,0,1,0.4109589,0.2142857,0,14999
2168,0.4755535,0.0115314,0.1928044,0.1389622,0.8316421,0.0184502,0.6718925,0.0067189,0.0279955,0.1693023,0.0134378,0.9955207,0.3302326,0.078341,0.72,20600
15387,0.4794307,0.0291805,0.1429778,0.1027466,0.890557,0.0088386,0.7758621,0.0025408,0.0410163,0.0353641,0.0277677,0.9277677,0.2232143,0.122807,0.6111111,262800
431,0.4477958,0.3642691,0.1716937,0.1890756,0.8515081,0,0.6494253,0,0.0172414,0.1343284,0.2988506,0.9942529,0.2736318,0.1666667,0,22800
275,0.4690909,0,0.2509091,0.2260274,0.8290909,0,0.6083333,0,0,0.1428571,0,1,0.2285714,0.1666667,0.6666667,14999
202,0.5,0.1386139,0.1980198,0.1188119,0.9108911,0,0.7777778,0,0,0.0240964,0.1728395,1,0.2289157,0,0,30600
7978,0.4676611,0.0026322,0.158561,0.1193784,0.8594886,0,0.6983627,0.0037783,0.043136,0.0721589,0.002204,0.9946474,0.3178498,0.0369181,0.6304348,87900
2621,0.5017169,0.0263258,0.1033957,0.0558959,0.9008012,0.0019077,0.7851064,0.0053191,0.0425532,0.0552764,0.0202128,0.9797872,0.1648241,0.1505376,1,72800
971,0.4654995,0.0329557,0.2090628,0.177264,0.8825953,0,0.7334963,0,0.0122249,0.0788288,0.0244499,0.997555,0.3806306,0.0617284,0.7142857,21700
2067,0.4383164,0.4175133,0.1664248,0.1576227,0.8829221,0.0193517,0.7453333,0,0.0133333,0.0853659,0.34,0.9946667,0.295122,0.1105991,0.7777778,29800
60,0.55,0,0.2166667,0.0740741,0.7833333,0,0.5517241,0,0,0.1212121,0,1,0.4242424,0,0.6666667,14999
325,0.5353846,0,0.1015385,0.0397351,0.9415385,0,0.856,0,0.008,0.0458015,0,0.984,0.0534351,0,0,79700
7626,0.5061631,0.1260163,0.0700236,0.0483271,0.8737215,0.0027537,0.7429202,0.0066201,0.0643619,0.0646715,0.1110702,0.9812431,0.2081183,0.1007634,0.225,87100
2984,0.461126,0.0006702,0.2546917,0.1890547,0.8753351,0,0.7118367,0.0008163,0.0122449,0.0691489,0,0.9991837,0.2507599,0.0472441,0.8,40100
11354,0.4825612,0.1041924,0.0690506,0.0542979,0.6469086,0.0057249,0.5108473,0.0022513,0.2089644,0.0638053,0.0910765,0.9793287,0.4376317,0.0327598,0.2702703,66100
319,0.5454545,0.0031348,0.1504702,0.062069,0.8934169,0,0.7213115,0,0,0.2375,0.0081967,0.7213115,0.425,0.2058824,0.5,32500
16317,0.46044,0.1932341,0.1711099,0.1597001,0.8171845,0.0308267,0.6660693,0.0029869,0.0292712,0.0489987,0.1662186,0.9964158,0.3915637,0.0656745,0.2857143,30900
182044,0.470628,0.4042704,0.1314462,0.1105127,0.7627497,0.0366285,0.6004816,0.0039631,0.065075,0.0958069,0.3773359,0.9935875,0.3599104,0.1008955,0.5461957,31800
7106,0.4712919,0.0035182,0.1616943,0.0771892,0.8328173,0,0.6930502,0.0061133,0.0637066,0.0669469,0.002574,0.981982,0.3938757,0.0410628,0.0869565,87700
812,0.4704433,0.591133,0.1243842,0.1186047,0.8891626,0.0283251,0.7735192,0,0.0069686,0.1141975,0.5365854,1,0.3487654,0.0967742,1,24500
2548,0.4603611,0.4183673,0.1691523,0.1723636,0.8473312,0.0427786,0.7133758,0,0.0095541,0.1002865,0.3630573,1,0.2827125,0.1043771,0.4166667,29200
147,0.462585,0,0.2789116,0.1518987,0.7823129,0,0.5714286,0,0.0285714,0.2222222,0,1,0.3222222,0.1111111,0,14999
15177,0.4881729,0.0007248,0.1176781,0.0923018,0.8657179,0.0113329,0.7232525,0.0048146,0.0402996,0.0510998,0.0003566,0.996612,0.3458545,0.0642504,0.7058824,44200
7883,0.4602309,0.0256248,0.1328175,0.1163337,0.8925536,0.0076113,0.7552471,0.0020311,0.0155721,0.0710692,0.02065,0.9966148,0.2720126,0.1223776,0.65,31600
1312,0.4557927,0,0.2987805,0.2114846,0.7881098,0.0579268,0.6445672,0,0.014733,0.209607,0,1,0.3755459,0.0413793,0.84,19600
1905,0.4698163,0.0015748,0.1984252,0.1534653,0.8052493,0.032021,0.6466837,0.005102,0.0357143,0.1009174,0,0.9859694,0.3922018,0.0791367,0.4285714,33000
3371,0.458321,0.0281815,0.2118066,0.177437,0.8181549,0.0465737,0.6707317,0,0.0175305,0.1044369,0.023628,0.9977134,0.3651877,0.0775,0.55,30500
1394,0.4555237,0,0.2998565,0.2371542,0.7496413,0.045911,0.5803859,0.011254,0.0241158,0.0866373,0,1,0.4082232,0.0439024,0.7,16800
203,0.5566502,0,0.1083744,0.0444444,0.8866995,0,0.7428571,0,0.0571429,0.0540541,0,1,0.1621622,0.1111111,0,16400
4218,0.4855382,0.0033191,0.1555239,0.078341,0.910147,0,0.8142494,0.0050891,0.0419847,0.0314233,0.0031807,0.9796438,0.0973506,0.20625,0.5384615,62200
1549,0.5442221,0.0781149,0.116204,0.1402266,0.7856682,0.1194319,0.7351248,0,0.0172745,0.1032702,0.0038388,1,0.3872633,0.09,0.6363636,18000
1132,0.4708481,0.0017668,0.1660777,0.1135225,0.869258,0,0.7230769,0.0021978,0.0417582,0.0990099,0,1,0.1960396,0.0634921,0.7777778,44200
2193,0.4842681,0.00456,0.1573187,0.1052166,0.8381213,0.004104,0.662237,0.0022148,0.0321152,0.0988024,0.0066445,0.9346622,0.4550898,0.0969388,0.375,50200
3353,0.4742022,0.0017894,0.2368029,0.1644923,0.8130033,0.0199821,0.6475584,0.0042463,0.0332626,0.0965473,0.0007077,0.9957537,0.2928389,0.0558376,0.3125,33500
158,0.4556962,0,0.2468354,0.127907,0.8607595,0,0.671875,0,0.015625,0.0857143,0,1,0.1714286,0,0,14999
6327,0.499921,0.0004742,0.0753912,0.0448799,0.9133871,0.002845,0.8054422,0.0045351,0.0340136,0.0333187,0,0.9945578,0.2148181,0.1214058,0.5454545,56800
146,0.5,0.0136986,0.1712329,0.109589,0.8835616,0,0.6964286,0,0,0.0508475,0,1,0.2542373,0.0666667,0,21000
13540,0.5126292,0.1251846,0.0302068,0.0303076,0.9169867,0.0072378,0.8317951,0.0071527,0.0466082,0.0757091,0.1123673,0.9854638,0.2288334,0.1325601,0.5131579,55300
7317,0.4939183,0.0099768,0.0537105,0.036727,0.9525762,0,0.8915094,0.0017153,0.0295883,0.0122829,0.0085763,0.9571184,0.0317662,0.1497006,0.2222222,253200
62632,0.4978605,0.0748659,0.1138875,0.0652464,0.8685656,0.0043907,0.7502143,0.0064729,0.0710305,0.1120923,0.0664438,0.9552898,0.2511704,0.1000129,0.3756708,54600
289,0.5224913,0.1418685,0.2283737,0.1521739,0.8823529,0,0.7130435,0,0.0086957,0.1785714,0.1304348,0.9913043,0.2285714,0.2,0,14999
1268,0.5126183,0.0252366,0.1222397,0.1003236,0.8391167,0.0457413,0.7358916,0.0022573,0.0609481,0.1104418,0.020316,0.9751693,0.2811245,0.128,0.3714286,101100
8356,0.4618238,0.0124461,0.1688607,0.1525461,0.8299426,0.0223791,0.6687764,0.003918,0.0301386,0.0605889,0.0138638,0.9954792,0.2624575,0.0984321,0.3939394,25700
607,0.4596376,0.0016474,0.2108731,0.1463415,0.8665568,0,0.7095436,0.0041494,0.033195,0.0585938,0,1,0.1757812,0.0377358,0.5,23900
24945,0.4998998,0.1113249,0.0192022,0.0222846,0.9496492,0,0.8779643,0.0054623,0.0350386,0.065837,0.1065814,0.8722355,0.1285625,0.1968085,0.3843648,55300
