@relation delta_elv
@attribute climbRate real [-15.0, 15.1]
@attribute Altitude integer [-100, 90]
@attribute RollRate real [-0.0237, 0.0184]
@attribute curRoll real [-0.051, 0.049]
@attribute diffClb real [-0.8, 0.7]
@attribute diffDiffClb real [-0.03, 0.02]
@attribute Se real [-0.014, 0.013]
@inputs climbRate, Altitude, RollRate, curRoll, diffClb, diffDiffClb
@outputs Se
@data
0.2, -50, 0.0048, 0.012, 0.1, 0.01, 0.0010
-3.7, -10, 0.0043, -0.0050, -0.1, 0.0, 0.0010
-4.3, -20, 0.0043, 0.0030, 0.0, -0.01, -0.0020
-2.8, -20, -0.0034, 0.0090, 0.0, 0.0, -0.0040
6.8, -30, 0.0030, -0.0040, 0.4, 0.0, 0.0020
8.6, 20, 7.0E-4, 0.0080, -0.2, 0.01, 0.0020
5.5, -10, -0.0023, 0.0020, 0.1, 0.0, 0.0050
8.3, 20, -0.0069, 0.0040, 0.2, 0.0, 0.0060
-1.5, 40, -0.0031, -0.014, -0.4, 0.0, -0.0050
-5.0, -10, 0.0018, 0.022, -0.1, 0.0, -0.0030
-2.8, 10, -0.0041, -0.01, 0.1, -0.01, -0.0020
-7.2, 0, 0.0015, -0.0030, 0.0, -0.02, -0.0020
4.7, 0, 0.0022, -0.015, 0.0, -0.01, -0.0010
-3.6, 10, 0.0019, 0.011, -0.1, 0.0, -0.0010
-1.4, 20, -0.0011, 0.027, -0.2, -0.01, -0.0030
4.0, -20, 0.0061, 0.01, 0.3, 0.0, 0.0070
-5.3, -10, 0.0038, 0.034, -0.4, -0.01, -0.0030
-9.0, -30, 1.0E-4, 0.037, 0.0, -0.02, -0.0020
6.1, -20, -0.0012, 0.017, 0.0, 0.0, 0.0030
-6.8, 0, -7.0E-4, 0.0, -0.1, 0.0, -0.0030
-4.7, -10, -0.0075, -0.0080, -0.2, 0.0, -0.0020
-3.3, 0, 0.0019, -0.032, -0.1, 0.0, -0.0020
-3.3, -10, 0.0064, -0.023, 0.0, 0.0, 0.0010
-3.0, -20, -0.0055, -0.011, 0.0, 0.0, -0.0010
0.7, -10, -0.0071, 0.0040, -0.1, 0.0, -0.0010
-2.5, -10, 8.0E-4, -0.017, -0.2, 0.0, -0.0020
-4.0, -20, 4.0E-4, -0.016, 0.0, 0.0, -0.0040
-3.2, 20, 6.0E-4, -0.0090, -0.2, 0.0, -0.0030
-2.7, -40, -8.0E-4, 0.015, 0.0, 0.0, -0.0030
3.0, -40, -0.0044, 0.0060, 0.3, 0.0, 0.0010
3.1, -30, 9.0E-4, 0.023, 0.1, 0.0, 0.0020
-8.8, 0, -0.0023, 0.012, -0.2, 0.0, -0.0040
-2.6, -10, -0.0046, 0.021, 0.1, -0.01, -0.0010
-11.0, -30, 0.0063, -0.0050, -0.2, 0.0, -0.0010
-3.9, -30, 0.0032, -0.012, -0.2, 0.0, -0.0030
-4.2, -40, 0.0060, -0.0030, 0.1, -0.02, -0.0010
0.5, -40, 0.0081, 0.015, 0.2, 0.0, 0.0010
3.8, -20, -0.0060, -0.013, 0.1, 0.0, 0.0010
1.4, -30, -0.0033, 0.012, 0.2, 0.0, 0.0030
-2.8, -40, -6.0E-4, 0.017, 0.0, 0.0, -0.0020
2.7, 0, -0.0041, 0.0060, 0.2, -0.01, 0.0030
-4.2, -10, 0.0045, 0.01, 0.0, 0.0, 0.0010
10.3, 20, -7.0E-4, -0.0080, -0.1, 0.0, 0.0010
-5.5, -30, -7.0E-4, -0.0050, 0.0, 0.0, -0.0010
-8.8, -50, 0.0029, -0.0040, 0.1, -0.01, -0.0050
-6.1, -10, -0.0044, -0.0050, -0.1, 0.0, -0.0020
5.7, -30, 0.0049, -0.024, 0.4, 0.0, 0.0050
8.5, -10, 0.0069, -0.012, -0.1, 0.01, 0.0010
-4.4, 10, -0.0061, 0.0090, -0.3, 0.0, -0.0030
-3.5, -20, -0.0076, -0.039, 0.2, 0.01, -0.0020
-2.7, -10, 0.0065, -0.0050, 0.0, -0.01, 0.0020
2.0, -10, 0.0085, -0.0060, 0.1, 0.0, 0.0020
-9.1, 0, -0.0052, -0.0050, -0.1, 0.0, -0.0010
-5.5, -50, 0.0029, -0.019, 0.2, 0.0, -0.0010
2.1, -60, 0.0087, -0.0050, 0.3, 0.0, 0.0030
-6.4, -30, -0.0084, 0.0080, 0.1, -0.01, -0.0010
8.0, -10, 0.0076, -0.0050, 0.1, 0.0, 0.0020
4.1, 40, -0.0014, 0.0010, 0.0, 0.0, 0.0010
-4.6, 10, 0.0063, -0.0070, 0.1, 0.0, 0.0030
9.4, 0, 0.0091, 0.014, -0.1, 0.01, 0.0020
-5.7, 10, 0.0010, -0.0010, -0.1, 0.0, -0.0010
-6.4, 0, 0.0022, 0.0020, 0.0, -0.01, -0.0010
-2.9, -10, -0.0013, -0.0040, -0.3, 0.01, -0.0030
1.0, -40, 0.0093, -0.024, 0.3, 0.0, 0.0040
-2.6, -20, 0.0064, 0.0020, -0.3, 0.0, -0.0030
3.3, 60, -0.0072, 0.0050, 0.0, 0.0, 0.0020
-0.9, -50, -0.0051, -0.012, 0.3, -0.02, 0.0010
-5.7, -10, 3.0E-4, 0.014, -0.5, -0.01, -0.0080
-5.6, -10, 0.0014, 0.015, -0.1, -0.01, -0.0010
-9.7, -40, 0.0019, 0.036, -0.5, -0.01, -0.0050
0.3, -70, -0.0068, 0.019, 0.3, 0.0, 0.0030
4.8, -30, 0.0083, -0.0040, 0.1, 0.0, 0.0040
-4.0, -30, -0.0115, 0.0010, 0.2, 0.01, -0.0010
-6.7, 0, -0.0051, 0.0020, 0.0, -0.02, -0.0020
1.9, -30, 0.0090, -0.015, 0.2, 0.0, 0.0010
-1.7, -10, -0.0055, 0.031, -0.1, 0.0, -0.0010
5.6, -10, -0.0028, 0.017, -0.1, 0.01, -0.0010
-3.0, 0, -0.0037, -0.011, -0.2, 0.0, -0.0010
-2.5, -30, 1.0E-4, -0.015, 0.0, -0.01, -0.0030
4.0, -40, -0.0040, -0.0090, 0.3, 0.0, 0.0020
9.1, -20, 0.0053, -0.0090, 0.1, 0.0, 0.0030
1.4, 20, 0.0108, 0.025, -0.2, 0.0, -0.0010
-11.3, 50, -0.0016, 0.025, -0.2, 0.01, -0.0010
-14.0, 30, -0.0041, 0.021, -0.1, 0.0, -0.0030
2.2, 0, -0.0067, -0.0020, 0.4, 0.0, 0.0050
-8.2, 0, 6.0E-4, 0.0040, -0.2, 0.0, -0.0020
2.8, -30, 0.0086, -0.0080, 0.0, 0.01, -0.0010
-7.5, -40, 0.0074, 0.0030, 0.2, 0.0, 0.0010
-5.4, -40, -0.0141, 0.0040, 0.0, 0.0, -0.0030
1.6, -30, 0.0114, 0.014, -0.1, 0.0, 0.0010
-1.9, -40, -0.0105, 0.02, 0.1, -0.01, 0.0020
-4.6, -10, -0.0047, 0.01, 0.0, 0.0, -0.0020
2.0, -40, -0.0059, 0.021, 0.1, 0.0, 0.0010
-6.2, -20, 0.0042, -0.0030, -0.2, 0.0, -0.0020
-6.8, -40, 0.0102, 0.013, 0.1, 0.02, -0.0020
-2.8, -30, 0.0026, 0.0080, -0.2, 0.0, 0.0010
-0.8, -40, -0.0066, 0.0010, 0.1, 0.0, 0.0010
-7.7, -30, -0.0142, -0.024, 0.1, 0.02, -0.0010
-3.0, -50, -0.0115, 0.031, 0.1, 0.0, -0.0010
-4.7, -10, 0.0033, 0.011, -0.1, 0.0, -0.0010
-1.2, -40, 0.0054, -0.036, 0.1, 0.0, -0.0010
8.8, 0, 0.0021, -0.0090, 0.2, 0.0, 0.0030
-2.5, 0, -0.0079, 0.0090, -0.2, 0.0, -0.0020
-3.0, 0, -0.0079, -0.014, -0.1, 0.0, -0.0020
7.2, 10, 0.0092, 0.012, 0.0, 0.0, -0.0010
-0.7, -40, -0.0137, -0.0040, 0.0, 0.0, 0.0010
5.8, -40, -0.0093, 0.029, -0.2, 0.0, 0.0020
3.3, -30, 0.0097, -0.0020, 0.1, 0.0, 0.0010
-4.2, -20, -0.0041, 0.012, -0.1, 0.0, -0.0010
-5.8, -30, -0.0065, 0.0020, -0.1, 0.0, -0.0050
8.5, -30, 0.0039, -0.025, 0.2, 0.0, 0.0050
-6.8, 0, 0.0036, 0.011, -0.2, 0.01, -0.0040
-2.0, -10, -6.0E-4, -0.0020, -0.1, 0.0, -0.0030
3.4, -20, 0.0074, -0.0050, 0.0, 0.0, 0.0010
4.7, -20, 0.0026, -0.022, 0.2, 0.0, 0.0030
5.8, 0, 0.0074, -0.0070, 0.0, 0.0, 0.0010
-3.1, 10, 0.0055, 0.031, -0.3, 0.0, -0.0030
-6.9, -10, -0.0030, 0.035, -0.1, 0.01, -0.0050
7.3, 0, 0.0059, 0.03, -0.1, 0.0, 0.0050
1.6, -30, -0.0067, 0.0050, 0.1, 0.0, -0.0010
8.2, -20, -0.0026, -0.021, -0.2, 0.02, 0.0020
3.1, 30, -0.0048, 0.016, -0.1, 0.0, 0.0010
-4.5, 10, -0.0013, 0.0050, -0.2, 0.0, -0.0030
-8.1, -40, 0.0022, 0.0020, 0.3, -0.01, -0.0040
-5.6, 0, -0.0067, 0.016, -0.6, 0.01, -0.0050
2.6, -20, 0.0027, 0.0010, 0.4, 0.0, 0.0040
-6.2, 0, -6.0E-4, 0.047, -0.3, 0.01, -0.0010
-4.7, -30, -0.0051, 0.034, 0.2, -0.01, -0.0010
2.4, -30, -0.0058, 0.018, 0.2, 0.0, 0.0010
4.2, -10, 0.0047, -0.024, 0.3, 0.0, 0.0040
-4.4, 10, 0.0034, 0.0070, -0.4, -0.01, -0.0050
-3.6, 40, 0.0043, 0.0, -0.2, -0.01, -0.0010
-5.3, 10, -8.0E-4, 0.0030, 0.0, 0.0, -0.0030
-5.7, 0, -0.0020, 0.012, -0.2, 0.0, -0.0030
0.3, 30, 0.0021, 0.01, -0.4, 0.0, -0.0020
-5.9, -10, 0.0032, 0.02, -0.2, 0.0, -0.0020
8.6, -30, 0.0049, -0.0030, 0.3, 0.0, 0.0050
-7.0, -10, 0.0038, 0.032, -0.5, 0.0, -0.0080
1.8, -50, -0.0038, 0.031, 0.2, 0.0, 0.0010
5.5, -10, -0.0040, 0.0030, -0.2, 0.02, 0.0020
1.2, -50, 0.0078, -0.0030, 0.3, 0.0, 0.0010
4.7, -50, 0.0063, 0.013, 0.1, 0.0, 0.0040
0.8, -40, 1.0E-4, 0.023, -0.2, 0.0, -0.0040
-1.4, -10, -0.0087, -0.0060, 0.0, 0.01, -0.0080
3.0, -30, -3.0E-4, -0.0050, 0.2, 0.0, 0.0040
5.0, 0, -0.0010, 0.013, 0.0, 0.0, 0.0030
-2.4, 10, 0.0042, -0.0030, -0.2, 0.0, -0.0060
-4.4, 20, 0.0065, 0.035, -0.3, 0.0, -0.0070
-3.5, -10, 0.0, 0.026, 0.0, 0.0, -0.0030
-1.5, -20, 0.0074, 0.011, -0.3, 0.0, -0.0010
-2.6, -20, -0.0043, 0.0090, 0.2, -0.02, 0.0010
-1.7, -10, 0.0051, 0.014, 0.0, 0.0, -0.0010
3.5, -10, 0.0019, 0.014, 0.2, -0.01, 0.0050
-1.0, 20, 0.0080, 0.015, -0.1, 0.0, -0.0030
-2.9, 10, -0.0079, 0.017, 0.0, 0.0, -0.0010
1.3, -20, 0.0047, 0.028, 0.2, 0.0, 0.0020
-4.0, -20, 0.0014, 0.0020, -0.1, 0.0, -0.0020
-2.0, -50, 0.0025, -0.028, -0.1, 0.0, -0.0040
-3.4, -60, 0.0028, -0.0040, -0.1, 0.0, -0.0010
0.4, -50, 2.0E-4, -0.035, -0.2, 0.0, -0.0040
1.5, -50, 0.0115, -0.0070, 0.1, 0.0, -0.0020
-1.4, -20, 0.0043, -0.018, 0.0, -0.01, -0.0010
-1.0, -30, 0.0084, -0.0080, 0.1, -0.01, 0.0010
5.5, -10, -0.0049, 0.018, 0.0, 0.01, 0.0010
-3.4, -30, 0.0041, 0.0070, -0.1, 0.0, -0.0010
-4.7, -30, -0.0010, 0.01, 0.0, 0.0, -0.0010
-1.8, -20, 0.0073, -0.027, 0.0, 0.0, -0.0010
-7.9, 30, 0.0068, 0.0070, -0.1, 0.01, -0.0030
0.0, 0, 2.0E-4, 0.016, 0.2, -0.01, 0.0020
-1.9, -30, -0.011, -0.0070, 0.1, 0.0, 0.0010
-2.7, -50, -0.0034, 0.0030, -0.1, 0.01, -0.0020
3.4, -20, -0.0084, 0.0060, 0.3, -0.01, 0.0030
6.5, 0, -0.0021, -0.018, 0.1, 0.0, 0.0040
0.7, 0, 0.0065, -0.0020, -0.2, 0.0, 0.0010
-4.0, 10, -0.0011, -0.0050, -0.2, 0.0, -0.0010
4.1, -20, 0.0072, 0.02, 0.1, -0.01, 0.0020
2.5, -10, 0.0052, -0.011, -0.1, 0.0, 0.0010
-3.6, -10, 0.0039, 0.0070, -0.3, 0.01, -0.0010
8.5, -50, -0.0049, -0.0090, 0.1, 0.0, 0.0040
-2.6, -40, 0.0058, -0.011, 0.1, -0.01, -0.0010
-4.3, -30, -0.0089, 0.0080, 0.0, 0.0, -0.0010
-5.3, -30, -0.0090, 0.0010, 0.3, 0.02, -0.0010
2.1, 20, -0.0047, -0.0060, 0.3, -0.01, 0.0010
-5.3, -30, -0.0071, 0.0020, -0.3, 0.0, -0.0020
2.6, -30, 0.0047, 0.01, 0.2, 0.0, 0.0040
-2.1, -20, -0.0061, 0.0070, 0.1, 0.01, 0.0010
-2.5, -20, -0.0045, -0.0010, -0.1, 0.0, -0.0030
-0.5, -40, 0.0062, -0.0050, 0.0, 0.0, 0.0010
-0.1, -10, 0.0064, -0.0080, 0.0, 0.0, 0.0010
1.9, -20, 0.0016, -0.022, 0.2, 0.01, 0.0030
-2.2, -10, 0.0047, 0.013, -0.2, 0.0, -0.0060
2.0, -10, 0.0037, -0.014, 0.1, 0.0, 0.0030
-4.3, 0, -0.0099, -0.038, 0.0, 0.0, -0.0010
-2.4, -20, -0.0049, -0.0020, -0.1, 0.0, -0.0040
-5.8, -20, 0.0049, -0.0040, 0.0, 0.0, -0.0030
-0.4, -20, -0.0068, 0.013, -0.1, 0.0, -0.0010
-4.2, 0, -0.0017, 0.0, 0.0, 0.0, -0.0020
-2.1, 0, -0.0030, -0.014, -0.2, 0.0, -0.0020
2.2, 0, -0.0046, -0.013, 0.0, 0.01, 0.0010
-2.2, 0, 9.0E-4, 0.013, -0.2, 0.0, -0.0030
6.1, -10, -0.0037, -0.0020, 0.2, 0.01, 0.0050
5.4, -20, -0.0032, -0.01, 0.2, 0.0, 0.0030
-2.0, 0, 0.0010, 0.0040, -0.2, 0.0, -0.0060
1.5, -20, -0.0040, -0.0090, 0.3, 0.0, 0.0060
4.7, -30, -0.0064, 0.022, 0.4, 0.02, 0.0060
-1.8, -10, 0.0066, -0.0070, 0.1, 0.0, 0.0020
3.8, -10, -0.0042, 0.015, 0.2, 0.0, 0.0010
-0.8, -10, 0.0061, -0.0060, 0.2, -0.01, 0.0010
-1.2, -10, -0.0066, -0.0020, -0.1, 0.02, -0.0010
-1.3, -10, 0.0054, 0.025, -0.1, 0.0, -0.0030
2.2, 0, 0.0011, 0.019, 0.2, -0.01, 0.0030
0.4, 0, 0.0026, -0.013, 0.2, 0.0, 0.0030
-3.8, -10, 0.0054, 0.021, 0.1, 0.0, 0.0010
5.8, -10, 0.0, -0.018, 0.2, 0.0, 0.0050
-3.0, -20, 0.0021, -0.0010, -0.1, 0.0, -0.0030
3.8, -20, 0.0026, -0.017, 0.3, 0.0, 0.0010
-3.7, 0, -0.0024, -0.0030, -0.2, 0.0, -0.0030
-3.0, 0, -0.0016, -0.012, -0.2, 0.0, -0.0040
-3.9, 0, 0.0065, 0.0, 0.0, 0.0, -0.0010
4.7, -10, -1.0E-4, -0.0020, 0.3, 0.0, 0.0030
2.7, -10, 0.0014, -0.0020, 0.1, 0.0, 0.0030
-1.8, 0, -0.0030, 0.011, -0.2, 0.0, -0.0040
-1.6, -10, 0.0028, 0.0080, -0.1, 0.0, -0.0010
-1.1, 0, -0.0032, -0.0010, -0.2, 0.0, -0.0030
3.3, -10, 0.0064, 0.016, -0.1, 0.02, 0.0010
3.3, -10, 6.0E-4, 0.021, 0.2, 0.01, 0.0030
-2.4, 0, 0.0013, 0.024, -0.4, 0.0, -0.0040
-1.6, -20, -0.0064, -0.013, 0.0, 0.0, -0.0030
4.2, -10, -0.0037, 0.0050, 0.2, 0.0, 0.0050
0.3, -20, -0.0102, -0.015, 0.1, 0.02, 0.0010
5.8, -30, 0.0013, -0.025, 0.1, 0.02, 0.0010
-5.2, -20, 0.0056, -0.0010, 0.1, 0.0, -0.0010
-2.5, -10, -0.0084, 0.017, -0.2, 0.0, -0.0030
-5.5, -10, 9.0E-4, -0.01, -0.2, 0.0, -0.0020
3.6, -20, -0.0060, 0.0060, 0.1, 0.0, 0.0010
3.0, -10, 1.0E-4, 0.0040, 0.1, 0.0, 0.0010
-4.8, -20, -2.0E-4, -0.0010, 0.0, 0.0, -0.0010
-1.9, -20, -0.0031, 0.022, -0.1, 0.0, -0.0010
1.8, 0, 0.0022, -0.041, 0.1, 0.0, 0.0020
-9.4, -20, 0.0074, -0.0050, 0.0, -0.02, -0.0010
-4.8, 0, -0.0010, 0.0030, -0.2, 0.0, -0.0020
-5.5, -20, -0.0010, 0.0, 0.0, 0.0, -0.0010
4.3, -20, 7.0E-4, -0.0010, 0.1, 0.0, 0.0010
-2.8, 0, -9.0E-4, 0.0020, -0.1, 0.0, -0.0010
2.4, -10, -0.0016, -0.01, 0.1, 0.01, -0.0010
-0.8, 10, 0.0016, 0.0020, -0.3, 0.0, -0.0020
-4.5, -20, 0.0033, 0.016, -0.2, -0.01, -0.0020
-1.0, 0, 0.0060, -0.0040, -0.1, 0.0, 0.0020
-4.8, -20, -0.0033, 0.011, 0.0, 0.0, -0.0040
-6.5, -20, -9.0E-4, 0.0010, -0.1, 0.0, -0.0020
3.3, -70, -0.0015, -0.012, 0.2, 0.0, 0.0040
2.9, -60, 9.0E-4, -0.014, -0.1, -0.01, -0.0040
7.3, -40, 0.0027, -0.0060, 0.1, 0.0, 0.0010
5.7, -30, -0.0035, 0.0060, 0.1, 0.0, 0.0020
1.3, 0, 0.0036, -0.02, 0.1, 0.0, 0.0010
-3.7, -10, 0.0022, -0.032, -0.2, 0.0, -0.0030
-2.9, -20, 0.0048, -0.024, 0.1, 0.0, 0.0010
-2.0, 30, 0.0027, 0.013, -0.3, 0.0, -0.0020
-4.9, 0, -0.0032, 0.025, -0.2, 0.0, -0.0040
