@relation delta_elv
@attribute climbRate real [-15.0, 15.1]
@attribute Altitude integer [-100, 90]
@attribute RollRate real [-0.0237, 0.0184]
@attribute curRoll real [-0.051, 0.049]
@attribute diffClb real [-0.8, 0.7]
@attribute diffDiffClb real [-0.03, 0.02]
@attribute Se real [-0.014, 0.013]
@inputs climbRate, Altitude, RollRate, curRoll, diffClb, diffDiffClb
@outputs Se
@data
-3.4, 10, -0.0040, -0.0060, -0.1, 0.0, -0.0010
2.0, 0, -8.0E-4, 0.031, 0.1, 0.0, 0.0030
-7.7, 60, -0.0045, 0.04, -0.3, -0.01, -0.0030
-10.2, 30, -4.0E-4, 0.031, 0.0, 0.0, -0.0020
5.5, 10, 0.0024, 0.02, -0.1, 0.0, 0.0020
-3.5, 20, 0.0020, 0.029, -0.3, 0.0, -0.0030
3.6, -10, -0.0042, 0.011, 0.3, 0.0, 0.0040
-3.5, 0, -0.0088, -0.034, -0.1, 0.0, -0.0020
8.3, -40, -0.0041, 0.0050, 0.0, 0.0, 0.0010
2.6, -20, 0.0084, 0.014, 0.1, 0.0, 0.0020
-2.4, -10, -0.0010, 0.043, -0.1, 0.0, -0.0020
0.8, -10, 0.0071, 0.013, 0.0, 0.0, 0.0020
1.2, -10, -0.0098, -0.0020, -0.2, -0.01, -0.0010
5.8, -10, -0.0011, -0.0050, 0.1, 0.0, 0.0010
-4.2, -10, -0.0052, -0.016, -0.1, 0.01, -0.0010
-3.1, -30, 0.0062, -0.014, 0.1, 0.01, -0.0010
11.6, -10, 0.0041, 0.016, 0.3, 0.0, 0.0030
12.8, 40, 0.0029, 0.032, 0.0, 0.0, 0.0030
1.8, 0, -1.0E-4, -0.013, 0.1, 0.0, 0.0030
-1.1, -30, -0.0032, -0.037, -0.3, 0.01, -0.0020
-1.3, 0, 0.0010, -0.022, -0.2, 0.0, -0.0030
4.2, 0, 0.0047, -0.0050, 0.2, 0.0, 0.0020
-5.6, 0, -0.0016, -0.01, -0.1, 0.0, -0.0020
-5.3, -50, 0.0021, -0.035, 0.0, 0.0, -0.0020
-3.7, 0, -0.0044, 0.0090, -0.3, 0.0, -0.0030
-2.3, -10, 0.0027, -0.034, -0.1, 0.0, -0.0010
5.3, -10, 0.0025, 0.019, 0.0, 0.01, 0.0010
3.6, -40, 0.0021, 0.028, 0.2, 0.0, 0.0020
6.4, 20, -0.0017, -0.01, 0.0, 0.0, -0.0010
-6.0, 20, -0.0027, 0.01, -0.1, 0.0, -0.0020
1.3, 60, 3.0E-4, -0.013, 0.0, 0.0, 0.0020
-2.3, 50, -0.0099, 0.0060, -0.2, 0.0, -0.0010
4.8, 20, 0.0039, -0.0050, -0.1, 0.0, 0.0010
-3.3, 20, 3.0E-4, 0.0070, -0.2, 0.0, -0.0020
-1.5, -30, -0.0034, 0.0040, 0.1, -0.01, -0.0010
-7.8, 20, -0.0053, -0.028, 0.0, 0.0, -0.0010
-5.6, 0, 0.0037, 0.0040, -0.2, 0.0, -0.0040
-5.9, -30, 2.0E-4, 0.012, 0.0, 0.0, -0.0020
9.4, 30, 0.0028, 0.011, 0.0, 0.0, 0.0020
0.5, -10, -0.0032, 0.0080, 0.2, 0.0, -0.0010
4.8, 60, 0.0044, -0.0050, -0.1, 0.0, 0.0010
-5.5, 20, 0.0021, -0.0090, 0.0, 0.0, -0.0020
-6.9, 40, -0.0011, 0.024, -0.1, 0.0, -0.0010
11.2, 10, 7.0E-4, -0.018, -0.2, 0.0, 0.0020
4.0, 10, 0.0126, 0.0080, -0.3, 0.02, -0.0010
6.7, 0, 0.0142, -0.018, -0.1, 0.01, 0.0010
-5.8, -10, -0.0073, -0.028, 0.1, -0.02, 0.0010
-7.3, -60, 0.0013, 0.026, 0.1, 0.0, -0.0020
1.2, -10, 0.0154, -0.0050, -0.4, 0.02, 0.0010
5.8, -50, 3.0E-4, -0.01, 0.3, 0.0, 0.0030
-2.6, -20, 0.0022, 0.028, -0.3, 0.0, -0.0040
-1.1, 20, -0.0023, -0.0090, -0.3, 0.0, -0.0020
-4.0, 10, 0.0054, -0.0060, 0.0, 0.0, 0.0020
1.4, 10, -0.0086, -0.014, -0.2, 0.0, -0.0020
3.7, 0, -2.0E-4, 0.0030, 0.0, 0.0, 0.0010
-1.8, 0, -0.0063, -0.0020, -0.1, 0.0, -0.0010
6.9, 0, 0.0016, -0.049, 0.3, 0.0, 0.0010
-3.3, -10, -0.0053, -0.0080, 0.0, 0.0, -0.0010
-1.7, -30, 0.0069, -0.0020, 0.0, 0.0, -0.0010
-4.1, -40, 0.0109, -0.015, 0.1, -0.01, -0.0010
-3.8, -50, -0.0073, 0.029, -0.3, 0.01, -0.0050
0.5, 10, 0.0052, 0.026, -0.5, 0.0, -0.0020
5.0, 0, -8.0E-4, 0.037, 0.2, 0.0, 0.0010
0.5, 20, 0.0056, -0.0030, 0.0, 0.0, -0.0010
-3.6, 10, 0.0035, -0.023, -0.1, 0.0, -0.0020
1.4, 10, -0.0103, 0.0040, -0.1, 0.0, -0.0010
-2.5, 30, 0.0057, -0.016, -0.6, 0.0, -0.012
-6.3, -30, 0.0036, 0.012, 0.3, -0.02, 0.0010
-2.3, -20, 0.0041, 0.01, 0.2, -0.02, 0.0020
-5.7, 10, 0.0038, -0.0060, -0.2, 0.0, -0.0040
-9.0, -20, 2.0E-4, -0.011, 0.0, 0.0, -0.0040
11.2, 0, 0.0028, 0.0050, 0.1, 0.0, 0.0030
5.9, -30, 0.0084, 0.0080, 0.3, 0.0, 0.0040
4.1, 10, -0.0070, 0.018, 0.3, 0.01, 0.0020
3.4, 10, 0.0025, -0.025, 0.0, 0.0, 0.0010
0.7, 0, -0.0046, 0.0070, -0.1, 0.0, -0.0020
0.4, 10, -0.0023, -0.0030, 0.2, 0.0, 0.0010
-5.3, 10, 8.0E-4, -0.0050, -0.2, 0.0, -0.0030
1.7, 0, -2.0E-4, 0.026, 0.3, 0.0, 0.0030
5.4, 20, -0.0054, 0.013, 0.0, 0.0, 0.0020
-3.3, 20, -0.0032, -0.026, -0.1, 0.0, -0.0020
1.5, 10, -0.0045, 0.0040, -0.3, 0.02, 0.0010
3.8, -20, 0.0015, 0.013, 0.3, 0.0, 0.0050
-2.4, -10, -0.0021, 0.013, -0.2, 0.0, -0.0030
4.3, 0, 0.0016, 0.0020, 0.0, 0.0, 0.0010
-2.6, 10, -0.0028, 0.0070, -0.1, 0.0, -0.0010
5.5, -10, 0.0015, 0.021, 0.1, 0.0, 0.0020
3.7, -30, -0.0053, 0.012, 0.1, 0.0, 0.0030
-4.5, 10, -0.0014, 0.013, -0.4, 0.01, -0.0040
3.8, -10, -8.0E-4, -0.0020, 0.1, 0.0, 0.0010
4.4, 10, -0.0011, -0.0060, 0.0, 0.0, 0.0010
-2.3, 20, -0.0020, -0.018, -0.2, 0.0, -0.0030
8.3, 0, 8.0E-4, -0.013, 0.0, 0.0, 0.0020
4.6, -10, -0.0017, 0.0030, 0.3, 0.0, 0.0030
2.4, -40, 0.0068, 0.029, 0.1, 0.01, 0.0020
4.7, -10, 0.0022, -0.021, 0.0, 0.0, 0.0020
-4.0, 0, 0.0055, 0.0, -0.3, 0.0, -0.0020
7.9, 10, 0.0050, -0.0060, 0.0, 0.0, 0.0010
7.1, 20, 0.0047, 0.0020, -0.1, 0.0, 0.0020
-2.6, 10, -0.0020, -0.021, -0.1, 0.0, -0.0020
-5.4, 10, -0.0018, -0.0030, -0.4, 0.01, -0.0040
4.5, -20, 0.0034, -0.0060, 0.3, 0.0, 0.0050
2.9, 0, -0.0033, -0.0050, 0.1, 0.01, 0.0010
3.6, 0, -0.0044, -0.01, 0.0, 0.01, 0.0010
-4.4, 0, 0.0046, -0.0050, -0.2, 0.0, -0.0020
9.2, 0, -0.0024, -0.0050, 0.2, 0.0, 0.0010
9.0, 30, -8.0E-4, -0.0090, -0.1, 0.0, 0.0030
-1.3, 50, 8.0E-4, -0.012, -0.4, 0.0, -0.0030
7.8, -40, 0.0083, -0.0050, 0.0, 0.0, -0.0030
-2.5, 0, 6.0E-4, 0.019, -0.3, 0.0, -0.011
-0.4, -10, -0.0029, -0.0010, -0.2, 0.0, -0.0090
1.1, -20, -0.0013, -0.046, 0.4, 0.01, -0.0010
2.7, -20, 0.0061, -0.0030, 0.3, 0.0, 0.0030
-5.4, -30, -0.0102, -0.017, 0.2, 0.0, -0.0020
1.7, -30, 0.0050, 0.01, 0.0, 0.0, 0.0010
-2.8, -10, -0.0065, 0.012, -0.1, 0.0, -0.0020
-2.8, -10, -0.0092, -0.0020, 0.2, 0.02, 0.0010
-10.7, -20, -0.0053, -0.012, -0.1, 0.0, -0.0010
-2.6, -50, -0.0093, 0.0060, -0.1, 0.0, -0.0040
4.1, -50, -0.0022, -0.025, 0.3, 0.0, 0.0030
-1.9, -10, 0.0022, 0.028, -0.3, 0.0, -0.0030
1.9, -30, -0.0058, -0.017, 0.0, 0.02, 0.0010
4.2, -20, 0.0111, -0.0050, 0.1, 0.0, 0.0030
-5.9, 30, -0.0027, -0.01, -0.1, 0.0, -0.0010
-5.7, -10, 6.0E-4, 0.0050, 0.1, 0.0, 0.0010
3.3, -40, 0.0010, -0.034, 0.3, 0.0, 0.0010
2.3, 50, -5.0E-4, 0.019, 0.2, -0.01, 0.0010
4.7, 0, 0.0032, 0.017, 0.0, -0.01, 0.0010
-1.3, 10, -0.0073, 0.0010, -0.2, 0.01, -0.0020
-1.5, 0, -0.0053, -0.013, 0.0, 0.01, -0.0010
0.5, 0, 0.0075, -0.01, 0.0, 0.0, 0.0040
1.2, -40, 0.0084, -0.0040, 0.3, 0.0, 0.0040
-2.5, -30, 0.0079, 0.029, -0.5, 0.0, -0.0010
5.2, -50, 0.0032, -0.016, 0.3, 0.0, 0.0020
-1.7, -10, 0.0058, -0.0070, -0.1, 0.0, -0.0020
4.4, 0, 0.0111, -0.018, -0.2, 0.01, -0.0010
-2.6, -10, -0.0081, 0.022, 0.0, 0.0, -0.0020
4.3, 10, -9.0E-4, 0.018, 0.0, 0.0, 0.0020
-0.8, -40, 0.0092, -0.022, 0.5, -0.02, 0.0010
2.3, -20, 0.0073, 0.013, 0.1, 0.0, 0.0010
-1.7, -10, -0.0016, 0.027, -0.2, 0.0, 0.0010
1.2, -30, 0.0099, 0.011, -0.2, 0.02, -0.0010
2.4, 10, 0.0043, -0.022, 0.1, 0.0, 0.0010
3.0, 20, 0.0132, 0.0010, 0.0, 0.0, 0.0010
6.6, 30, -0.0017, -0.015, 0.1, 0.0, 0.0010
6.9, 50, 0.0056, -0.011, 0.0, 0.0, 0.0010
2.3, -50, 0.0019, -0.026, 0.3, 0.0, 0.0050
-3.0, -40, -0.0014, 0.03, -0.1, -0.02, -0.0010
1.9, -30, -0.0069, 0.0040, 0.0, 0.0, 0.0020
-0.9, -40, 0.0122, 0.0040, 0.0, 0.0, 0.0010
-2.1, -40, 0.0022, 0.029, -0.1, 0.0, -0.0020
-2.1, -50, -0.0142, -0.0020, -0.1, 0.01, -0.0030
5.8, -50, 0.0129, 0.0040, 0.2, 0.0, 0.0030
-4.1, -40, -0.0069, 0.019, 0.0, -0.01, -0.0020
-2.5, 10, 0.0080, -0.0040, -0.1, 0.0, 0.0010
4.6, -40, -0.0105, 0.0020, 0.1, 0.0, 0.0010
-3.4, -50, 0.0083, 0.032, 0.2, -0.01, 0.0010
2.5, -30, -0.0050, 0.0060, 0.1, 0.0, 0.0020
1.8, -30, 0.0096, 0.016, -0.1, 0.0, -0.0010
-1.5, -30, -0.0176, -0.0030, -0.1, 0.0, -0.0010
-1.8, -20, 0.0121, 0.029, -0.2, 0.0, 0.0010
2.3, 0, 0.0101, -0.02, -0.2, 0.0, 0.0010
-2.8, 0, 0.0056, 0.0040, -0.2, 0.0, -0.0030
-3.6, -40, -0.0047, 0.0080, 0.0, 0.0, 0.0020
0.7, -50, -0.012, 0.019, 0.1, 0.0, -0.0010
0.0, 20, -0.0045, 0.013, -0.4, 0.0, -0.0030
-4.7, 20, -0.0166, -0.0070, -0.2, -0.02, -0.0010
-3.7, 0, 0.0042, -0.03, 0.2, -0.01, -0.0020
1.7, 0, 0.0156, 0.011, 0.1, 0.01, 0.0010
1.8, 0, 0.0064, -0.0070, 0.1, 0.0, 0.0030
5.6, -20, -0.0039, -0.022, 0.2, 0.01, 0.0030
3.7, -20, 7.0E-4, -0.017, 0.2, 0.0, 0.0010
6.5, 30, 0.0030, 0.031, 0.0, 0.0, 0.0010
-3.1, 40, 0.0114, 0.015, -0.1, 0.0, -0.0020
-2.3, 30, 0.0066, 0.047, 0.0, 0.0, 0.0010
-2.6, -30, -0.0055, -0.01, -0.2, 0.0, -0.0010
3.5, -40, 0.0062, -0.024, 0.2, 0.0, 0.0040
-9.1, -80, -0.0022, 0.012, 0.2, 0.01, -0.0050
-2.4, -30, -0.0075, 0.0060, 0.1, 0.0, 0.0010
-2.1, -10, 0.0040, 0.033, -0.4, -0.01, -0.0010
-5.9, -20, -9.0E-4, 0.035, -0.2, 0.0, -0.0030
4.8, -60, -0.0053, -0.014, 0.2, -0.01, -0.0010
-1.6, 20, -0.0043, 0.0090, -0.3, 0.0, -0.01
-1.7, 0, 0.0037, 0.0050, -0.4, 0.0, -0.0020
-2.0, -10, -5.0E-4, -0.0030, 0.1, -0.01, 0.0010
-2.7, -20, -3.0E-4, -0.018, -0.1, 0.0, -0.0030
2.8, 10, 0.0090, 0.015, -0.2, 0.0, 0.0020
5.8, -20, -0.0042, 0.0050, 0.4, 0.0, 0.0020
10.9, 0, 2.0E-4, 0.0010, 0.1, 0.0, 0.0020
-4.0, -20, 0.0016, 0.016, 0.5, 0.0, 0.0010
-6.3, -10, -0.0096, 0.026, 0.1, -0.02, -0.0020
5.4, -10, -0.0067, -0.018, 0.1, 0.01, 0.0020
7.6, 0, -0.0061, 0.0030, 0.1, 0.0, 0.0040
-8.6, 20, 0.0017, -0.015, -0.3, 0.0, -0.0040
6.0, -20, -0.0033, -0.0070, 0.2, 0.0, 0.0020
7.7, -40, -0.0076, -0.012, 0.3, 0.0, 0.0040
0.6, 30, -0.0071, 0.0060, -0.2, 0.01, -0.0010
4.0, -40, 0.0055, 0.011, 0.6, 0.01, 0.0030
-3.0, 0, 0.0024, 0.046, -0.1, 0.0, 0.0020
6.7, 10, -0.0017, -0.011, 0.0, 0.0, 0.0010
1.6, -20, 0.0069, -0.0060, 0.1, 0.0, 0.0020
3.3, 10, 0.0061, -0.0050, -0.2, 0.0, 0.0030
0.3, 0, 0.0012, 0.0020, 0.3, 0.0, 0.0020
6.0, 0, -7.0E-4, -0.0090, 0.2, 0.0, 0.0010
-1.9, -40, -0.0057, -0.0010, 0.2, 0.0, -0.0010
8.2, -40, -0.0027, -0.017, 0.2, 0.0, 0.0030
3.9, -30, -0.0069, 0.0030, 0.1, 0.0, 0.0010
1.1, -70, -5.0E-4, 0.014, 0.5, 0.0, 0.0010
8.4, -50, 0.0015, 0.016, 0.0, 0.02, 0.0010
1.0, 0, -0.0067, 0.0030, 0.0, 0.0, 0.0020
-2.9, -10, 0.0068, -0.0050, 0.0, 0.0, 0.0010
-7.5, -30, 0.0029, 0.015, -0.1, 0.0, 0.0010
-2.0, 0, 0.0025, 0.0050, -0.2, -0.01, -0.0060
-0.3, -10, 0.0078, 0.011, -0.1, 0.0, 0.0020
4.4, 10, 5.0E-4, 0.029, 0.1, 0.0, 0.0020
4.6, -20, 0.0026, 0.0080, 0.1, 0.0, 0.0020
3.5, -20, 0.0072, 0.015, 0.0, -0.01, 0.0020
-1.0, -10, -0.0035, 0.022, -0.2, 0.0, -0.0030
2.9, -10, 0.0050, 0.011, 0.1, 0.0, 0.0020
0.2, -20, -0.0084, -0.012, 0.1, 0.0, 0.0010
-1.8, 10, -0.0132, -0.0070, -0.1, 0.0, -0.0010
1.8, -10, -0.0056, 0.013, 0.1, 0.0, 0.0010
3.1, -10, -0.0085, -0.0010, 0.0, 0.0, 0.0020
-2.5, -40, -0.0082, 0.015, 0.0, 0.0, -0.0010
1.2, -60, 0.0048, -0.01, 0.1, 0.0, 0.0010
-1.9, -70, 0.0086, 0.0080, 0.2, 0.01, 0.0030
-0.5, -70, 9.0E-4, 0.026, 0.0, 0.0, -0.0030
3.9, -60, -0.0125, -0.015, -0.1, 0.0, 0.0010
2.5, -50, -0.0064, -0.03, -0.1, 0.01, 0.0010
-1.6, -10, -0.0069, 0.0080, -0.1, 0.0, -0.0010
-4.3, -20, -0.0028, 0.025, -0.1, 0.0, -0.0020
0.0, -20, 0.0073, -0.0050, -0.1, 0.0, 0.0010
2.8, -40, 0.0081, 0.011, 0.1, 0.0, 0.0010
-2.9, -10, -0.0076, 0.0080, -0.3, 0.0, -0.0030
-1.8, -20, -0.0062, -0.029, 0.1, 0.01, 0.0010
2.9, -20, 0.0061, 0.012, -0.1, 0.01, 0.0010
1.1, -30, -4.0E-4, -0.02, -0.1, -0.01, -0.0010
-4.5, -50, 0.0058, -0.0070, 0.1, 0.0, 0.0050
3.5, -90, 7.0E-4, -0.0010, 0.4, 0.0, 0.0020
5.6, -40, -0.0011, -0.0080, 0.1, 0.0, 0.0010
3.1, -10, 0.0053, -0.0030, -0.1, 0.0, -0.0010
1.2, 10, -0.0058, 0.0080, 0.2, 0.0, 0.0030
-3.2, -40, 0.0097, -0.025, 0.1, -0.01, 0.0010
-3.8, -80, 0.0073, 0.0080, 0.0, 0.01, -0.0020
8.0, -50, -0.0072, -0.019, 0.0, 0.0, 0.0020
0.3, -20, 0.0111, -0.0090, 0.0, 0.02, 0.0010
-1.1, -10, -0.0086, -0.012, -0.1, 0.01, 0.0010
-3.5, -30, 0.0071, -0.017, 0.1, 0.0, 0.0010
4.4, -30, 0.0034, 0.025, 0.2, -0.01, 0.0010
3.3, -10, -0.0075, 0.011, -0.1, 0.0, 0.0010
4.4, -20, 0.0021, -0.023, 0.1, 0.0, 0.0020
-6.5, -30, -0.0043, -0.0090, -0.1, 0.0, -0.0030
5.7, -30, -0.0027, -0.016, -0.3, 0.02, 0.0010
-3.0, -20, -0.0128, -0.025, 0.2, 0.01, 0.0010
-3.2, -30, -0.0089, -0.014, 0.0, 0.0, -0.0010
5.1, 20, -0.0028, -0.011, 0.1, 0.01, 0.0010
-0.2, -10, 0.0075, 0.0, 0.0, -0.01, 0.0010
-2.8, -10, 0.0067, 0.01, 0.0, -0.01, 0.0010
1.4, -20, 0.0067, -0.017, 0.0, 0.0, -0.0020
-3.2, 0, -0.0049, -0.012, 0.0, -0.01, -0.0010
2.7, -20, -7.0E-4, 0.0050, 0.1, 0.0, 0.0030
-2.6, -10, 0.0019, -0.0020, -0.2, 0.0, -0.0080
2.0, -10, 0.0040, -0.0090, 0.1, 0.0, 0.0040
2.4, -20, -0.0039, 0.018, 0.1, 0.01, 0.0030
-1.0, -10, 0.0056, 0.0010, -0.2, 0.0, -0.0080
5.1, 0, 0.0078, -0.027, 0.0, 0.0, 0.0030
5.2, -20, 9.0E-4, -0.021, 0.1, 0.0, 0.0020
-0.4, -20, -0.0074, 0.0, 0.0, -0.01, -0.0010
-1.5, -20, 0.0041, 0.0030, -0.1, 0.0, -0.0040
4.5, 0, 8.0E-4, 0.0050, 0.0, 0.0, 0.0020
-2.8, 10, -0.0010, 0.0050, -0.3, 0.0, -0.0030
4.2, -10, 9.0E-4, -0.0030, 0.1, 0.0, 0.0030
-3.8, 0, 7.0E-4, 0.01, 0.0, -0.01, -0.0010
2.2, 0, -0.0038, -0.0050, 0.0, 0.01, 0.0020
1.7, -20, 0.0035, -0.0050, 0.2, 0.0, 0.0010
2.8, -20, 0.0016, 0.012, 0.1, 0.0, 0.0030
-5.0, -30, -0.0048, 0.0060, 0.0, 0.0, -0.0040
4.0, -10, 0.0050, -0.014, -0.1, 0.0, 0.0020
0.0, 0, -0.0057, 0.026, 0.2, -0.01, 0.0030
4.0, -10, 0.0072, -0.028, 0.2, 0.0, 0.0040
-1.5, -20, 0.0099, 0.017, 0.0, 0.0, -0.0020
5.9, 0, -0.0069, 0.0060, 0.1, 0.01, 0.0040
-2.7, -30, -0.0042, -0.0040, 0.0, 0.0, -0.0010
-2.9, 20, -0.0017, 0.0070, -0.2, 0.0, -0.0030
3.6, -20, -0.0018, -0.0010, 0.2, 0.0, 0.0030
-2.3, -20, -0.0015, -0.019, -0.1, 0.0, -0.0040
-2.1, -10, -0.0072, -0.038, -0.1, 0.01, -0.0040
-3.5, 0, 0.0034, -0.025, -0.1, 0.0, -0.0020
4.3, 0, 6.0E-4, 0.027, 0.1, -0.01, 0.0030
-2.0, -10, -6.0E-4, 0.031, -0.2, 0.0, -0.0030
2.1, 0, 1.0E-4, -0.012, 0.1, 0.01, 0.0010
2.1, -20, 0.0053, 0.0070, 0.3, 0.0, 0.0030
0.0, -20, 0.0060, -0.0080, 0.1, 0.0, 0.0010
-1.2, -20, 0.0010, 0.011, -0.1, 0.0, 0.0010
-4.4, -30, -0.0127, 0.0010, 0.2, -0.02, -0.0010
6.5, -10, 0.0026, -0.02, 0.0, 0.0, 0.0030
0.4, -30, 0.0077, 0.012, 0.3, -0.01, 0.0020
0.1, -10, 0.0064, 0.018, -0.1, 0.0, 0.0010
1.1, -10, -0.0083, 0.0010, -0.1, 0.0, 0.0010
-0.8, -10, 0.0019, -0.018, 0.2, 0.01, 0.0020
6.0, 10, 0.0019, -0.0050, -0.1, 0.01, 0.0010
3.5, -10, 4.0E-4, -0.0010, 0.1, 0.0, 0.0010
3.6, -30, 6.0E-4, 0.0030, 0.1, 0.0, 0.0010
-6.2, -10, -0.0011, -0.0020, 0.0, -0.01, 0.0010
-0.4, -30, -0.0050, 0.025, 0.1, -0.01, -0.0020
-2.9, 0, -4.0E-4, 0.0020, -0.1, 0.0, -0.0010
-2.9, 0, -6.0E-4, 0.0010, -0.1, 0.0, -0.0010
-3.0, -10, 1.0E-4, 0.0010, -0.1, 0.0, -0.0010
3.4, -30, 7.0E-4, 0.0030, 0.2, 0.0, 0.0020
5.4, -10, 6.0E-4, 0.0050, 0.0, 0.0, 0.0010
0.5, -10, -1.0E-4, -0.0020, 0.2, 0.0, 0.0020
-3.1, -10, 0.0037, -0.0010, -0.1, 0.0, -0.0010
-4.3, -20, 0.0021, 0.0060, 0.0, 0.0, -0.0010
0.6, -20, -0.0023, -0.0070, 0.2, 0.0, 0.0010
-4.0, 0, -0.0019, 0.0010, 0.0, 0.0, -0.0010
1.7, -20, -0.0039, 0.0060, -0.1, 0.0, -0.0040
2.3, -10, -0.0052, -0.012, 0.2, -0.01, -0.0010
-8.5, -40, -0.0010, -0.0010, -0.1, 0.0, -0.0040
-3.4, -70, -0.0015, -0.0070, 0.1, 0.0, -0.0010
7.7, -10, 8.0E-4, 0.0, 0.0, 0.0, 0.0030
-5.9, -20, 0.0012, -0.0020, 0.0, 0.0, -0.0020
-4.1, 30, 0.0029, 0.038, -0.2, 0.0, -0.0030
-5.1, 0, -0.0025, 0.038, 0.0, 0.0, -0.0010
-0.9, -10, -0.0050, 0.024, 0.2, 0.0, 0.0010
3.1, -30, 0.0040, 0.0080, 0.4, 0.0, 0.0040
-4.7, -60, 0.0012, 0.0040, 0.0, 0.0, -0.0010
6.5, -60, -0.0033, 0.0050, 0.2, 0.0, 0.0020
8.0, -50, -0.0049, -0.0030, 0.0, 0.01, 0.0010
6.4, -10, 0.0014, -0.013, 0.0, 0.0, 0.0010
2.6, -10, -0.0053, -0.014, 0.2, 0.0, 0.0030
-5.0, -20, -0.0039, 0.0010, 0.1, 0.0, -0.0010
-7.8, -10, -0.0033, 0.01, 0.0, 0.0, -0.0010
