@relation mortgage
@attribute 1MonthCDRate real [3.02,20.76]
@attribute 1Y-CMaturityRate real [77.055,142.645]
@attribute 3M-Rate-AuctionAverage real [6.49,18.63]
@attribute 3M-Rate-SecondaryMarket real [2.67,16.75]
@attribute 3Y-CMaturityRate real [2.69,16.76]
@attribute 5Y-CMaturityRate real [4.09,16.47]
@attribute bankCredit real [4.17,16.13]
@attribute currency real [1130.9,4809.2]
@attribute demandDeposits real [105.6,533]
@attribute federalFunds real [225.8,412.1]
@attribute moneyStock real [2.86,20.06]
@attribute checkableDeposits real [381.1,1154.1]
@attribute loansLeases real [269.9,803.4]
@attribute savingsDeposits real [868.1,3550.3]
@attribute tradeCurrencies real [175.6,1758.1]
@attribute 30Y-CMortgageRate real [3.02,17.15]
@inputs 1MonthCDRate, 1Y-CMaturityRate, 3M-Rate-AuctionAverage, 3M-Rate-SecondaryMarket, 3Y-CMaturityRate, 5Y-CMaturityRate, bankCredit, currency, demandDeposits, federalFunds, moneyStock, checkableDeposits, loansLeases, savingsDeposits, tradeCurrencies
@outputs 30Y-CMortgageRate 
@data
6.55,86.913,9.92,5.65,5.64,7.44,7.78,2293,200.5,288.1,6.61,762.4,555.6,1752.1,945.4,6.63
12.58,92.784,13.6,11.52,11.39,11.97,11.8,1189.1,112.9,266.4,12.38,408.5,291.5,896.4,193.8,12.28
6.7,90.105,10.66,5.74,5.78,7.96,8.3,2245.1,195.4,290.4,6.68,752.6,551.3,1718,939.1,6.96
14.8,99.684,15.5,14.15,13.67,13.89,13.84,1244,118,238.6,15.43,425.7,304.1,937.5,373.7,13.98
6.87,85.476,10.3,5.78,5.83,7.88,8.25,2318.6,202.4,290.8,6.93,771.2,562.6,1771.3,948,7.03
6.77,86.603,10.19,5.98,5.89,7.75,8.12,2311.6,201.7,288,6.81,766.5,558.4,1767.9,948.2,6.92
3.32,80.839,8.01,3.14,3.16,4.79,5.69,2918.8,282.9,323.4,3.27,980,688,2103.6,1155.5,3.52
7.69,90.236,10.44,6.72,6.7,8.45,8.67,2366.1,206.1,288.8,7.59,782.8,568.2,1815.3,958.2,7.79
4.84,82.955,8.35,3.75,3.81,5.17,6,2862.6,267.3,289.6,4.22,897.1,622.3,2113.2,1049.7,4.17
3.83,84.729,8.54,3.71,3.67,5.67,6.56,2895,276.5,313.5,3.69,955.1,670.7,2107.8,1131.5,4.18
7.82,89.933,10.49,6.88,6.93,8.56,8.74,2373,206.9,290.7,7.8,786.7,570.9,1816.9,957.5,7.85
7.79,121.609,12.01,7.24,7.2,9.13,9.55,1874.2,166.8,261.1,7.89,609.5,437.5,1443,807.8,7.97
3.02,82.322,8.01,2.67,2.76,4.34,5.35,2941.3,287.3,332.9,3.2,1000,704,2110.7,1173.5,3.09
9.4,118.137,16.21,8.62,7.88,12.07,12.53,1391.4,129.1,227.9,10.11,453.4,319.1,1068.6,344.6,10.63
5.58,92.632,6.77,4.44,4.44,4.64,4.59,4539.3,460.7,379.2,4.69,1100.2,631.2,3314.1,1599.1,4.63
11.41,125.879,14.66,10.01,9.92,13.38,13.67,1669.1,152.3,241.3,10.91,541,382.7,1265.1,699.9,12.17
5.62,102.152,9.99,5.08,5.05,6.43,6.72,2057,178.3,286.9,5.75,692.8,508.2,1556.6,917.7,5.57
4.86,95.791,7.23,4.5,4.52,5.43,5.51,4521,482.2,365.5,4.73,1104.3,613.6,3324.6,1688.8,4.93
5.54,90.24,7.47,5.05,5.05,6.02,6.14,3969.1,410.9,397.8,5.44,1065.6,645.1,2931.4,1333.2,5.56
11.25,127.899,14.66,10.17,10.11,13.06,13.23,1670.5,153,242.2,11.21,542.7,383.4,1267.1,697.1,12.03
3.06,85.292,7.42,2.89,2.91,4.3,5.1,3003.9,304.3,357.9,2.9,1067.1,755,2126.8,1200.7,3.27
6.76,107.641,10.62,6.09,6.07,7.14,7.33,2001.2,174.1,281,6.86,665.9,484.5,1530.3,874.7,6.54
4.87,84.862,8.69,4.64,4.62,5.95,6.64,2839.1,265.7,286.6,4.74,888.3,615.5,2105.5,1031.6,4.96
8.38,92.034,10.67,7.91,7.85,9.01,9.01,2671,230.9,274.3,8.12,803.1,565.5,2057.3,911.3,8.56
6.27,95.329,9.43,5.53,5.62,6.98,7.24,2159,185.6,295.8,6.13,738.3,546.9,1643.3,968.1,6.26
6.89,85.936,10.32,6.13,6.16,8.06,8.39,2337.3,203,288.5,6.82,769.6,560.2,1788.7,946.2,7.23
5.57,98.551,6.97,4.92,4.95,5.48,5.51,4305,443.7,379.4,5.54,1080.6,627.6,3162.3,1512.5,5.37
5.51,92.204,6.69,4.39,4.37,4.41,4.36,4555.1,459.6,379.8,4.97,1096.9,629.1,3330.8,1597.9,4.47
8.08,85.859,10.29,7.55,7.54,8.38,8.62,2734.3,239.8,277.5,8.3,818.7,569.7,2105.8,922,7.93
5.35,84.199,8.23,5.2,5.15,6.34,6.52,3684.9,384.5,409.2,5.53,1109.4,714.9,2703.3,1219.1,5.8
9.8,89.19,10.86,8.65,8.64,9.43,9.37,2466.3,214.8,282.6,9.83,782.7,561.5,1906.5,894.9,9.39
3.09,86.507,7.1,3.03,3,4.34,5.02,3056.5,312.9,369.1,3.06,1095,773.1,2154,1209.1,3.41
8.05,135.027,13.12,7.78,7.75,10.51,11.07,1746.3,156.8,244.5,8.27,554.2,393.1,1337.6,721,9.04
5.56,99.316,6.94,4.98,4.93,5.39,5.43,4316.6,444.1,374.1,5.61,1073.3,620.1,3166.4,1522.7,5.31
7.84,118.354,10.97,6.98,6.99,8.46,8.75,1953.2,168.8,265.8,7.87,621.8,448.1,1487.8,820,7.73
5.69,104.004,9.89,5.18,5.19,6.57,6.8,2058.9,178.7,289.2,5.86,698.4,513.9,1558.9,927.5,5.74
6.84,94.956,10.66,5.59,5.55,7.89,8.1,2188.5,187.6,294.7,6.7,744.2,549.8,1667.4,966.8,6.8
5.86,88.179,9.47,5.5,5.44,7.12,7.73,2778.7,257.1,277.8,5.79,850.4,586,2112.6,975.1,6.15
5.94,78.326,7.51,5.48,5.56,5.83,5.96,3501.3,368,384.7,6.03,1146.1,768.6,2519.4,1095.1,5.69
5.38,85.063,8.14,5.07,5.12,6.4,6.59,3694.7,388.2,403.2,5.22,1091.4,694,2726.4,1238.2,5.82
5.45,86.274,7.67,5.08,5.05,6.06,6.22,3765.5,395.6,400.5,5.37,1080.3,676.4,2788,1274.9,5.55
10.48,131.656,14.19,10.11,10.01,12.06,12.26,1707.6,154.5,242.9,10.01,545.8,386.4,1303.6,686.9,11.16
4.24,87.46,8.88,4.02,4.02,6.14,6.91,2881.7,271.7,309.6,3.95,937.7,658.8,2119,1101.9,4.64
8.4,92.564,9.72,7.68,7.67,7.74,7.79,2601.2,221.3,278.3,8.46,788.2,560.5,2021.5,886.7,7.71
9.08,120.154,13.65,8.73,8.75,10.82,11.22,1528.5,143.2,238.6,9.04,514.3,366.2,1136.8,686.7,9.89
6.01,84.119,8.8,5.83,5.79,7.39,7.47,3353.6,357.9,383.6,5.95,1147.6,781.7,2417.9,1119.5,6.79
5.97,86.707,9.47,5.57,5.63,7.21,7.7,2777.2,256.3,274.6,5.69,842,578.7,2118.9,958.6,6.26
7.33,94.597,10.99,6.32,6.36,8.64,8.94,2231.9,191.7,290.3,7.21,749.5,550.3,1702.7,953.4,7.65
5.89,89.051,9.5,5.6,5.58,7.35,7.87,2791,260.1,280.2,5.75,864.9,596,2105.5,996.1,6.29
3.41,87.661,7.32,3.33,3.35,5.03,5.6,3140.9,329.8,388.4,3.25,1137.2,799.8,2202.5,1226.7,4.01
9.4,86.663,10.68,8.14,8.11,9.12,9.1,2434.8,212.6,284.5,8.87,783.8,565,1869.9,927.4,9
4.93,96.12,7.51,4.51,4.5,5.7,5.81,4532.7,482.6,359.9,4.71,1096.8,605.5,3332.1,1695.9,5.12
8.74,140.985,13.24,8.64,8.51,11.13,11.6,1780.2,158.6,248.1,8.75,567,403.8,1367.3,744.5,9.97
7.83,118.252,10.81,7.04,7.04,8.25,8.5,1953.8,168,267.2,9.55,620.4,447.7,1488.8,818.7,7.63
5.29,92.769,6.83,4.52,4.44,4.6,4.59,4538.2,461.7,381.4,4.48,1109,639,3311.8,1595.3,4.59
9.01,120.496,14.15,8.03,7.93,10.52,10.73,1412.8,131.2,232.8,9.44,468.5,333.2,1082.1,358.7,9.26
4.86,95.369,7.23,4.57,4.51,5.42,5.53,4509.3,480.3,364.5,4.76,1099.5,610.8,3319.8,1689,4.89
3.15,89.59,7.23,3.1,3.05,4.59,5.21,3151,324.4,383.2,3,1131.1,799.2,2201.2,1218,3.63
8.31,92.264,12.58,6.37,6.76,8.64,8.9,1149.2,109.7,255.5,8.99,390.5,276.6,873.9,182,7.87
5.95,90.491,9.64,5.58,5.57,7.44,7.97,2793.7,259.3,280.5,5.79,862.4,594.6,2113.2,992.2,6.3
8.55,91.419,9.68,7.65,7.71,7.66,7.64,2538.2,218.7,278.6,8.95,780.5,553.3,1976.2,864,7.73
6.44,82.008,9.29,5.94,5.94,7.12,7.51,2774.3,254.7,273.4,6.26,832.4,570.6,2127.7,937.2,6.3
5.43,90.819,7.94,5.13,5.17,6.42,6.58,3846.3,401.9,399.4,5.26,1069.5,659.2,2836.4,1306.4,5.81
20.08,96.064,14.83,16.34,16.76,14.1,13.68,1224.8,115.2,263.7,18.82,410.3,291.6,924.8,403.8,15.52
17.33,100.946,16.35,15.04,14.78,13.64,13.29,1158.3,107.6,255.8,19.39,385.5,274.6,892.1,179.4,15.74
8.43,136.879,12.91,8.16,8.17,10.42,10.99,1758.6,157.8,246.6,8.59,560.9,398.7,1347.5,730.2,9.18
5.23,83.393,7.41,4.86,4.87,5.44,5.65,3653.5,373.6,401.5,5.31,1122.2,740.1,2657.1,1171.4,5.14
12.65,92.856,13.85,11.41,11.66,12.08,11.89,1195.8,113.7,266.1,12.55,409.6,292.2,902.1,193.9,12.56
5.55,96.164,6.94,5.12,5.04,5.37,5.38,4151.9,426.5,392.5,5.74,1073,638.3,3041.3,1406.9,5.25
8.1,82.78,10.22,7.19,7.16,8.18,8.47,2737.9,243.3,277.9,8.2,821.1,569.7,2105.2,922.3,7.62
6.01,78.174,8.37,5.7,5.63,6.72,6.89,3461.1,365,380.2,5.98,1149.5,775.7,2464.8,1082.3,6.28
6.82,109.805,10.74,6.33,6.42,7.74,8.02,1991.1,173.5,279.4,6.95,659,479.5,1526.8,863.1,7
4.86,95.5,6.92,4.27,4.29,4.96,5,4507.1,474.5,369.5,4.8,1103.3,620.6,3313.6,1660.8,4.66
5.31,84.533,8.08,5.02,5.01,6.21,6.42,3661.4,377.9,407.7,5.26,1116.2,729.5,2665.9,1196.4,5.59
8.19,90.625,10.29,7.8,7.74,8.5,8.52,2667.8,233.1,274.3,8.19,807.6,567.3,2056.1,913.3,8.18
3.81,84.198,8.48,3.66,3.63,5.55,6.44,2900,276.9,313.6,3.73,955.5,670.5,2109.9,1134.9,4.12
14.63,117.536,16.73,12.59,12.88,14.95,14.9,1378,127.4,225.8,14.17,445.7,313.4,1058.6,342.7,14.62
9.42,94.86,13.38,8.95,8.15,9.23,9.89,1149.6,108.9,253.7,10.71,385.5,273.1,875.5,177.2,9.02
11.29,128.031,14.54,10.55,10.48,12.44,12.63,1676,153.4,242.1,11.59,542.7,383,1272,689.2,11.8
8.11,133.114,13.14,7.75,7.67,10.39,10.96,1752.4,156.3,246.4,7.95,555.3,394.7,1341.5,708.2,9.1
14.3,110.07,16.78,12.68,12.54,13.95,13.87,1368,126.6,229.7,15.53,446.8,316.4,1048.9,343.9,13.71
3.09,86.722,7.17,3.05,3.02,4.44,5.12,3058,312.2,369.6,2.98,1095.9,774.6,2159.1,1209,3.48
5.82,104.756,9.81,5.41,5.41,6.55,6.85,2068.7,179.5,290.6,5.98,704.4,519.4,1569.9,933.2,5.89
8.81,95.097,10.03,7.64,7.73,8.19,8.12,2561.2,219.5,276.8,9.05,782.1,555.1,1996.3,868.3,8.18
7.01,85.977,10.4,6.31,6.26,8.19,8.53,2334.2,203.3,288.6,7.02,771.7,562,1786.3,946.6,7.33
6.06,103.975,9.35,5.51,5.49,6.38,6.62,2086.4,180.4,299,5.97,718.1,532.5,1582,938.7,5.83
6.59,93.835,10.47,5.79,5.69,7.71,7.92,2176.9,186.3,299.3,6.5,744.9,552.9,1653.9,968.5,6.76
7.06,86.213,10.52,6.28,6.22,8.26,8.64,2332.6,203.4,288.9,7.04,772.4,562.4,1786.7,948.8,7.4
9.98,116.889,15.59,8.6,8.31,12.25,12.54,1397.8,129.2,228.6,10.15,455.2,321,1074.9,345.4,11.12
5.98,78.927,7.83,5.71,5.69,6.25,6.4,3475.4,368.4,381.8,6.02,1145.2,767.7,2494.9,1089.9,5.98
9.18,119.185,13.42,8.41,8.58,11.01,11.42,1550.5,144.9,238.6,9.4,518.7,369.5,1153.7,677.4,9.92
8.18,91.977,10.67,7.18,7.2,8.89,9.06,2381.4,207.8,290.1,8.02,785.7,569.5,1826.2,950.2,8.28
3.15,87.502,8.32,3.13,3.16,5.17,6.05,2948.2,290.6,335.9,2.97,1014.4,716.2,2109,1183.7,3.73
4.88,82.986,8.73,4.61,4.71,6.78,7.17,3275.8,348.2,387.2,4.73,1152.6,795.4,2314.7,1189.9,5.85
5.64,82.431,7.11,4.91,4.89,5.29,5.44,3601,372.8,392.6,5.48,1126.6,745.3,2619.6,1139.2,5.21
8.8,117.363,12.74,8.65,8.57,10.17,10.51,1482.3,139.2,237.4,8.77,502.6,359,1103.1,686.4,9.43
5.19,93.245,6.93,4.47,4.42,4.57,4.51,4521.2,456.5,378.8,4.8,1093.4,628.6,3304.2,1581.5,4.52
7.44,87.404,10.4,6.51,6.5,8.26,8.52,2358.4,205.2,290.9,7.54,781.1,568.2,1807.4,959.9,7.53
4.86,91.887,6.78,4.28,4.26,4.62,4.6,4541.9,463.8,371.2,4.64,1092.5,620.6,3325,1624.8,4.49
3.53,87.544,7.51,3.4,3.47,5.19,5.74,3163,330.5,387.2,3.28,1138.8,800.6,2213.7,1226.5,4.16
6.07,84.677,9.25,5.76,5.66,7.73,7.78,3318.9,354.4,384.7,5.48,1151.4,789,2376.8,1149.9,7.2
9.62,131.995,14.05,9.54,9.33,11.48,11.69,1710.5,154.9,241.2,9.45,544.4,384.8,1307.2,688.7,10.46
4.94,91.37,6.79,4.38,4.36,4.63,4.63,4543.7,461.8,372.8,4.3,1094.1,624.1,3326.7,1614.3,4.55
10.83,122.929,14.47,10.07,9.95,13.08,13.36,1654.4,151.9,242,10.85,539.8,382.6,1251.3,702.3,12.02
5.34,93.616,7.88,4.72,4.67,5.78,5.82,4588.4,494.7,350.2,5.16,1094.1,590.7,3352.5,1739,5.28
5.46,85.557,7.44,4.98,4.92,5.77,5.92,3751.5,393.9,404.2,5.52,1081,678.7,2772.1,1266.7,5.42
7.89,82.34,10.13,7.12,7.11,7.95,8.22,2747.2,244.9,277.9,8.17,822.7,570,2111.8,922,7.41
9.69,91.354,10.93,8.41,8.43,9.08,9.06,2490.4,216.3,280.9,9.86,775.7,552.9,1928,861.1,9.05
3.15,87.057,8.32,3.1,3.08,5.09,6,2947.1,289.8,336.8,2.91,1017.3,719.7,2110.5,1184.1,3.64
8.45,92.338,12.18,7.88,7.93,9.23,9.46,1159.3,110.7,257.8,8.68,395.6,280.3,876.7,188.3,8.58
8.23,89.773,10.06,7.73,7.71,8.33,8.36,2688.7,235,274,8.33,809.4,565.8,2068.1,916.9,8.06
5.57,102.7,9.9,5.12,5.21,6.35,6.63,2058.1,176.3,288.3,5.83,687,503.5,1558,902.4,5.66
6.44,93.451,7.86,5.21,5.23,6.11,6.14,4785.1,516.1,355.7,5.44,1122.8,598.4,3520.7,1741,5.85
9.1,118.354,14.6,7.43,7.48,10.27,10.46,1411.2,130.8,230.2,9.6,464.1,328.9,1081.9,355.4,8.82
4.91,82.359,8.85,4.92,4.94,7.01,7.37,3289.2,350.7,385.4,4.72,1149.7,790.5,2331.8,1178.8,6.1
3.5,87.342,8.19,3.26,3.21,5.25,6.1,2952.1,292.5,339.1,2.93,1022.4,722.4,2114.2,1186.4,3.76
4.35,82.298,8.24,3.91,3.87,5.14,5.98,2861.3,268.2,292.7,4.19,901.9,626.6,2109.2,1051.3,4.14
10.03,90.116,11.22,9,9.03,9.82,9.69,2479,215.2,282.9,9.86,782.7,561.1,1913.9,892,9.78
3.35,88.279,7.11,3.28,3.27,4.85,5.4,3158.4,329.1,388.1,3.25,1137.1,800.4,2212.3,1225.8,3.88
5.24,84.258,7.02,4.88,4.81,5.03,5.27,3634.6,372.1,395.7,5.21,1116.9,736.4,2641.2,1159.4,4.85
5.52,95.244,7.03,5.1,5.05,5.38,5.44,4173.4,428.8,392.7,5.52,1074.8,638,3057.7,1424,5.26
4.88,95.646,7.11,4.51,4.48,5.1,5.13,4498.2,470.7,370.8,4.8,1097.7,618.8,3308.6,1645.1,4.77
9.46,121.332,13.19,9.04,9.09,11.04,11.55,1608.6,148,241,9.53,527.8,375.6,1200.4,668.5,10.05
3.06,84.866,7.43,2.88,2.91,4.3,5.14,2987.1,302.7,355.7,2.87,1058.6,748.4,2110.6,1197,3.25
6.72,93.659,10.48,5.47,5.69,8,8.24,2174.1,186.6,297.8,6.75,744.9,552.3,1653,966.7,7.03
5.44,84.148,7,4.99,4.97,5.18,5.35,3627,372.8,392.9,5.44,1114.3,733.1,2640.3,1156.6,5.05
4.83,94.897,7.02,4.48,4.49,5.21,5.32,4505.1,478.5,365.6,4.9,1099.8,613.2,3316.2,1682,4.78
9.46,121.21,13.77,9.28,9.26,11.41,11.73,1520.3,141.9,239.6,9.44,513,365.9,1132.8,682,10.57
5.76,81.594,7.62,5.14,5.26,5.97,6.08,3578.3,370.4,388.3,5.8,1133.2,753.3,2584.4,1120.9,5.69
6.01,80.236,8.4,5.76,5.72,6.83,7.01,3388.8,363,381.9,5.97,1146.9,775.3,2450,1097,6.37
8.29,92.153,10.25,7.8,7.78,8.61,8.6,2656.3,229.8,277.9,8.25,807.3,570.9,2049.7,912.5,8.29
3.1,86.825,7.21,3.1,3.06,4.53,5.19,3070.7,311.4,368.6,3.1,1093.5,772.9,2166,1208.7,3.55
5.58,89.805,7.62,5.12,5.04,6.17,6.31,3966.7,409.9,401.8,5.82,1070.8,651.5,2933.5,1331.9,5.63
7.35,86.959,10.51,6.44,6.43,8.2,8.5,2345,204.5,291,7.37,777.6,566,1795.9,955.3,7.46
6,77.349,8.27,5.74,5.65,6.54,6.7,3478.5,367.5,378.6,6.05,1144.8,768.4,2487.6,1086.6,6.16
6.55,88.502,9.87,5.64,5.63,7.35,7.7,2280.8,199.5,286.6,6.64,756.4,550.6,1741.5,938.7,6.63
7.55,128.643,11.94,7.06,7.07,9.13,9.64,1839.5,162.9,255.8,7.77,591.8,421.7,1411.5,780,7.82
3.18,83.926,8.23,2.94,2.95,4.89,5.83,2942,288.2,337.5,3.05,1011,714.4,2111.3,1177.5,3.48
7.67,112.263,10.68,6.97,7.05,8.1,8.32,1963.1,169.8,266.7,7.84,626.4,451.6,1497.5,822,7.62
5.34,86.769,7.87,5.04,5.03,6.15,6.33,3783.1,396.6,402,5.19,1078.2,673.3,2797.3,1282.8,5.61
4.28,86.878,8.53,4.23,4.18,6.3,6.73,3190.8,338.3,383.7,4.22,1142,795.6,2234.8,1222.5,5.29
3.13,86.709,7.34,3.1,3.09,4.5,5.18,3030.3,307.7,363.1,3,1078.9,762.5,2139.2,1205.1,3.53
4.77,83.856,8.51,4.58,4.56,6.55,6.95,3264.7,347.4,385.7,4.74,1152.5,795.9,2305,1190.6,5.62
9.05,130.089,13.55,8.59,8.55,10.75,11.21,1729.3,156,242.4,9.47,548.5,388.2,1323.5,695.5,9.64
5.85,83.984,9.23,5.44,5.53,7.62,7.79,3306.6,353.5,384.9,5.85,1151.4,789.9,2361.4,1156.9,6.89
8.15,135.536,12.93,7.76,7.92,10.34,10.76,1751.7,157.4,247.2,8.45,560.2,398.4,1341.3,729.1,9.03
5.99,77.298,8.26,5.66,5.67,6.64,6.81,3473.1,366.9,381.5,5.99,1149.2,773.5,2481.7,1085.7,6.24
5.8,81,7.94,5.42,5.44,6.21,6.36,3550.8,368.9,390,5.74,1146.6,767.4,2558.7,1104.9,5.86
8.91,116.897,12.82,8.66,8.45,9.9,10.13,1457.3,137.1,235.3,9.43,493.3,352.2,1093.8,655.4,9.17
7.8,119.891,11.64,7.24,7.23,8.78,9.21,1898.2,166.7,263.9,8.13,613.7,442,1459.9,811.5,7.85
8.41,86.724,10.31,7.82,7.91,8.77,8.84,2410.6,211.4,286.4,8.26,784.5,566.8,1852.3,935.4,8.55
5.11,96.604,7.52,4.52,4.5,5.55,5.61,4548.7,488.4,361,4.96,1099.8,602.3,3323.3,1724.5,4.98
3.09,88.451,7.31,3.14,3.12,4.56,5.13,3102.7,320.3,383.4,2.98,1123.8,796.1,2193.5,1216.5,3.61
8.21,90.342,9.83,7.64,7.59,7.93,7.91,2603.9,223.6,277.4,8.32,793.6,563.8,2018.4,898.9,7.82
7.69,128.549,12.03,7.23,7.22,9.41,9.91,1835.6,163.2,256.2,7.88,593.2,422.8,1407.4,782.3,8.03
5.56,98.662,6.94,5.01,5.04,5.49,5.51,4263.8,439.4,381.9,5.58,1074.5,626.3,3146.7,1491.5,5.4
9.78,121.999,13.42,8.93,9.09,11.21,11.62,1571.9,146.5,239.3,9.52,521.7,371.2,1169.5,681.5,10.15
6.58,98.164,10.34,5.93,5.94,7.93,8.24,2210.1,190.2,290.7,6.58,746.9,548.4,1683.6,958.6,6.93
13.81,109.075,17.52,12.43,12.31,14.26,14.02,1346.3,124,231.1,13.86,441.8,314,1030.3,344.4,14.08
9.19,93.99,10.03,7.96,7.81,7.94,7.93,2528,217.9,280.4,9.58,780.2,554.2,1962.3,862.3,7.97
3.32,88.867,7.21,3.24,3.25,4.81,5.36,3158.1,327.9,389.3,3.2,1135.7,800.3,2216.3,1227.2,3.85
5.32,84.071,7.88,5.08,5.03,6.12,6.28,3691,385.1,410.2,5.38,1107.6,712.6,2706.1,1221.1,5.6
6.6,86.08,10.05,5.69,5.74,7.66,8.03,2304.5,201.4,289.3,6.62,765,557.3,1761.3,946.7,6.78
3.09,87.322,7.16,3.04,3.02,4.34,5,3049.6,309.8,365.4,3.01,1086.7,767.9,2155.3,1207.6,3.41
8.12,112.946,13.12,7.62,7.75,9.55,9.92,1432.7,133.9,233.4,8.49,477.9,340.6,1087.6,541.7,8.56
4.79,84.535,8.63,4.58,4.49,5.84,6.56,2845.8,265.4,284.7,4.89,886.6,614.3,2110.1,1033.5,4.82
8.01,135.523,13.12,7.74,7.73,10.49,11.01,1746,156.8,245.5,8.23,556,394.9,1338.9,724.6,9.05
5.71,82.644,7.23,5.15,5.02,5.43,5.56,3609,372.9,389.8,5.9,1125.1,743.6,2623.3,1138.6,5.3
8.12,91.23,10.38,7.23,7.25,8.48,8.57,2396.8,209.5,287.9,8.38,783.1,566.3,1843.7,936.9,8.13
17.6,101.503,16.35,14.42,14.3,12.91,12.57,1157.3,107.3,255.1,19.04,384.7,274.1,889.8,178.5,14.68
8.62,116.745,12.68,8.46,8.48,9.95,10.32,1473.3,139,236.8,8.72,501.1,357.8,1096.1,683.6,9.23
10.08,118.986,15.13,7.8,7.52,11.6,11.74,1406.8,130.6,229.8,10.12,460.4,325.3,1080.1,350,10.34
5.87,88.528,9.47,5.5,5.48,7.13,7.69,2773.7,256.9,278.5,5.79,848.9,585,2111.5,969.3,6.13
8.25,84.696,10.22,7.32,7.29,8.33,8.58,2721.8,242.8,280.5,8.26,825.1,573.8,2095,923.3,7.79
9.92,89.702,10.98,8.69,8.74,9.61,9.49,2475.6,215.2,282.6,9.83,783,561.4,1913.6,893.5,9.56
13.3,94.227,12.9,11.94,11.72,10.69,10.54,1133.6,105.9,258.8,13.94,385.1,276.1,869.8,192.5,11.9
5.81,82.763,7.15,5.3,5.26,5.42,5.55,3601.9,372.8,386,5.73,1124.4,743.1,2614,1134.1,5.35
17.48,105.464,16.71,13.45,14.31,14.15,13.81,1272,118.9,235,19.1,427,303.8,960.3,360.1,14.67
5.51,92.964,7.69,5.12,5.1,5.91,5.95,4692.3,506.8,358.1,5.44,1113.1,598.2,3449.2,1740.9,5.56
3.08,89.478,7.75,2.94,2.93,4.71,5.56,2967.9,296.6,341.8,2.92,1033.3,729.1,2112.7,1189,3.45
5.55,91.917,7.35,4.96,4.97,5.93,6.02,4043.1,418.8,388.9,5.54,1061.6,634.3,2990.3,1381.2,5.53
5.79,102.749,10.08,5.2,5.19,6.65,6.93,2064.6,177.7,287.3,6.08,691.4,507.2,1564.2,914.9,5.79
10.15,119.88,14.96,8.1,7.93,11.19,11.29,1409.8,130.6,230.3,10.77,463.3,328.2,1081.4,354,10.05
3.08,88.614,7.65,2.93,2.92,4.51,5.39,2968.1,296.6,342.8,3.06,1035.4,731.2,2109,1190.8,3.36
