@relation mortgage
@attribute 1MonthCDRate real [3.02,20.76]
@attribute 1Y-CMaturityRate real [77.055,142.645]
@attribute 3M-Rate-AuctionAverage real [6.49,18.63]
@attribute 3M-Rate-SecondaryMarket real [2.67,16.75]
@attribute 3Y-CMaturityRate real [2.69,16.76]
@attribute 5Y-CMaturityRate real [4.09,16.47]
@attribute bankCredit real [4.17,16.13]
@attribute currency real [1130.9,4809.2]
@attribute demandDeposits real [105.6,533]
@attribute federalFunds real [225.8,412.1]
@attribute moneyStock real [2.86,20.06]
@attribute checkableDeposits real [381.1,1154.1]
@attribute loansLeases real [269.9,803.4]
@attribute savingsDeposits real [868.1,3550.3]
@attribute tradeCurrencies real [175.6,1758.1]
@attribute 30Y-CMortgageRate real [3.02,17.15]
@inputs 1MonthCDRate, 1Y-CMaturityRate, 3M-Rate-AuctionAverage, 3M-Rate-SecondaryMarket, 3Y-CMaturityRate, 5Y-CMaturityRate, bankCredit, currency, demandDeposits, federalFunds, moneyStock, checkableDeposits, loansLeases, savingsDeposits, tradeCurrencies
@outputs 30Y-CMortgageRate 
@data
5.39,85.018,8.29,5.1,5.09,6.44,6.63,3676,381.3,411.4,5.21,1115.6,724.6,2688.8,1210.2,5.79
7.76,116.934,10.89,6.92,6.98,8.29,8.56,1948.5,168.8,263.5,7.83,619.2,445.5,1483.5,819.1,7.62
8.3,92.092,10.41,7.71,7.76,8.8,8.79,2665.4,230.2,276.8,8.27,807,570.3,2056.2,912.3,8.41
6.54,87.935,9.85,5.62,5.63,7.33,7.63,2287.2,199.8,286.2,6.6,757.5,551.4,1749,941,6.63
5.56,92.067,7.38,4.91,4.97,5.91,6.04,4004.8,416.3,389.1,5.58,1062.7,637.5,2970.9,1365.8,5.48
8.22,83.236,9.81,7.06,6.99,7.57,7.8,2749.6,246.6,275.1,7.6,822.3,568.7,2117.4,923.3,7.24
8.26,91.383,10.54,7.79,7.74,8.73,8.79,2667.3,231.2,274,8.2,802.4,564.4,2056.8,911.1,8.36
9.17,84.15,9.68,6.52,6.48,7.49,7.79,2752.2,247.6,278.8,7.16,828.4,573.7,2115.7,924.1,6.95
12.49,104.525,16.9,11.1,10.94,13.56,13.44,1319.6,122.4,231.7,12.26,436.6,310.6,1006.2,343.5,12.79
7.75,128.289,12.23,7.3,7.21,9.46,9.98,1836.2,164,256.6,7.92,596.4,425.2,1412.2,785.5,8.15
5.08,96.312,7.63,4.61,4.61,5.77,5.88,4573.8,484.8,359.9,4.71,1100.2,606.5,3362.1,1704.7,5.14
5.33,90.475,7.84,5.1,5.09,6.27,6.42,3854.4,401,401.5,5.36,1072.5,663.2,2836.8,1299.8,5.7
7.35,94.56,11.02,5.5,6.48,8.71,8.97,2238.2,191.9,290.6,7.26,750.1,551,1706.5,953.5,7.7
8.99,85.148,10.44,8.05,7.94,8.98,9,2421.7,211.6,288.6,8.44,786.6,568.9,1860.3,930.4,8.75
4.74,83.63,8.56,4.62,4.55,6.52,6.92,3262.9,346.2,386.1,4.66,1152.4,796.8,2299.2,1198,5.61
8.96,119.328,14.2,7.44,7.54,10.28,10.5,1411.4,130.9,230.9,9.53,465.5,330.4,1082.4,356.6,8.89
5.36,84.951,8.23,5.19,5.13,6.4,6.59,3693,383,412.1,5.23,1112.6,719.7,2703.7,1213.7,5.8
6.75,91.784,10.79,5.8,5.62,7.96,8.32,2241.7,195,294.8,6.43,756,554.9,1714.1,940.5,6.87
5.37,92.745,7.67,5.03,5.05,5.83,5.88,4678.7,504.7,357,5.2,1110,597.2,3437.5,1739.1,5.5
3.72,86.697,8.64,3.64,3.6,5.75,6.65,2892.6,275,312.9,3.84,950.4,668.1,2108.7,1127,4.12
12.57,104.021,17.3,11.66,11.59,14.32,14.46,1325,122.8,234.8,12.98,442.1,315.6,1013.3,346.6,13.8
7,93.57,10.81,6.03,5.68,8.27,8.52,2187.3,186.9,300.4,6.77,748.6,555.6,1665.4,967.1,7.2
9.41,120.921,13.38,9,8.97,11.1,11.52,1567.8,145.9,239.2,9.49,521,371.1,1166,681.4,10.1
3.1,88.374,6.97,2.99,3.08,4.57,5.14,3152.2,327.9,387.9,3.17,1135.4,800,2211.3,1227.5,3.66
5.73,103.045,9.96,5.24,5.2,6.64,6.96,2052.7,176.8,286.6,5.82,686.7,502.8,1554,905.3,5.79
5.58,97.467,6.96,4.99,4.93,5.52,5.5,4272.8,440.2,381.8,5.42,1075.9,626.7,3149.7,1493.6,5.41
8.43,92.472,12.35,7.08,7.42,8.96,9.23,1150.8,110,256.7,9.08,392.2,277.9,873.3,182.9,8.23
7.97,135.153,12.94,7.69,7.5,9.75,10.39,1811,160.7,251.4,8.14,575.8,410.1,1390.6,752,8.52
3.1,85.012,7.38,3.07,3.05,4.5,5.19,3037.6,307,362.3,3.01,1076.8,761.3,2151.2,1205,3.49
5.28,85.055,7.78,5.04,5.03,5.97,6.15,3715.5,390.9,399.1,5.27,1081.4,681.8,2744.3,1255.5,5.48
3.96,84.161,8.73,3.72,3.76,5.61,6.5,2875.6,271,303.2,3.93,926.1,648,2115.6,1088.2,4.19
4.14,86.193,8.83,3.96,3.94,5.86,6.7,2873.3,271.2,303.6,3.96,927,648.6,2115.7,1095.3,4.41
5.17,92.403,6.83,4.07,4.12,4.2,4.22,4520.2,455.6,377.5,4.95,1091,627,3287.8,1565.5,4.1
8.18,91.782,10.65,7.26,7.28,8.79,8.92,2384.5,207.9,290.8,8.15,786,569.7,1829.5,947.3,8.24
5.56,97.526,7.04,5,5,5.52,5.53,4253.4,438.4,387,5.43,1079.4,632.4,3128.6,1487.2,5.42
3.1,88.178,7.57,3,2.97,4.46,5.23,2992.9,299.2,343.2,3.04,1039.3,732.4,2120.5,1187.9,3.36
9.08,86.799,10.8,8.24,8.24,9.3,9.28,2432.6,213,285.6,9.22,785.7,566.6,1873.5,922.9,9.17
8.16,89.699,9.8,7.57,7.53,7.95,7.94,2613.3,224.3,279.2,8.22,796.1,565.6,2022.9,900,7.78
8.46,115.901,13.06,8.12,8.16,10,10.38,1440.1,134.5,234.2,8.53,481.8,343.7,1090.2,582.7,8.98
5.51,95.905,6.99,4.98,5.02,5.36,5.45,4171.7,428,391.7,5.53,1072,636,3054.1,1415.8,5.22
5.92,97.756,9.08,5.44,5.51,6.46,6.66,2137.1,183,296.9,6.13,728.8,540.4,1627.6,954.6,5.82
17.78,105.046,16.76,15.46,15.69,14.42,14.06,1269.4,118.5,233.7,18.4,423.2,300.6,957.5,361.3,15.22
14.26,115.11,16.71,12.25,12.46,14.57,14.48,1376.4,127.3,228.1,14.24,448.7,316.7,1058.3,343.3,14.22
8.21,132.563,13.18,7.97,7.81,10.32,10.9,1746.1,156.2,244.7,7.99,553.2,392.7,1339.6,705.3,9.09
5.75,81.679,7.35,5.43,5.38,5.58,5.71,3592.6,371.9,392.2,5.74,1135,754.4,2605.3,1124.3,5.43
8.97,117.042,12.82,8.68,8.64,10.06,10.28,1457.4,136.9,236.2,8.88,493,352.1,1095.5,650.5,9.34
8.98,119.003,12.96,8.73,8.7,10.2,10.49,1488.4,139.7,238,8.84,504.9,360.4,1107.5,687.7,9.54
9.82,88.463,10.91,8.73,8.67,9.43,9.42,2470.9,214.2,285.7,9.8,786.3,565.7,1911.5,895.7,9.4
5.57,98.188,6.96,4.95,4.96,5.47,5.47,4286.1,443.5,376.2,5.5,1073.2,620.5,3154.9,1511.1,5.36
5.61,88.419,9.14,5.34,5.32,6.66,7.3,2801.1,261.8,280.7,5.6,873.1,602.9,2103.2,1004.2,5.7
5.79,102.139,9.95,5.3,5.29,6.66,6.92,2061,178.7,289.4,5.91,698.7,514,1564.2,924.6,5.82
3.09,87.803,7.08,3.11,3.11,4.49,5.04,3090.8,320.4,383.8,3.03,1123.4,795.4,2183.6,1216.6,3.58
4.69,84.501,8.54,4.59,4.56,6.53,6.9,3255.2,345.5,385.5,4.35,1151.1,796.1,2291.7,1198.2,5.63
3.09,85.717,6.96,2.98,2.96,4.19,4.73,3077.4,315.8,376,3.03,1107.9,783.5,2171.8,1211.2,3.38
6.58,110.948,9.92,5.84,5.84,6.59,6.8,1979,171.5,272.2,6.97,640,463.3,1517.3,839.3,6.21
5.91,102.758,10.04,5.64,5.48,6.35,6.7,2032.8,176.3,284.4,6.38,681.3,497.3,1545.8,897,5.85
4.87,94.409,6.98,4.38,4.39,5.07,5.11,4492.8,473.2,374.1,4.79,1105.8,624.4,3303.2,1649.8,4.75
3.11,87.91,7.11,3.11,3.08,4.47,5.03,3084.9,319.1,383.8,3.04,1122.8,796,2179.7,1217.6,3.56
3.07,85.846,7.45,2.89,2.85,4.26,5.08,2987.2,301.3,347.8,2.93,1045.3,736.4,2112.5,1186.7,3.21
5.75,81.4,7.45,5.22,5.24,5.75,5.84,3587.4,371.4,390.7,5.76,1134.9,754.4,2593.1,1123.8,5.58
13.22,94.932,12.85,12.09,12.05,11.83,11.68,1145.1,106.5,262.4,12.8,389.9,280.2,878,189.9,12.8
8.06,91.551,10.4,7.17,7.19,8.54,8.67,2384.2,209.2,289.1,8.17,785.8,568.9,1832.2,941.3,8.07
4.89,95.084,7.06,4.57,4.52,5.25,5.29,4509.1,469.8,369.3,4.85,1096.8,618.8,3310.7,1645.2,4.89
5.56,93.095,7.75,5.11,5.12,6,6.03,4725.2,507.2,354.3,5.52,1110.5,595.2,3465.8,1740.6,5.65
7.99,119.022,11.09,7.02,7.02,8.24,8.54,1932.4,167.6,267,8.02,618.9,446.5,1474.2,816.3,7.59
9.21,93.636,12.55,8.72,8.6,10.18,10.47,1168.8,111.4,259.8,8.85,399.1,283.1,883.2,190.8,9.71
13.29,94.685,12.89,12.19,12.17,10.96,10.87,1137.2,106.1,260.2,13.77,387.1,277.8,872,193.6,12.11
10.26,119.227,13.63,9.67,9.74,11.96,12.36,1626.6,149.7,242,10.41,533.2,379.2,1218.7,705.7,10.91
6.21,98.057,9.11,5.66,5.55,6.57,6.81,2140.2,183.6,295.2,6.21,730.6,541.3,1625.2,954,5.98
3.07,89.421,6.99,3.02,2.97,4.43,5.03,3152,325.1,387.9,2.98,1131.7,799.2,2204.5,1226.7,3.52
10.11,119.44,13.48,9.65,9.76,11.77,12.17,1621.3,149.3,242,10.04,532.8,379.1,1210.9,709.1,10.85
6.01,80.438,8.38,5.76,5.75,6.81,6.95,3393.8,362.8,381.8,5.94,1148.1,776.9,2448.9,1098.9,6.39
5.34,88.66,7.88,5.06,5.04,6.17,6.36,3808.4,397.3,400.2,5.18,1079,673.4,2799.5,1283.7,5.62
8.6,115.569,13.6,7.86,7.91,9.88,10.22,1427,132.6,234.1,8.69,473.3,337,1087,430.8,8.8
8.2,90.231,10.31,7.8,7.74,8.49,8.53,2641.4,226.7,279.1,8.25,799.9,566.7,2037.7,905.6,8.19
7.53,95.523,11.21,6.49,6.65,9.1,9.39,2229.6,192.4,290.8,7.43,750.4,551,1703.7,951.4,8.1
4.9,96.163,7.41,4.62,4.53,5.63,5.75,4539.9,482.4,360.6,4.65,1100.3,609.3,3337.3,1694.2,5.08
4.01,84.428,8.67,3.86,3.81,5.61,6.44,2885.5,270.5,301.4,4.17,923.2,645.5,2123.8,1082.7,4.19
5.6,90.607,8.18,5.18,5.17,6.58,6.75,3856.5,402.2,400,5.86,1069.3,658.7,2836.8,1306.7,5.99
5.31,84.516,7.92,4.97,4.96,6.1,6.31,3656.6,376.6,404.7,5.24,1117.1,731.9,2671.4,1188.1,5.52
8.52,116.748,12.75,8.03,8.12,9.77,10.02,1464.5,137.7,233.4,8.7,492.1,350.5,1097.7,664.5,8.98
8.02,85.134,10.24,7.49,7.46,8.33,8.56,2725.9,240.5,277.7,8.08,820,570.3,2094.4,922.9,7.85
5.87,88.526,9.47,5.6,5.51,7.16,7.64,2788.1,256.5,276.9,5.92,846.2,582.7,2124.9,963.7,6.11
3.1,86.916,7.25,3.1,3.06,4.54,5.21,3048.3,310.8,366.4,3.03,1089.9,769.7,2155.4,1207,3.57
7.15,86.419,10.58,6.34,6.35,8.4,8.73,2338.3,204,287.8,7.14,772.4,561.6,1788.5,949.8,7.58
20.76,96.858,14.95,16.67,16.21,14.17,13.69,1224.9,115.1,262.9,19.83,409.4,290.8,925,399.8,15.44
5.48,85.67,7.57,4.83,4.83,5.89,6.06,3765.5,394.4,403.4,5.22,1079.3,676.6,2783.9,1270.1,5.46
8.58,91.975,12.23,8.21,8.08,9.16,9.46,1155.1,110.4,258.3,9.26,395.1,280.1,875.1,186,8.54
9.75,90.021,11.02,8.66,8.53,9.26,9.16,2485.4,216,281.5,9.86,781.8,559.6,1923.5,871.2,9.22
5.83,104.02,9.64,5.39,5.36,6.44,6.75,2072.6,179.5,289.7,6.13,704.2,519.3,1573.2,935.4,5.79
7.22,133.947,12.05,6.73,6.81,8.9,9.5,1829.6,161.9,253.7,7.13,585.4,417.3,1403.4,770.1,7.66
5.58,95.831,7.15,5.05,5,5.57,5.58,4245.6,432.5,389.8,5.6,1083,642.4,3104.2,1451.3,5.36
6.67,106.413,10.61,5.99,5.97,6.99,7.21,2005,174.4,281.6,7.02,667.9,486.2,1534.8,876.9,6.36
8.48,115.763,12.55,8.1,8.14,9.69,10.1,1470.7,138.6,237.4,8.59,500.7,357.9,1095,680.2,8.93
8.83,94.236,10.21,7.99,7.98,8.33,8.26,2552.9,219,278.4,9.01,781.6,554.4,1985.4,864.1,8.36
9.36,95.868,10.19,8.22,8.13,8.45,8.37,2516,217.7,277.1,9.48,774.6,549.3,1950.6,859.4,8.53
5.12,86.192,8.78,4.99,4.85,6.12,6.79,2828.6,265.3,283.1,5.1,883,610.3,2102.2,1025.2,5.15
5.75,79.159,7.8,5.41,5.4,6.07,6.24,3554.4,369,388.5,5.73,1148,768.8,2569.9,1102,5.71
4.76,83.828,8.49,4.14,4.03,5.38,6.21,2857.9,267.4,290.3,4.49,897.5,623.1,2112.7,1046.4,4.35
5.18,96.276,7.71,4.75,4.63,5.68,5.76,4555.2,485.3,358,4.95,1098.8,604.5,3326.3,1705.8,5.11
7.24,110.932,10.01,6.55,6.59,7.26,7.4,1965.7,170.7,270.3,7.52,633.4,457.4,1506.8,826.9,7.03
7.82,128.554,12.15,7.12,7.14,9.36,9.76,1860.5,164.9,259.6,7.88,602.4,431.1,1431.7,789,8.04
15.02,106.149,18.63,14.21,13.81,15.59,15.39,1298.9,120.4,230.6,15.46,428.4,303.7,985.9,343.6,15.53
4.04,81.975,8.23,3.85,3.77,5.12,6.01,2867.9,268.7,294.5,4.19,906.5,630.6,2116.4,1060.2,4.06
6.55,87.47,9.96,5.74,5.73,7.45,7.78,2291.4,200.1,288.3,6.51,760.4,554.1,1751.1,943.3,6.72
5.56,96.498,7.1,5.08,5.08,5.6,5.63,4235.9,436.4,385.4,5.6,1073.8,629.2,3110.1,1482,5.45
15.43,107.001,18.28,14.67,14.37,16.36,16.11,1301.7,120.1,230.3,15,427.3,302.9,988.3,346,16.52
5.52,83.141,7.08,5.03,5.03,5.29,5.44,3629.8,374,399.4,5.53,1129.4,746.9,2650.5,1149.5,5.17
4.5,84.9,8.57,4.43,4.4,6.58,6.96,3254.1,345.1,385.5,4.26,1151.5,796.8,2291.7,1197.4,5.6
13.34,94.96,12.85,12.11,12.1,10.75,10.52,1130.9,105.6,257.1,14.04,383.1,274.4,868.1,193,12.02
4.8,83.476,8.66,4.61,4.59,6.65,7.05,3272.6,347.6,387,4.7,1153.2,796.5,2305.6,1189.9,5.72
8.43,91.769,9.74,7.63,7.63,7.76,7.77,2596.9,221.5,277.5,8.51,789.2,561.6,2017.1,890.7,7.73
6.65,82.872,9.4,6.01,6.04,7.27,7.65,2771.1,255.5,273,6.31,835.2,572.6,2126.1,940.4,6.4
8.01,91.584,10.57,6.94,6.98,8.76,8.94,2384.5,207.1,290.2,7.75,785.2,569.4,1829.4,954.5,8.17
5.23,86.13,8.91,5.04,5.01,6.3,6.96,2829.6,264.7,283.6,5.24,881.7,609.5,2107.3,1024,5.39
15.44,94.976,14.28,14.31,13.98,13.33,12.77,1211.9,114.8,264.2,15.22,410.4,292.2,914.4,412.2,14.2
5.54,91.688,7.26,4.93,4.95,5.82,5.93,4036.9,417.8,392,5.46,1063.8,637.3,2984.3,1377.7,5.45
5.88,88.252,9.5,5.5,5.44,7.13,7.76,2784,257.3,278.5,5.78,850.8,586.3,2118.4,971.8,6.13
3.34,87.343,8.13,3.16,3.18,5.14,6.03,2951.7,293.3,339.1,2.94,1026.9,726,2110.2,1185.6,3.64
