@relation mortgage
@attribute 1MonthCDRate real [3.02,20.76]
@attribute 1Y-CMaturityRate real [77.055,142.645]
@attribute 3M-Rate-AuctionAverage real [6.49,18.63]
@attribute 3M-Rate-SecondaryMarket real [2.67,16.75]
@attribute 3Y-CMaturityRate real [2.69,16.76]
@attribute 5Y-CMaturityRate real [4.09,16.47]
@attribute bankCredit real [4.17,16.13]
@attribute currency real [1130.9,4809.2]
@attribute demandDeposits real [105.6,533]
@attribute federalFunds real [225.8,412.1]
@attribute moneyStock real [2.86,20.06]
@attribute checkableDeposits real [381.1,1154.1]
@attribute loansLeases real [269.9,803.4]
@attribute savingsDeposits real [868.1,3550.3]
@attribute tradeCurrencies real [175.6,1758.1]
@attribute 30Y-CMortgageRate real [3.02,17.15]
@inputs 1MonthCDRate, 1Y-CMaturityRate, 3M-Rate-AuctionAverage, 3M-Rate-SecondaryMarket, 3Y-CMaturityRate, 5Y-CMaturityRate, bankCredit, currency, demandDeposits, federalFunds, moneyStock, checkableDeposits, loansLeases, savingsDeposits, tradeCurrencies
@outputs 30Y-CMortgageRate 
@data
5.05,83.088,8.89,4.92,4.9,7.02,7.38,3279.6,349.4,387.3,5.07,1153.2,795,2324.7,1179.3,6.07
3.1,85.392,7.5,3.06,3.06,4.6,5.36,2999.6,305.3,359.6,3.07,1071,757.7,2126.8,1201.7,3.55
5.92,94.595,6.99,5.3,5.27,5.71,5.72,4111.4,425.8,397.7,5.44,1080.1,646.1,3023.3,1398.8,5.55
5.55,92.095,8.08,5.21,5.19,6.64,6.79,3889.3,404.4,394.4,5.48,1066.1,653.4,2862.2,1313.2,6.01
8.31,92.49,10.26,7.83,7.77,8.62,8.59,2651.5,229.4,277,8.33,805.5,569.5,2045.4,912,8.29
8.02,84.525,10.08,7.18,7.13,8.07,8.33,2732.2,243.2,277.5,8.23,821,569.6,2101.9,922.6,7.58
3.1,86.471,6.89,2.9,2.92,4.17,4.72,3069,317.3,375.2,3.05,1110.3,784.6,2167,1211,3.35
6.29,95.451,9.26,5.72,5.56,6.86,7.09,2156.2,184.7,295.3,6.21,736.3,545.7,1642.8,967.2,6.18
7.97,86.872,10.05,7.41,7.45,8.15,8.39,2732,238.9,279.5,8.13,819,570.9,2102.3,921.4,7.73
5.32,94.214,7.83,4.88,4.82,5.8,5.86,4604,493,351.7,5.34,1096.1,594.5,3357.8,1734.8,5.29
8.52,115.302,12.79,8.21,8.25,9.78,10.03,1447.5,136.2,235.3,8.59,489.2,349.1,1090.6,635.9,8.93
3.1,86.749,6.87,2.96,2.97,4.15,4.69,3074.2,317,376.3,3.24,1110.7,785.5,2170.5,1213.4,3.35
5.58,91.4,7.24,5.12,5.14,5.77,5.81,4065.7,420.8,395.1,5.6,1068.8,639.9,2994.5,1382,5.44
5.57,91.502,8.15,5.14,5.14,6.62,6.78,3880.1,402.4,395.3,5.37,1062.6,651.8,2849,1312.5,5.99
10.9,131.477,14.26,10.27,10.24,12.27,12.46,1704.6,154.7,242.2,10.73,545.4,385.5,1295.4,686.3,11.42
5.37,84.193,8.05,5.03,4.97,6.23,6.42,3656.6,376,407.7,5.08,1129.7,745,2670.7,1177.3,5.62
9.82,93.903,12.8,9.41,9.41,11.06,11.21,1171.9,111.9,260.1,9.35,400.1,283.7,883.8,191.9,10.79
8.47,138.865,12.9,8.2,8.21,10.4,11,1759.6,157.8,248.2,8.44,562.9,400.7,1349.3,731.9,9.19
9.06,120.303,13.78,8.45,8.31,10.01,10.51,1410.7,131.8,233.1,9.61,471.6,336,1080.3,363.1,9.23
5.34,93.038,7.82,4.66,4.61,5.76,5.8,4612.6,495.6,352.7,5.24,1096.8,592.6,3354.9,1740.9,5.26
3.72,87.466,8.23,3.29,3.24,5.19,6.04,2962.1,292.1,341.4,2.94,1024.4,724.8,2122.7,1188,3.72
6.86,95.8,10.35,5.64,5.77,7.72,7.91,2192.7,188.2,292.4,6.79,743.7,548,1671.6,967.3,6.77
18.02,111.463,17.13,15.67,15.43,15.88,15.45,1283,120.1,234.4,18.25,430.1,304.8,971.7,355.7,16.56
8.66,116.533,13.63,8,7.8,9.84,10.23,1421.3,132.8,234,8.86,474.7,338.4,1084.7,403.4,8.83
4.87,94.404,6.89,4.53,4.53,5.09,5.11,4517.1,469.4,372,4.75,1098.2,620.6,3308.4,1639,4.82
12.97,97.012,15.9,10.79,10.47,10.49,10.63,1153.2,108.3,252.7,15.12,383.3,271.7,882.5,175.6,10.94
7.72,116.128,10.85,6.99,7.06,8.21,8.52,1951.1,169.3,265.1,7.97,622.7,448.5,1487.3,819.3,7.63
5.34,83.769,7.81,5.02,5,5.91,6.08,3641.8,375.1,403.6,5.36,1123.2,739.4,2657.5,1177.1,5.44
5.72,95.062,7.03,5.29,5.24,5.7,5.71,4128.5,426.4,399.9,5.45,1084.1,649.5,3026,1402.1,5.52
4.22,86.504,8.85,4.02,4.04,6,6.79,2885.9,271.6,306.4,4.08,933.3,654.5,2123.7,1098.9,4.55
5.91,100.4,9.21,5.38,5.35,6.39,6.63,2128.9,182.1,295.3,6.01,724.7,537.3,1619.5,955.7,5.76
5.74,82.08,7.37,5.36,5.38,5.62,5.73,3593.4,371.3,391,5.71,1135,755,2608.1,1121.8,5.45
4.29,87.196,8.56,4.22,4.16,6.2,6.65,3192.5,337.3,384.5,4.02,1142.1,796.8,2231.7,1223.5,5.23
5.56,91.826,7.31,4.93,4.92,5.84,5.94,4021.6,417,393.6,5.58,1069.2,643.4,2971.9,1369.5,5.45
7.85,90.722,10.44,6.89,6.89,8.52,8.67,2369.5,206.9,290.4,7.84,784.5,568.8,1817.2,955.8,7.89
16.31,107.143,18.27,14.41,14.35,15.97,15.7,1287.7,120.1,231.1,16.09,428.8,304.1,976.7,347.2,16.13
4.83,94.515,7.1,4.48,4.48,5.27,5.39,4512.5,479.7,364.3,4.7,1098.8,610.8,3325.2,1686.4,4.79
7.93,118.583,11.5,7.19,7.24,8.75,9.12,1907.2,168,265.9,8.49,617.6,444.8,1462.4,812.9,7.9
6.04,79.89,8.38,5.64,5.69,6.84,7.01,3390.6,363.3,377.5,6.06,1141.5,769.3,2450.7,1092.1,6.38
7.45,134.74,12.27,7.21,7.03,9.06,9.6,1820.6,161.7,252,7.62,582.5,414.9,1398.5,765.8,7.85
3.09,86.245,6.81,3.04,3.02,4.09,4.62,3077.1,317.5,377.4,2.91,1113.4,787.8,2172.1,1212.5,3.36
5.73,82.49,7.6,5.34,5.31,5.84,5.96,3578,369.6,388.4,5.73,1144.1,764.7,2578.2,1109.8,5.59
3.11,84.488,7.47,3.08,3.06,4.58,5.29,3023,305.8,359.6,3.09,1072.3,758.3,2135.9,1205.6,3.58
8.13,90.394,10.33,7.32,7.31,8.44,8.53,2398.6,209.9,287.4,8.27,784.2,567.2,1844.9,937,8.07
9.21,118.013,13.08,9.09,8.88,10.47,10.8,1493.2,140.2,237.1,8.9,506,360.5,1109.6,691,9.78
6.86,94.54,10.7,5.7,5.67,8.01,8.23,2185.4,186.9,298.8,6.8,748,554.9,1662.4,968,6.95
7.94,85.801,10.19,7.39,7.38,8.24,8.48,2735,241,277.9,8.25,821.2,571.2,2104.7,923,7.74
5.33,84.193,8.19,5.14,5.16,6.44,6.62,3691.4,383.8,410.6,5.25,1111.5,717.7,2703.5,1217.6,5.85
6,101.552,9.32,5.53,5.46,6.38,6.63,2138.7,181.6,298.5,7.62,726.5,539.7,1626.2,954,5.8
7.58,134.545,12.83,7.28,7.25,9.43,10.06,1809.1,160.7,252.5,7.91,577.6,411.9,1387.5,754.3,8.22
3.27,80.147,7.94,3.17,3.1,4.58,5.48,2927.4,284.3,323.2,3.33,981.8,688.4,2106.8,1158.6,3.39
5.33,84.7,7.95,4.87,4.85,6.11,6.32,3660.2,376.2,405,5.24,1125.4,740.5,2676.2,1179.1,5.51
11.31,129.95,14.43,10.39,10.38,12.34,12.55,1696.5,154.2,241,11.52,543.4,383.7,1290.8,685.8,11.61
7.35,86.878,10.35,6.44,6.36,8.13,8.41,2359.6,204.8,292.4,7.43,781.2,569,1805.9,957.4,7.4
8.36,92.617,12.85,6.5,6.44,8.78,9.08,1149.3,109.6,255.2,9.68,389.2,275.8,873.5,180.7,7.89
10.24,120.437,13.73,9.64,9.64,12.08,12.47,1640.7,150.4,242.2,9.98,534.4,379.6,1228.7,702,10.98
11.32,127.96,14.39,10.49,10.31,12.45,12.67,1682.8,153.5,241.7,11.63,542.5,382.9,1278.8,687.3,11.73
15.24,98.475,16.25,12.73,12.18,11.23,11.08,1150.7,108,250.6,17.56,381.1,269.9,883,176.1,11.86
3.8,86.849,8.75,3.65,3.63,5.92,6.78,2891.6,274.7,313.7,3.77,949.2,667.4,2110.7,1125.1,4.25
9.35,122.661,13.4,8.92,8.88,10.98,11.42,1584.7,147.4,241.1,9.53,525.6,374.1,1176.6,684.9,9.91
8.65,92.066,12.18,8.17,7.98,9.19,9.44,1156.3,110.6,257.3,8.98,394.8,279.6,875.6,187.2,8.57
3.08,89.186,7.8,2.97,2.92,4.7,5.55,2974,296.2,339.6,3.15,1030.5,726.9,2115.8,1188.8,3.41
18.17,107.512,16.79,14.4,14.82,14.76,14.48,1272.1,119.5,232.8,19.93,427,302.7,961.5,360.9,15.27
6.05,92.927,8.06,5.3,5.17,6.26,6.33,4798.1,533,359.6,5.01,1150.3,608.9,3520.2,1709.1,5.95
5.55,94.934,7.09,5.14,5.16,5.55,5.6,4195.4,431.1,394.1,5.51,1082.1,643,3081,1437.4,5.42
5.58,94.636,7.19,5.12,5.08,5.62,5.69,4214.8,431.4,392.8,5.6,1082,642.6,3088.4,1440.5,5.43
5.36,85.306,8.39,5.16,5.11,6.56,6.77,3678.3,379.9,410,5.24,1116.9,727.6,2686.8,1203.7,5.86
5.28,85.21,7.86,4.96,4.98,6.1,6.3,3723,389.7,404.2,5.14,1085.5,686.9,2746.1,1249.7,5.57
17.61,106.805,16.69,14.98,14.79,14.16,13.83,1268.8,118.7,234.9,19.33,425.5,302.7,957.2,360.5,14.73
6.11,97.991,9.07,5.4,5.45,6.52,6.74,2142.8,183.8,295.6,5.95,730.9,541.3,1627.5,956.2,5.9
16.92,99.32,16.35,13.82,13.57,11.81,11.67,1152.8,107.7,252.2,18.35,382.5,271.5,885.2,176.9,13.21
5.75,81.448,7.5,5.31,5.3,5.79,5.88,3578.6,370.7,392.2,5.72,1142,762,2586.1,1117,5.6
15.19,101.356,15.77,13.55,13.74,14.33,14.14,1249.8,117.9,239.9,15.55,428.9,307.3,942.6,371.7,14.7
5.92,84.096,9.13,5.8,5.77,7.6,7.74,3350.2,358.4,383.9,5.42,1146.3,779.9,2407.5,1135.1,6.95
8.01,85.514,10.13,7.41,7.38,8.24,8.47,2731.9,241.5,277.7,8.12,820.5,570.2,2101.3,922,7.75
10.3,96.369,14.68,9.73,9.14,9.57,9.94,1149.4,108.3,252.8,12.96,383.3,271.7,879.6,175.9,9.77
3.76,85.442,8.53,3.61,3.61,5.73,6.61,2888.2,275.6,314.5,3.89,953.1,670.1,2108,1127.6,4.12
3.06,85.521,7.38,2.82,2.81,4.23,5.06,2984.4,302.3,349.6,2.91,1048.3,738.5,2109.2,1189.5,3.18
4.93,84.956,8.76,4.74,4.68,5.99,6.71,2833.3,266,284.9,5.05,886.3,613,2105,1028.3,5
8.69,92.526,12.18,8.15,7.92,9.15,9.47,1152.4,110.1,256.2,9.41,392.1,277.6,874,184.3,8.51
18.38,104.19,16.63,16.03,16.61,15.05,14.54,1261,118.6,234.7,18.89,422.9,300.5,951.5,365,16.44
8.54,139.647,12.94,8.15,8.31,10.56,11.17,1768.3,158.2,247.4,8.57,563.5,400.9,1354.7,734.3,9.3
8.58,92.21,9.82,7.78,7.77,7.92,7.86,2602.7,220.4,278.7,8.8,787.8,560.7,2023.9,884.4,7.89
10.44,92.715,13.08,10.06,10.09,11.18,11.31,1179.3,112.4,264.2,10.22,405.2,288.5,890.3,192.6,11.12
4.11,85.773,8.82,3.83,3.87,5.82,6.7,2875.6,270.9,303.7,4.2,927.6,649.4,2114.9,1089.4,4.37
5.88,94.513,7.07,5.07,5.12,5.69,5.74,4090.7,424.9,395.5,5.66,1073.9,640.9,3015,1398.4,5.49
5.63,102.78,9.93,5.32,5.27,6.25,6.55,2047.2,176.8,287.6,5.87,686.6,502.4,1552.8,899.6,5.67
15.15,100.634,15.65,13.78,13.66,14.07,14.01,1247.8,118,240.5,15.33,429.4,307.7,941.9,371.8,14.27
10.15,116.813,15.56,8.57,8.34,12.16,12.43,1398.2,130,228.9,10.14,457.4,322.6,1073.2,346.2,11.05
5.09,94.032,6.78,4.45,4.47,4.64,4.62,4539.4,457.3,382.1,4.54,1097.1,631.6,3313.4,1578.9,4.59
13.08,105.991,17.61,12.51,12.66,14.92,14.81,1329.6,123.4,232.6,12.96,442.3,315.2,1016.2,346.5,14.72
5.56,92.296,8.16,5.15,5.16,6.63,6.78,3888.5,403.3,396.5,5.48,1069,657.4,2857.1,1311,5.98
5.95,84.765,9.18,5.59,5.49,7.74,7.79,3326,354.7,381.7,5.56,1148.1,785.4,2387.4,1148.5,7.12
3.87,87.309,8.84,3.71,3.69,6.02,6.88,2881.4,274.7,311.4,3.65,947.4,665.7,2111.2,1120.3,4.34
9.15,118.546,13.43,8.66,8.66,10.98,11.39,1547.6,144.7,238.6,9.36,518.3,369.2,1150.7,680.2,9.86
8.18,90.236,10.1,7.65,7.66,8.3,8.36,2633.9,225.8,276.7,8.21,796,563.6,2031.4,905.3,8.05
5.14,95.434,7.7,4.54,4.59,5.65,5.75,4549.3,489.5,361.9,5.01,1103,604.4,3322.1,1721.2,5.07
5.81,82.027,7.33,5.32,5.33,5.47,5.59,3595.9,371.5,385.4,5.91,1126,746.1,2609.2,1128.7,5.39
8.56,137.225,13.23,8.14,8.08,10.66,11.19,1785.6,159.2,249.3,8.45,570.6,406.6,1374.7,746.4,9.32
4.82,84.085,8.7,4.44,4.39,5.81,6.54,2845.6,267.4,288.3,4.68,893.5,619.3,2107.9,1034.8,4.74
3.27,81.97,7.87,3.1,3.07,4.59,5.48,2912.7,283,320.1,3.33,976.3,684.3,2095.8,1153.2,3.4
7.83,119.152,11.31,7.05,7.1,8.41,8.76,1906.1,167.9,266.9,8.03,618.9,446.2,1461.6,813.5,7.65
6.03,83.987,8.94,5.79,5.82,7.41,7.54,3355.4,358.2,384.3,5.63,1149.4,783.3,2419.7,1123.9,6.88
5.91,89.866,9.54,5.56,5.59,7.38,7.92,2787.1,259.5,279.7,5.85,862.1,593.8,2102.8,995.2,6.32
3.15,85.997,8.29,3.05,3.03,5.03,5.96,2940.8,289.2,338,3.07,1015.6,718.4,2107.8,1183,3.58
5.56,95.403,7.14,4.99,4.97,5.62,5.63,4248.4,435.3,387,5.35,1076.1,632.8,3120.9,1474.5,5.43
8.67,91.23,9.75,7.6,7.65,7.74,7.72,2610.5,222.7,277.1,8.47,790.6,561.8,2023.2,893.8,7.73
5.56,95.663,7.19,5.01,5.01,5.64,5.67,4235.3,435.8,387.9,5.49,1076.3,632.4,3116.7,1478.3,5.46
3.31,82.277,8.09,3.22,3.19,4.87,5.85,2902.8,279.7,317.4,3.28,965.5,676.9,2100.2,1142,3.53
5.59,86.109,7.64,4.92,4.97,5.97,6.12,3766.8,394.6,398.5,5.18,1080.5,677.5,2787.6,1273.1,5.5
7.25,93.817,10.91,6.45,6.39,8.7,8.96,2227.6,191.4,290.3,6.95,748.1,549,1696.6,953.9,7.72
7.88,89.317,10.66,5.81,5.86,8.21,8.54,2250.3,196.4,287.8,6.84,748.9,546.7,1719,936.5,7.24
6.01,77.055,8.24,5.56,5.61,6.58,6.78,3475.1,366.3,380.3,6.07,1150.5,775.5,2474.6,1084.7,6.17
6.17,97.294,9.03,5.58,5.55,6.53,6.76,2147.9,184.3,294.4,6.08,733.3,543.1,1633.7,963.8,5.99
5.34,92.76,7.76,4.66,4.65,5.71,5.77,4613.3,496.5,349,5.16,1092.9,587.7,3362.8,1747.2,5.23
5.04,81.73,9.05,5.07,5.1,7.24,7.61,3293.5,352.2,383.9,4.77,1149.3,788.7,2337.6,1169.6,6.28
5.34,94.778,6.49,4.16,3.96,4.18,4.18,4460.5,452.4,374.7,5.22,1079.8,618.7,3253.6,1559.4,4.18
8.31,92.667,10.22,7.85,7.85,8.63,8.57,2651.3,228.9,277.1,8.26,802.8,567.3,2045.2,911.3,8.34
5.58,89.817,7.58,4.94,4.99,6.2,6.33,3935.8,409.5,400,5.42,1071.8,652.9,2920.4,1329.1,5.65
5.57,92.424,8.01,5.22,5.15,6.48,6.62,3921.9,405,393.4,5.61,1062.2,649,2885.9,1316.7,5.93
9.98,90.48,11.19,9.1,9,9.74,9.61,2487.7,215,279.3,9.88,777.4,556.1,1921.1,889.9,9.71
6.69,93.521,10.52,5.81,5.61,7.87,8.09,2176.4,186.3,298,7.3,743.2,551,1654.7,967,6.88
5.99,97.542,9.06,5.58,5.62,6.53,6.74,2132,183.3,296.4,6.22,729.1,540.2,1621.2,952.9,5.92
5.75,81.807,7.44,5.29,5.31,5.64,5.75,3591.7,371,391.8,5.76,1137.8,757.9,2603.9,1119.8,5.48
5.7,105.308,9.83,5.23,5.26,6.48,6.76,2061.2,179.2,291.3,6.02,703.1,518.3,1563.5,929.8,5.76
5.53,90.983,7.43,5.11,5.08,5.97,6.09,3975,411.4,397.3,5.43,1068,647,2933.7,1336.3,5.54
13.58,97.857,15.4,12.7,12.91,13.57,13.55,1242.2,117.4,238.1,13.48,420.7,299.8,936.6,373.2,13.51
14.02,105.907,18.37,12.7,12.21,14.17,14.36,1300.2,121.2,230.2,14.79,430.3,305.3,986.8,342.9,13.83
8.89,93.083,9.81,8.09,7.98,7.77,7.75,2540.7,218.6,277.9,9.14,779.7,552.3,1974.4,862.8,7.86
5.98,77.09,7.87,5.63,5.64,6.27,6.41,3482.9,368.1,381.5,6,1146.6,769.6,2496.6,1086.2,6
11.46,128.144,14.42,10.63,10.61,12.63,12.84,1689.7,154.2,241.6,11.68,544.1,384.2,1285.6,686,11.95
7.63,111.061,10.51,6.96,7.04,7.91,8.06,1963.5,169.8,267.4,7.82,627.1,452.1,1494.4,823.5,7.52
5.33,84.827,7.02,5.01,4.93,5.1,5.28,3626.1,372.3,395.7,5.53,1118.1,737.4,2637.5,1156.1,4.93
4.4,84.374,8.57,4.43,4.39,6.48,6.89,3249.3,344.4,385.6,4.28,1152.3,798.1,2279.9,1203.6,5.51
6.96,93.566,10.97,5.12,5.17,8.01,8.38,2248.8,194.7,295.3,7.03,757.3,556.4,1719.6,945.6,6.73
3.2,89.166,8.07,3.15,3.09,5.06,5.95,2961,294.1,340.1,3.03,1029.9,728.3,2116.9,1187.4,3.6
15.73,100.919,15.82,14.19,14.52,14.57,14.36,1254.8,118.3,238.8,16.28,427.3,305.4,946.5,371.3,15.11
6.16,97.971,9.05,5.63,5.66,6.56,6.77,2143.4,184.2,295.3,6.12,733.5,543.6,1630,961.9,6.06
7.39,83.595,9.56,6.52,6.47,7.34,7.62,2749.8,248.4,276,7.17,827.1,571.6,2117.6,926.1,6.78
5.61,90.976,7.97,5.26,5.25,6.52,6.66,3859.1,401.8,401.6,5.4,1074.8,664.6,2843.6,1302.9,5.94
9.08,87.886,10.81,8.36,8.26,9.27,9.23,2436,213.2,284.8,9.08,785.5,566.1,1875.1,920,9.11
